query,gt_key1,gt_val1,gt_key2,gt_val2,gt_key3,gt_val3,gt_key4,gt_val4,gt_key5,gt_val5,gt_key6,gt_val6,gt_key7,gt_val7,gt_key8,gt_val8,gt_key9,gt_val9,gt_key10,gt_val10,gt_key11,gt_val11,,qmeans_key1,qmeans_val1,qmeans_key2,qmeans_val2,qmeans_key3,qmeans_val3,qmeans_key4,qmeans_val4,qmeans_key5,qmeans_val5,qmeans_key6,qmeans_val6,qmeans_key7,qmeans_val7,,gemma_key1,gemma_val1,gemma_key2,gemma_val2,gemma_key3,gemma_val3,gemma_key4,gemma_val4,gemma_key5,gemma_val5,gemma_key6,gemma_val6,gemma_key7,gemma_val7,gemma_key8,gemma_val8,gemma_key9,gemma_val9,,qmeans_key_match,gemma_key_match,qmeans_kv_match,gemma_kv_match,qmeans_val_any_match,gemma_val_any_match,total_gold_attrs
10hp motor,part type,motor,horsepower,10hp,,,,,,,,,,,,,,,,,,,,power,10hp,part type,motor,product,10hp motor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,2,0,2
6FC5357-0BA11-1AE0,model name/number,6FC5357-0BA11-1AE0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,model name/number,6FC5357-0BA11-1AE0,,,,,,,,,,,,,,,,,,0,1,0,1,0,1,1
Indigo Self Armature,part type,armature,model name/number,Indigo Self,,,,,,,,,,,,,,,,,,,,motor part type,armature,brand,indigo,product,self armature,,,,,,,,,,brand,Indigo,part type,Self Armature,,,,,,,,,,,,,,,,0,1,0,0,1,0,2
leadshine l7 series servo ac servo motor,brand,leadshine,part type,motor,series,l7,driven type,servo,power source,ac,,,,,,,,,,,,,,motor type,ac,brand,leadshine,product,ac servo motor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,2,0,5
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2204-5AK10-0MB0 0.57 kW,brand,SIEMENS,part type,motor,series,SIMOTICS S-1FK2,driven type,servo,model name/number,1FK2204-5AK10-0MB0,power,0.57 kW,,,,,,,,,,,,power,0.57 kw,model name/number,1fk2204-5ak10-0mb0,usage,servo motor,brand,siemens,product,servo motor,,,,,,part type,servo motor,brand,SIEMENS,model name/number,SIMOTICS S-1FK2 1FK2204-5AK10-0MB0,power,0.57 kW,,,,,,,,,,,,3,4,3,2,3,2,6
10m3flow rate 30 mtr headpumpwith motor,part type,pump with motor,flow rate,10m3,head,30 mtr,,,,,,,,,,,,,,,,,,model name/number,10m3flow,head,30 mtr,product,motor,,,,,,,,,,part type,headpumpwith motor,capacity,10m3flow rate,,,,,,,,,,,,,,,,1,1,1,0,1,0,3
Traction Motor,part type,motor,usage,traction,,,,,,,,,,,,,,,,,,,,motor type,traction,product,traction motor,,,,,,,,,,,,part type,motor,driven type,traction,,,,,,,,,,,,,,,,0,1,0,1,1,2,2
Leadshine L7 Series 750W AC Servo Motor and Driver Kit,brand,Leadshine,part type,motor,series,L7,power,750W,power source,AC,driven type,servo,feature,with driver kit,,,,,,,,,,power,750w,motor type,ac,model name/number,l7 series,brand,leadshine,product,ac servo motor,,,,,,part type,servo motor; driver kit,brand,Leadshine,model name/number,L7 Series,power,750W,driven type,AC,,,,,,,,,,2,4,2,2,3,3,7
Dol Motor Starters Paragon,brand,Paragon,part type,motor starter,starter type,Dol,,,,,,,,,,,,,,,,,,starter type,dol,brand,paragon,product,dol motor starters,,,,,,,,,,part type,motor starters,brand,Paragon,driven type,dol,,,,,,,,,,,,,,2,2,2,1,2,2,3
SIEMENS SIMOTICS S-1FK2  SERVO MOTOR 1FK2104-6AF11-0MB0,brand,SIEMENS,part type,motor,series,SIMOTICS S-1FK2,driven type,servo,model name/number,1FK2104-6AF11-0MB0,,,,,,,,,,,,,,model name/number,1fk2104-6af11-0mb0,usage,servo motor,brand,siemens,product,servo motor,,,,,,,,part type,servo motor,brand,SIEMENS,model name/number,SIMOTICS S-1FK2 1FK2104-6AF11-0MB0,,,,,,,,,,,,,,2,3,2,1,2,1,5
3 phase motor start,part type,motor starter,phase,3,,,,,,,,,,,,,,,,,,,,phase,3 phase,usage,motor,product,3 phase motor,,,,,,,,,,part type,motor,phase,3,starter type,start,,,,,,,,,,,,,,1,2,0,1,0,1,2
oil-filled 3 hp 25 single phase motor starter,part type,motor starter,horsepower,3 hp,phase,single,feature,oil-filled,,,,,,,,,,,,,,,,power,3 hp,usage,motor starter,phase,single phase,product,single phase motor starter,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,2,0,4
SMC Electric Actuator,brand,SMC,part type,actuator,power source,electric,,,,,,,,,,,,,,,,,,actuator type,electric actuator,brand,smc,product,smc electric actuator,,,,,,,,,,part type,actuator,brand,SMC,power source,Electric,,,,,,,,,,,,,,1,3,1,3,1,3,3
1FK2104-6AF11-0MB0,model name/number,1FK2104-6AF11-0MB0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,model name/number,1FK2104-6AF11-0MB0,,,,,,,,,,,,,,,,,,0,1,0,1,0,1,1
digital dol starter,part type,starter,starter type,dol,feature,digital,,,,,,,,,,,,,,,,,,display type,digital,starter type,dol,product,dol starter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,2,0,3
Slider Type Electric Actuator,part type,actuator,power source,electric,feature,slider type,,,,,,,,,,,,,,,,,,actuator type,slider,product,electric actuator,,,,,,,,,,,,part type,actuator,driven type,electric,feature,slider type,,,,,,,,,,,,,,0,2,0,2,0,3,3
seedprod latest version,,,,,,,,,,,,,,,,,,,,,,,,product,latest,,,,,,,,,,,,,,brand,seedprod,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0
Siemens 75 HP Foot Mounted Electric Motors,brand,Siemens,part type,motor,horsepower,75 HP,mounting type,foot mounted,power source,electric,,,,,,,,,,,,,,power,75 hp,power source,electric,mounting type,foot,brand,siemens,product,foot mounted electric motors,,,,,,part type,motors,brand,Siemens,horsepower,75 HP,mounting type,Foot Mounted,driven type,Electric,,,,,,,,,,3,4,2,3,3,4,5
Grow art 3 phase hybrid,brand,Grow art,phase,3,feature,hybrid,,,,,,,,,,,,,,,,,,phase,3 phase,type,hybrid,product,3 phase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,0,3
gbru 1 min auto switch,brand,gbru,part type,auto switch,feature,1 min,,,,,,,,,,,,,,,,,,duration,1 min,product,auto switch,,,,,,,,,,,,brand,gbru,part type,auto switch,,,,,,,,,,,,,,,,0,2,0,2,2,2,3
SIEMENS SIMOTICS S-1FK2 SERVO  MOTOR 1FK2106-4AF00-0MA0 2.7 kW,brand,SIEMENS,part type,motor,series,SIMOTICS S-1FK2,driven type,servo,model name/number,1FK2106-4AF00-0MA0,power,2.7 kW,,,,,,,,,,,,model name/number,1fk2106-4af00-0ma0,power,2.7 kw,usage,servo motor,brand,siemens,product,servo motor,,,,,,part type,servo motor,brand,SIEMENS,model name/number,SIMOTICS S-1FK2,power,2.7 kW,,,,,,,,,,,,3,4,3,2,3,3,6
armature,part type,armature,,,,,,,,,,,,,,,,,,,,,,motor part type,armature,product,armature,,,,,,,,,,,,part type,armature,,,,,,,,,,,,,,,,,,0,1,0,1,1,1,1
ecma-ca1010ss delta servo motor,brand,delta,part type,motor,driven type,servo,model name/number,ecma-ca1010ss,,,,,,,,,,,,,,,,brand,delta,model name/number,ecma-ca1010ss,product,delta servo motor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,2,0,4
table fan motor,part type,motor,usage,table fan,,,,,,,,,,,,,,,,,,,,part type,motor,usage,table fan,product,table fan motor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,2,0,2
20W ALUMINUM HOUSING,part type,housing,power,20W,material,aluminum,,,,,,,,,,,,,,,,,,wattage,20w,body material,aluminum,product,aluminum housing,,,,,,,,,,power,20W,material,ALUMINUM HOUSING,,,,,,,,,,,,,,,,0,2,0,1,2,1,3
motor panvel,part type,motor,location/city,panvel,,,,,,,,,,,,,,,,,,,,product,motor,,,,,,,,,,,,,,brand,panvel,part type,motor,,,,,,,,,,,,,,,,0,1,0,1,1,2,2
40 HP  Siemens Electric Motors,brand,Siemens,part type,motor,horsepower,40 HP,power source,electric,,,,,,,,,,,,,,,,power,40 hp,power source,electric,brand,siemens,product,siemens electric motors,,,,,,,,part type,motors,brand,Siemens,horsepower,40 HP,driven type,electric,,,,,,,,,,,,2,3,2,2,3,3,4
hindustan package,brand,hindustan,feature,package,,,,,,,,,,,,,,,,,,,,destination location,hindustan,body type,package,product,hindustan package,,,,,,,,,,brand,hindustan,part type,package,,,,,,,,,,,,,,,,0,1,0,1,2,2,2
Electric Sliding Gate Motor,part type,motor,power source,electric,usage,sliding gate,,,,,,,,,,,,,,,,,,power source,electric,usage,sliding gate,product,electric sliding gate motor,,,,,,,,,,part type,motor,driven type,sliding gate,power source,electric,,,,,,,,,,,,,,2,2,2,2,2,3,3
800 RPM Electric Sliding Gate Motor,part type,motor,rpm,800 RPM,power source,electric,usage,sliding gate,,,,,,,,,,,,,,,,speed,800 rpm,power source,electric,usage,sliding gate,product,electric sliding gate motor,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,3,0,4
HF-SP152 servo motor mitsubishi,brand,mitsubishi,part type,motor,driven type,servo,model name/number,HF-SP152,,,,,,,,,,,,,,,,model name/number,hf-sp152,brand,mitsubishi,usage,servo motor,product,servo motor,,,,,,,,part type,servo motor,brand,mitsubishi,model name/number,HF-SP152,,,,,,,,,,,,,,2,3,2,2,2,2,4
1000 RPM Electric Sliding Gate Motor,part type,motor,rpm,1000 RPM,power source,electric,usage,sliding gate,,,,,,,,,,,,,,,,speed,1000 rpm,power source,electric,usage,sliding gate,product,electric sliding gate motor,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,3,0,4
Gear and Vane Motors,part type,motor,driven type,gear and vane,,,,,,,,,,,,,,,,,,,,motor type,vane,product,vane motors,,,,,,,,,,,,part type,Gear; Vane,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,2
high power mini dc water motors project,part type,motor,power source,dc,usage,water; project,size,mini,feature,high power,,,,,,,,,,,,,,motor type,dc,product,water motors,,,,,,,,,,,,part type,mini,driven type,dc,usage,water motors project,,,,,,,,,,,,,,0,2,0,0,1,2,5
high power mini dc water motors for project near badlapur,part type,motor,power source,dc,usage,water; project,size,mini,feature,high power,location/city,badlapur,,,,,,,,,,,,motor type,dc,product,water motors,,,,,,,,,,,,part type,mini,driven type,dc,usage,water motors for project,power,high,,,,,,,,,,,,0,2,0,0,1,2,6
775 dc motor bihpuri,part type,motor,power source,dc,model name/number,775,location/city,bihpuri,,,,,,,,,,,,,,,,model name/number,775,motor type,dc,product,775 dc motor,,,,,,,,,,part type,motor,driven type,dc,model name/number,775,brand,bihpuri,,,,,,,,,,,,1,2,1,2,2,4,4
775 dc motor near agra bichpuri,part type,motor,power source,dc,model name/number,775,location/city,agra; bichpuri,,,,,,,,,,,,,,,,model name/number,775,motor type,dc,product,775 dc motor,,,,,,,,,,part type,dc motor,model name/number,775,location/city,agra bichpuri,,,,,,,,,,,,,,1,3,1,1,2,1,4
24v dc coffee machine motor,part type,motor,voltage,24v,power source,dc,usage,coffee machine,,,,,,,,,,,,,,,,voltage,24v dc,usage,coffee machine,product,coffee machine,,,,,,,,,,part type,motor,voltage,24v dc,usage,coffee machine,,,,,,,,,,,,,,2,3,1,2,1,2,4
Crompton Geared Motor,brand,Crompton,part type,motor,driven type,geared,,,,,,,,,,,,,,,,,,brand,crompton,product,geared motor,,,,,,,,,,,,part type,motor,brand,Crompton,driven type,geared,,,,,,,,,,,,,,1,3,1,3,1,3,3
l&t three phase motor starter,brand,l&t,part type,motor starter,phase,3,,,,,,,,,,,,,,,,,,brand,l&t,usage,motor starter,phase,three phase,product,l&t three phase motor starter,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,1,0,2,0,3
Servo Motor & Variac Motor,part type,motor,driven type,servo; variac,,,,,,,,,,,,,,,,,,,,product,motor & variac,,,,,,,,,,,,,,part type,servo motor; variac motor,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,2
Siemens Electric Motors 40 Hp,brand,Siemens,part type,motor,power source,electric,horsepower,40 Hp,,,,,,,,,,,,,,,,motor horsepower,40 hp,power source,electric,brand,siemens,product,siemens electric motors,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,3,0,4
3 phase motor starter without oil automatic,part type,motor starter,phase,3,feature,without oil automatic,,,,,,,,,,,,,,,,,,phase,3 phase,starter type,automatic,usage,motor starter,product,3 phase motor starter,,,,,,,,part type,motor starter,phase,3 phase,feature,automatic,,,,,,,,,,,,,,1,3,0,1,1,1,3
3 phase motor starter near jodhpur without oilautomatic,part type,motor starter,phase,3,feature,without oil automatic,location/city,jodhpur,,,,,,,,,,,,,,,,phase,3 phase,usage,motor starter,product,3 phase motor starter,,,,,,,,,,part type,motor starter,phase,3,feature,automatic,,,,,,,,,,,,,,1,3,0,2,1,2,4
HP400 Siemens Motor,brand,Siemens,part type,motor,model name/number,HP400,,,,,,,,,,,,,,,,,,model name/number,hp400,part type,motor,brand,siemens,product,siemens motor,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,3,0,3
Flange Motors,part type,motor,mounting type,flange,,,,,,,,,,,,,,,,,,,,mounting type,flange,product,flange motors,,,,,,,,,,,,part type,motors,mounting type,flange,,,,,,,,,,,,,,,,1,2,1,1,1,1,2
Sew Eurodrive CMP50M AC Synchronous Motor,brand,Sew Eurodrive,part type,motor,model name/number,CMP50M,power source,AC,driven type,synchronous,,,,,,,,,,,,,,motor type,ac synchronous,model name/number,cmp50m,brand,sew eurodrive,product,ac synchronous motor,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,2,0,5
2 hp flange motor,part type,motor,horsepower,2 hp,mounting type,flange,,,,,,,,,,,,,,,,,,power,2 hp,mounting type,flange,product,flange motor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,2,0,3
3 phase motor starter oil free automatic,part type,motor starter,phase,3,feature,oil free automatic,,,,,,,,,,,,,,,,,,phase,3 phase,starter type,automatic,usage,motor starter,product,3 phase motor starter,,,,,,,,part type,motor starter,driven type,3 phase,feature,automatic,,,,,,,,,,,,,,1,2,0,1,1,1,3
3 phase motor starter near jodhpur oil freee automatic,part type,motor starter,phase,3,feature,oil free automatic,location/city,jodhpur,,,,,,,,,,,,,,,,phase,3 phase,starter type,automatic,usage,motor starter,product,3 phase motor starter,,,,,,,,part type,motor starter,phase,3,feature,oil freee,location/city,jodhpur,,,,,,,,,,,,1,4,0,3,1,3,4
ABB MOTOR 200KW 270HP 1500RPM FOOT IE2,brand,ABB,part type,motor,power,200KW,horsepower,270HP,rpm,1500RPM,mounting type,foot,efficiency,IE2,,,,,,,,,,speed,1500rpm,power,200kw,horsepower,270hp,brand,abb,mounting type,foot,efficiency,ie2,product,abb motor,,brand,ABB,power,200KW,horsepower,270HP,rpm,1500RPM,efficiency,IE2,part type,MOTOR,,,,,,,,5,6,5,6,6,6,7
bonfiglioli brake motor,brand,bonfiglioli,part type,motor,feature,brake,,,,,,,,,,,,,,,,,,brand,bonfiglioli,motor type,brake,product,brake motor,,,,,,,,,,part type,brake motor,brand,Bonfiglioli,,,,,,,,,,,,,,,,1,2,1,1,2,1,3
1 piece ABB Soft Starters,brand,ABB,part type,starter,starter type,soft,quantity,1,,,,,,,,,,,,,,,,quantity per pack,1 piece,brand,abb,starter type,soft,product,abb soft starters,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,2,0,4
kenstar desert air cooler motor,brand,kenstar,part type,motor,usage,desert air cooler,,,,,,,,,,,,,,,,,,usage,cooler,cooler type,desert,brand,kenstar,part type,motor,product,desert air cooler motor,,,,,,part type,motor,brand,kenstar,usage,air cooler,,,,,,,,,,,,,,3,3,2,2,2,2,3
Marathon 1hp motor single phase,brand,Marathon,part type,motor,horsepower,1hp,phase,single,,,,,,,,,,,,,,,,power,1hp,brand,marathon,product,single phase,,,,,,,,,,brand,Marathon,part type,motor,horsepower,1hp,phase,single,,,,,,,,,,,,1,4,1,4,2,4,4
Make - Marathon 1hp motor single phase,brand,Marathon,part type,motor,horsepower,1hp,phase,single,,,,,,,,,,,,,,,,power,1hp,brand,marathon,no of phase,single phase,product,single phase,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,2,0,4
Vibro Sifter Motor,part type,motor,usage,vibro sifter,,,,,,,,,,,,,,,,,,,,usage,vibro sifter,product,vibro sifter motor,,,,,,,,,,,,part type,motor,feature,vibro,model name/number,Vibro Sifter,,,,,,,,,,,,,,1,1,1,1,1,2,2
kirloskar electric motor 10 hp 960 rpm,brand,kirloskar,part type,motor,power source,electric,horsepower,10 hp,rpm,960 rpm,,,,,,,,,,,,,,motor horsepower,10 hp,speed,960 rpm,power source,electric,brand,kirloskar,product,kirloskar electric motor,,,,,,brand,kirloskar,part type,motor,power,10 hp,rpm,960,power source,electric,,,,,,,,,,2,4,2,3,4,4,5
desert cooler motor,part type,motor,usage,desert cooler,,,,,,,,,,,,,,,,,,,,usage,cooler,cooler type,desert,part type,motor,product,desert cooler motor,,,,,,,,part type,motor,usage,desert cooler,,,,,,,,,,,,,,,,2,2,1,2,1,2,2
Exhaust Fan Motor,part type,motor,usage,exhaust fan,,,,,,,,,,,,,,,,,,,,usage,exhaust fan,part type,motor,product,exhaust fan motor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,2,0,2
nord gearbox spares,brand,nord,part type,gearbox spares,,,,,,,,,,,,,,,,,,,,product,gearbox spares,brand,nord,,,,,,,,,,,,brand,nord,part type,gearbox spares,,,,,,,,,,,,,,,,1,2,1,2,2,2,2
MGM Varvel Brake Motor,brand,MGM Varvel,part type,motor,feature,brake,,,,,,,,,,,,,,,,,,motor type,brake motor,brand,mgm varvel,product,brake motor,,,,,,,,,,part type,Brake Motor,brand,MGM,model name/number,Varvel,,,,,,,,,,,,,,1,2,1,0,1,0,3
AC Electric Motor,part type,motor,power source,AC; electric,,,,,,,,,,,,,,,,,,,,type,ac,power source,electric,part type,motor,product,ac electric motor,,,,,,,,part type,motor,driven type,AC,power source,AC Electric,,,,,,,,,,,,,,2,2,2,1,3,2,2
Motor Starter .,part type,motor starter,,,,,,,,,,,,,,,,,,,,,,usage,motor,product,motor starter,,,,,,,,,,,,part type,Motor Starter,,,,,,,,,,,,,,,,,,0,1,0,1,1,1,1
c&s dol starter 15hp,brand,c&s,part type,starter,starter type,dol,horsepower,15hp,,,,,,,,,,,,,,,,power,15hp,brand,c&s,starter type,dol,product,dol starter,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,3,0,4
c&s dol starter 15hp near delhi,brand,c&s,part type,starter,starter type,dol,horsepower,15hp,location/city,delhi,,,,,,,,,,,,,,power,15hp,brand,c&s,starter type,dol,product,dol starter,,,,,,,,brand,c&s,part type,dol starter,horsepower,15hp,location/city,delhi,,,,,,,,,,,,2,4,2,3,3,3,5
10w deep freezer motor,part type,motor,power,10w,usage,deep freezer,,,,,,,,,,,,,,,,,,power,10w,usage,deep freezer,spare type,motor,product,deep freezer motor,,,,,,,,part type,motor,power,10w,usage,deep freezer,,,,,,,,,,,,,,2,3,2,3,3,3,3
bell crack assembly,part type,bell crack assembly,,,,,,,,,,,,,,,,,,,,,,brand,bell,product,assembly,,,,,,,,,,,,part type,bell,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,1
Simensh Hp400 Rpm1440,brand,Siemens,model name/number,Hp400,rpm,1440,,,,,,,,,,,,,,,,,,model name/number,hp400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,3
StarDental Starter,brand,StarDental,part type,starter,,,,,,,,,,,,,,,,,,,,feeder type,starter,product,starter,,,,,,,,,,,,part type,starter,brand,StarDental,,,,,,,,,,,,,,,,0,2,0,2,1,2,2
Start Dental Starter,part type,starter,usage,dental,,,,,,,,,,,,,,,,,,,,usage,dental,product,starter,,,,,,,,,,,,part type,starter,brand,Dental,,,,,,,,,,,,,,,,1,1,1,1,2,2,2
Explosion Proof Electric Motor,part type,motor,power source,electric,feature,explosion proof,,,,,,,,,,,,,,,,,,power source,electric,features,explosion proof,product,explosion proof,,,,,,,,,,part type,motor,driven type,electric,feature,explosion proof,,,,,,,,,,,,,,1,2,1,2,2,3,3
Industrial dc motor,part type,motor,power source,dc,application,industrial,,,,,,,,,,,,,,,,,,motor type,dc,usage,industrial,product,industrial dc motor,,,,,,,,,,part type,motor,driven type,dc,usage,industrial,,,,,,,,,,,,,,0,1,0,1,2,3,3
High Torque Square Geared Motor,part type,motor,driven type,geared,shape,square,feature,high torque,,,,,,,,,,,,,,,,torque,high torque,shape,square,product,high torque square geared motor,,,,,,,,,,part type,motor,driven type,geared,shape,square,feature,High Torque,,,,,,,,,,,,1,4,1,4,2,4,4
à¤¸à¤°à¥à¤µà¥‹ à¤®à¥‹à¤Ÿà¤° à¤¸à¤ªà¥à¤²à¤¾à¤¯à¤°,part type,motor,driven type,servo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,part type,motor,,,,,,,,,,,,,,,,,,0,1,0,1,0,1,2
borewell 2h starter,part type,starter,usage,borewell,model name/number,2h,,,,,,,,,,,,,,,,,,usage,borewell,product,borewell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,3
SIEMENS SIMOTICS S-1FK2 SERVO MOTER 1FK2106-3AF11-1SA0 2.3 kW,brand,SIEMENS,part type,motor,series,SIMOTICS S-1FK2,driven type,servo,model name/number,1FK2106-3AF11-1SA0,power,2.3 kW,,,,,,,,,,,,output power,2.3 kw,brand,siemens,product,servo moter,,,,,,,,,,part type,servo moter,brand,SIEMENS,model name/number,SIMOTICS S-1FK2 1FK2106-3AF11-1SA0,power,2.3 kW,,,,,,,,,,,,1,4,1,2,2,2,6
Crompton Induction Motors,brand,Crompton,part type,motor,driven type,induction,,,,,,,,,,,,,,,,,,brand,crompton,motor type,induction,product,crompton induction motors,,,,,,,,,,part type,motor,brand,Crompton,driven type,induction,,,,,,,,,,,,,,1,3,1,3,2,3,3
nema 17 0.9 degree,part type,motor,frame size,nema 17,step angle,0.9 degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,3
ABB Auto- Lek Ail 94022 A Solenoid Switch,brand,ABB,part type,solenoid switch,model name/number,Auto- Lek Ail 94022 A,,,,,,,,,,,,,,,,,,brand,abb,product,solenoid switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,2,0,3
Three phase,phase,3,,,,,,,,,,,,,,,,,,,,,,phase,three phase,product,three phase,,,,,,,,,,,,phase,Three phase,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,1
nema 17 0.9 degree 22mm lenth,part type,motor,frame size,nema 17,step angle,0.9 degree,length,22mm,,,,,,,,,,,,,,,,size,22mm,model name/number,nema 17,,,,,,,,,,,,part type,nema 17,size,22mm,feature,0.9 degree,,,,,,,,,,,,,,0,1,0,0,2,3,4
New Series Allen Bradley Soft Starter,brand,Allen Bradley,part type,starter,starter type,soft,feature,new series,,,,,,,,,,,,,,,,brand,allen bradley,starter type,soft starter,product,allen bradley soft starter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,1,0,1,0,4
1 for business use piece ABB Soft Starters,brand,ABB,part type,starter,starter type,soft,quantity,1,,,,,,,,,,,,,,,,brand,abb,usage,business,starter type,soft,product,abb soft starters,,,,,,,,part type,soft starters,brand,ABB,quantity,1,usage,business use,,,,,,,,,,,,2,3,2,2,2,2,4
bolero ac motor,part type,motor,power source,ac,usage,bolero,,,,,,,,,,,,,,,,,,type,ac,product,ac motor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,3
150c43nbd smc3 soft starter,part type,starter,starter type,soft,model name/number,150c43nbd,series,smc3,,,,,,,,,,,,,,,,model name/number,150c43nbd,series,smc3,starter type,soft starter,product,soft starter,,,,,,,,model name/number,150c43nbd,part type,soft starter,,,,,,,,,,,,,,,,3,2,2,1,2,1,4
lt mk1 dol motor starter,brand,lt,part type,motor starter,model name/number,mk1,starter type,dol,,,,,,,,,,,,,,,,starter type,dol,usage,motor starter,product,lt mk1 dol motor starter,,,,,,,,,,part type,motor starter,brand,lt,model name/number,mk1,driven type,dol,,,,,,,,,,,,1,3,1,3,2,4,4
Eaton Orbital Motor,brand,Eaton,part type,motor,driven type,orbital,,,,,,,,,,,,,,,,,,brand,eaton,motor type,orbital,product,orbital motor,,,,,,,,,,part type,motor,brand,Eaton,feature,orbital,,,,,,,,,,,,,,1,2,1,2,2,3,3
automatic gate motor,part type,motor,usage,gate,feature,automatic,,,,,,,,,,,,,,,,,,automation grade,automatic,usage,gate,product,automatic gate motor,,,,,,,,,,part type,gate motor,feature,automatic,,,,,,,,,,,,,,,,1,2,1,1,2,1,3
Door Motor .,part type,motor,usage,door,,,,,,,,,,,,,,,,,,,,usage,door,product,door motor,,,,,,,,,,,,part type,Door Motor,,,,,,,,,,,,,,,,,,1,1,1,0,1,0,2
23a paramoon motor starter,brand,paramoon,part type,motor starter,current,23a,,,,,,,,,,,,,,,,,,current,23a,usage,motor starter,brand,paramoon,product,motor starter,,,,,,,,part type,motor starter,brand,paramoon,current,23a,,,,,,,,,,,,,,2,3,2,3,3,3,3
electrical motor for boats,part type,motor,power source,electric,usage,boats,,,,,,,,,,,,,,,,,,usage,boats,power source,electrical,product,electrical motor,,,,,,,,,,part type,motor,usage,boats,power source,electrical,,,,,,,,,,,,,,2,3,1,2,1,2,3
SIEMENS SIMOTICS S-1FK2  SERVO MOTOR 1FK2104-5AF00-1SB0 0.75 kW,brand,SIEMENS,part type,motor,series,SIMOTICS S-1FK2,driven type,servo,model name/number,1FK2104-5AF00-1SB0,power,0.75 kW,,,,,,,,,,,,power,0.75 kw,model name/number,1fk2104-5af00-1sb0,usage,servo motor,brand,siemens,product,servo motor,,,,,,part type,servo motor,brand,SIEMENS,model name/number,SIMOTICS S-1FK2 1FK2104-5AF00-1SB0,power,0.75 kW,,,,,,,,,,,,3,4,3,2,3,2,6
"Absolute Shaft Encoder, Series ENA 8 / 13",part type,encoder,feature,absolute shaft,series,ENA 8 / 13,,,,,,,,,,,,,,,,,,encoder type,absolute,model name/number,series ena 8 / 13,product,shaft,,,,,,,,,,part type,shaft encoder,brand,Absolute,series,ENA 8 / 13,,,,,,,,,,,,,,0,2,0,1,0,1,3
Permanent Magnet. tech,feature,permanent magnet,,,,,,,,,,,,,,,,,,,,,,material,magnet.,magnets type,permanent,product,permanent magnet.,,,,,,,,,,feature,Permanent Magnet,,,,,,,,,,,,,,,,,,0,1,0,1,0,1,1
INVT Servo Motor,brand,INVT,part type,motor,driven type,servo,,,,,,,,,,,,,,,,,,brand,invt,type,servo,product,invt servo motor,,,,,,,,,,part type,servo motor,brand,INVT,,,,,,,,,,,,,,,,1,2,1,1,2,1,3
1.5 KW Halcyon Three Phase Induction Motor,brand,Halcyon,part type,motor,power,1.5 KW,phase,3,driven type,induction,,,,,,,,,,,,,,rated power,1.5 kw,brand,halcyon,motor type,induction motor,no of phase,three phase,product,three phase induction motor,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,2,0,5
5 sliding piece 800 kg Gate Motor,part type,motor,usage,sliding gate,weight capacity,800 kg,quantity,5,,,,,,,,,,,,,,,,set contains,5,weight capacity,800 kg,usage,gate,open style,sliding,product,gate motor,,,,,,,,,,,,,,,,,,,,,,,,,2,0,1,0,2,0,4
