query,ok,key_count,attributes_json
9067/9069 Makita Armature By PowerSpeed,True,4,"{""model name/number"": ""9067/9069"", ""type of power tool"": ""armature"", ""brand"": ""powerspeed"", ""product"": ""armature""}"
1 2 hp 775 12 v rs775 10000rpm 12v dc motor,True,4,"{""speed"": ""10000rpm"", ""voltage"": ""12 v"", ""motor type"": ""dc"", ""product"": ""12v dc motor""}"
5hp 3phase motor,True,3,"{""phase"": ""3phase"", ""power"": ""5hp"", ""product"": ""3phase motor""}"
Bharat Benz Aluminium Housing,True,3,"{""material"": ""aluminium"", ""vehicle type/model"": ""bharat benz"", ""product"": ""aluminium housing""}"
lubi three phase induction motors,True,4,"{""motor type"": ""induction"", ""brand"": ""lubi"", ""no of phase"": ""three phase"", ""product"": ""lubi three phase induction motors""}"
Crane Geared Brake Motor,True,2,"{""usage"": ""crane"", ""product"": ""geared brake motor""}"
1400 rpm single phase 230 v 230v apex cool 410w single phase exhaust fan motor,True,7,"{""speed"": ""1400 rpm"", ""voltage"": ""230 v 230v"", ""power"": ""410w"", ""brand"": ""apex"", ""usage"": ""exhaust fan"", ""phase"": ""single phase"", ""product"": ""single phase exhaust fan motor""}"
12v dc motor,True,3,"{""voltage"": ""12v"", ""motor type"": ""dc"", ""product"": ""12v dc motor""}"
1400 rpm 230 v apex cool 410w single phase exhaust fan motor,True,6,"{""speed"": ""1400 rpm"", ""voltage"": ""230 v"", ""power"": ""410w"", ""usage"": ""exhaust fan"", ""phase"": ""single phase"", ""product"": ""single phase exhaust fan motor""}"
Suguna Motor Starter,True,3,"{""usage"": ""motor starter"", ""brand"": ""suguna"", ""product"": ""motor starter""}"
reverse forward 3 phase 20 3 hp starters,True,3,"{""phase"": ""3 phase"", ""power"": ""hp"", ""product"": ""starters""}"
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2210-3AC01-0MB0 5.5 kW,True,5,"{""model name/number"": ""1fk2210-3ac01-0mb0"", ""power"": ""5.5 kw"", ""usage"": ""servo motor"", ""brand"": ""siemens"", ""product"": ""servo motor""}"
rexroth servo drive,True,2,"{""brand"": ""rexroth"", ""product"": ""rexroth servo drive""}"
Valve Positioners,True,2,"{""usage"": ""valve"", ""product"": ""valve positioners""}"
FOOT Mounted Motor (model Gf 6834),True,3,"{""mounting type"": ""foot"", ""model name/number"": ""gf 6834)"", ""product"": ""foot mounted motor""}"
1400 rpm apex cool 410w single phase exhaust fan motor,True,5,"{""speed"": ""1400 rpm"", ""power"": ""410w"", ""usage"": ""exhaust fan"", ""phase"": ""single phase"", ""product"": ""single phase exhaust fan motor""}"
Motor Stater,True,2,"{""usage"": ""motor"", ""product"": ""motor stater""}"
Paragon Motor Starter,True,3,"{""usage"": ""motor starter"", ""brand"": ""paragon"", ""product"": ""paragon motor starter""}"
UR006G XGT Brushless Motor Active Feedback Sensing,True,3,"{""motor type"": ""brushless"", ""model name/number"": ""ur006g"", ""product"": ""brushless motor""}"
schubert and salzer positioner,True,2,"{""type"": ""positioner"", ""product"": ""positioner""}"
polisher-motor,True,2,"{""type of power tool"": ""polisher-motor"", ""product"": ""polisher-motor""}"
Electric Vibratory Motor,True,2,"{""power source"": ""electric"", ""product"": ""electric vibratory motor""}"
Abb Electric Motor 50hp 1500 Rpm,True,5,"{""speed"": ""1500 rpm"", ""motor horsepower"": ""50hp"", ""brand"": ""abb"", ""power source"": ""electric"", ""product"": ""abb electric motor""}"
SIEMENS SIMOTICS S-1FK2 1FK2106-4AF11-1SA0  servo motor 2.7 kW,True,5,"{""power"": ""2.7 kw"", ""usage"": ""servo motor"", ""brand"": ""siemens"", ""model name/number"": ""simotics s-1fk2 1fk2106-4af11-1sa0"", ""product"": ""servo motor""}"
Siemens Face Mounted Induction Motor,True,4,"{""mounting type"": ""face mounted"", ""motor type"": ""induction motor"", ""brand"": ""siemens"", ""product"": ""induction motor""}"
5 HP Three Phase Motor,True,3,"{""power"": ""5 hp"", ""no of phase"": ""three phase"", ""product"": ""5 hp three phase motor""}"
APEX COOL 410W MOTOR,True,4,"{""power"": ""410w"", ""brand"": ""apex"", ""part type"": ""motor"", ""product"": ""motor""}"
Motar Starter,True,2,"{""feeder type"": ""starter"", ""product"": ""motar starter""}"
Siemens 7.5 KW 2 HP Electric Motor,True,4,"{""horsepower"": ""2 hp"", ""power"": ""7.5 kw"", ""product"": ""2 hp electric motor"", ""brand"": ""siemens""}"
Unbalance Vibratory Motors,True,1,"{""product"": ""unbalance vibratory motors""}"
Sew Brake Motor,True,3,"{""motor type"": ""brake"", ""brand"": ""sew"", ""product"": ""brake motor""}"
ABB Three Phase Induction Motor,True,4,"{""brand"": ""abb"", ""motor type"": ""induction"", ""no of phase"": ""three phase"", ""product"": ""abb three phase induction motor""}"
Oriental motor,True,3,"{""part type"": ""motor"", ""brand"": ""oriental"", ""product"": ""oriental motor""}"
3 phase auto starter,True,2,"{""phase"": ""3 phase"", ""product"": ""auto starter""}"
Type 200 17 Inch Copper Exhaust Fan Motor,True,4,"{""sweep size"": ""17 inch"", ""winding material"": ""copper"", ""usage"": ""exhaust fan"", ""product"": ""copper exhaust fan motor""}"
Openable Gate Motor,True,2,"{""usage"": ""gate"", ""product"": ""gate motor""}"
hollow shaft encoder,True,2,"{""encoder type"": ""hollow shaft"", ""product"": ""hollow shaft encoder""}"
pbl-right-angled-helical-bevel-geared-motor,True,0,{}
SIEMENS SIMOTICS S-1FK2 SERVO MOTER 1FK2106-4AF00-1MA0 2.7 kW,True,4,"{""output power"": ""2.7 kw"", ""model name/number"": ""s-1fk2"", ""brand"": ""siemens"", ""product"": ""servo moter""}"
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2106-4AF00-1SA0  2.7 kW,True,5,"{""model name/number"": ""1fk2106-4af00-1sa0"", ""power"": ""2.7 kw"", ""usage"": ""servo motor"", ""brand"": ""siemens"", ""product"": ""servo motor""}"
"Foredom Flex Shaft Motor, Foredom Dental Motor, Art &Amp; Craft",True,2,"{""brand"": ""foredom"", ""product"": ""shaft""}"
lift-motor,True,1,"{""product"": ""lift-motor""}"
aira mild steel pneumatic rotary actuator,True,5,"{""brand"": ""aira"", ""material"": ""mild steel"", ""power source"": ""pneumatic"", ""actuator type"": ""rotary actuator"", ""product"": ""pneumatic rotary actuator""}"
flange type 25 hp motor,True,3,"{""power"": ""25 hp"", ""mounting type"": ""flange"", ""product"": ""hp motor""}"
3 phase dol motor starter,True,4,"{""phase"": ""3 phase"", ""starter type"": ""dol"", ""usage"": ""motor starter"", ""product"": ""3 phase dol motor starter""}"
Siemens Three Phase Electric Motor,True,3,"{""brand"": ""siemens"", ""no of phase"": ""three phase"", ""product"": ""siemens three phase electric motor""}"
Lubi Electrical Motor,True,2,"{""brand"": ""lubi"", ""product"": ""lubi electrical motor""}"
Moter stater,True,1,"{""product"": ""stater""}"
"HUMSER 12V 10RPM, 24V 20RPM High Torque Shaft Self-Lock Engine DC Micro Gear Motor With Brass Pully",True,6,"{""speed"": ""10rpm,"", ""voltage"": ""12v"", ""material"": ""brass"", ""motor type"": ""dc"", ""brand"": ""humser"", ""product"": ""dc micro gear motor""}"
geared motor,True,2,"{""part type"": ""motor"", ""product"": ""geared motor""}"
2285625342 statorhv 2030,True,1,"{""product number"": ""2285625342""}"
slipring motor,True,2,"{""motor type"": ""slipring"", ""product"": ""slipring motor""}"
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2204-5AK10-0SB0 0.12 kW,True,5,"{""power"": ""0.12 kw"", ""model name/number"": ""1fk2204-5ak10-0sb0"", ""usage"": ""servo motor"", ""brand"": ""siemens"", ""product"": ""servo motor""}"
Kisrloskar Motar,True,1,"{""product"": ""motar""}"
Gate Motor,True,1,"{""product"": ""gate motor""}"
vibratory motor,True,1,"{""product"": ""vibratory motor""}"
270Hp Siemens Motor,True,3,"{""power"": ""270hp"", ""brand"": ""siemens"", ""product"": ""siemens motor""}"
bft deimos bt a600 gate motor,True,4,"{""brand"": ""bft"", ""model number"": ""deimos bt a600"", ""usage"": ""gate motor"", ""product"": ""gate motor""}"
Panasonic Servo Motor MHMF042L1U2M  400Watt,True,5,"{""power"": ""400watt"", ""model name/number"": ""mhmf042l1u2m"", ""brand"": ""panasonic"", ""usage"": ""servo motor"", ""product"": ""panasonic servo motor""}"
"3000 rpm Siemens 1FL6062-1AC61-0AA1 Servo Motor, 1.00 kW, 400V",True,7,"{""power"": ""1.00"", ""model name/number"": ""1fl6062-1ac61-0aa1"", ""speed"": ""3000 rpm"", ""voltage"": ""400v"", ""usage"": ""servo"", ""brand"": ""siemens"", ""product"": ""servo""}"
fv5029 010,True,1,"{""model name/number"": ""fv5029""}"
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2204-5AK01-0SB0 0.57 kW,True,5,"{""power"": ""0.57 kw"", ""model name/number"": ""1fk2204-5ak01-0sb0"", ""usage"": ""servo motor"", ""brand"": ""siemens"", ""product"": ""servo motor""}"
"""fv5029-010""",True,0,{}
DC Motor Carbon Brushes,True,2,"{""product"": ""dc motor carbon brushes"", ""usage"": ""dc motor""}"
Three Phase Dol Motor Starter,True,4,"{""starter type"": ""dol"", ""usage"": ""motor starter"", ""phase"": ""three phase"", ""product"": ""three phase dol motor starter""}"
three phase 2800 rpm 2 0.25 hp electric vibro motor,True,6,"{""power"": ""0.25 hp"", ""speed"": ""2800 rpm"", ""power source"": ""electric"", ""phase"": ""three phase"", ""motor type"": ""vibro"", ""product"": ""electric vibro motor""}"
Motor Encoder,True,2,"{""product"": ""motor encoder"", ""usage"": ""motor""}"
macwell brand motor,True,3,"{""brand"": ""macwell"", ""part type"": ""motor"", ""product"": ""brand motor""}"
macwel brand motor,True,3,"{""brand"": ""macwel"", ""part type"": ""motor"", ""product"": ""brand motor""}"
gearmoter,True,0,{}
3 phase 40 hp oil starter,True,3,"{""phase"": ""3 phase"", ""power"": ""40 hp"", ""product"": ""oil starter""}"
my cool star,True,2,"{""shape"": ""star"", ""product"": ""cool star""}"
DC Shunt Motor,True,2,"{""motor type"": ""dc shunt"", ""product"": ""dc shunt motor""}"
Cooler Motor 1 Inch,True,2,"{""usage"": ""cooler motor"", ""product"": ""cooler motor""}"
Stirrer Motor,True,2,"{""part type"": ""motor"", ""product"": ""stirrer motor""}"
Acurater plate,True,2,"{""type"": ""plate"", ""product"": ""plate""}"
Weg- Germany 2880RPM Motor,True,2,"{""speed"": ""2880rpm"", ""product"": ""motor""}"
pump-starter,True,1,"{""product"": ""pump-starter""}"
2283752193 motor6v 20a,True,2,"{""current"": ""20a"", ""model name/number"": ""2283752193""}"
Fanuc AC Servo Motor 0.35kW 6000 A06B-0115-B103 and Pulsecoder,True,5,"{""power"": ""0.35kw"", ""model name/number"": ""a06b-0115-b103"", ""motor type"": ""ac"", ""brand"": ""fanuc"", ""product"": ""fanuc ac servo motor""}"
PowerSpeed Armature For 9005 N Makita,True,4,"{""model number"": ""9005 n"", ""type of power tool"": ""armature"", ""brand"": ""powerspeed"", ""product"": ""armature""}"
Crompton Motor 10 HP 960 Rpm,True,4,"{""power"": ""10 hp"", ""speed"": ""960 rpm"", ""brand"": ""crompton"", ""product"": ""crompton motor""}"
Blower Motors,True,1,"{""product"": ""blower motors""}"
three phase 2800 rpm 2 0.25 hp single phase vibro motors,True,4,"{""power"": ""0.25 hp"", ""speed"": ""2800 rpm"", ""phase"": ""three phase"", ""product"": ""single phase vibro motors""}"
AC Induction Motor,True,2,"{""motor type"": ""ac induction"", ""product"": ""ac induction motor""}"
Siemens 1440RPM Three Phase Flange Motor,True,5,"{""speed"": ""1440rpm"", ""mounting type"": ""flange"", ""brand"": ""siemens"", ""phase"": ""three phase"", ""product"": ""three phase flange motor""}"
Havells Induction Motors,True,3,"{""brand"": ""havells"", ""motor type"": ""induction"", ""product"": ""havells induction motors""}"
cast iron general,True,2,"{""material"": ""cast iron"", ""product"": ""cast iron""}"
AC Motor,True,3,"{""motor type"": ""ac"", ""part type"": ""motor"", ""product"": ""ac motor""}"
20 hp motor,True,3,"{""power"": ""20 hp"", ""part type"": ""motor"", ""product"": ""20 hp motor""}"
rs 555 high speed dc motor 5000rpm,True,4,"{""speed"": ""5000rpm"", ""motor type"": ""dc"", ""model name/number"": ""rs 555"", ""product"": ""rs 555 high speed dc motor""}"
dc ware,True,1,"{""product"": ""ware""}"
ABB 50 HP Three Phase Electric Motors,True,4,"{""power"": ""50 hp"", ""brand"": ""abb"", ""no of phase"": ""three phase"", ""product"": ""three phase electric motors""}"
electric-actuator,True,2,"{""power source"": ""electric-actuator"", ""product"": ""electric-actuator""}"
dc 12v gear motor,True,3,"{""voltage"": ""12v"", ""motor type"": ""dc"", ""product"": ""gear motor""}"
CG make  electric motor,True,3,"{""brand"": ""cg"", ""power source"": ""electric"", ""product"": ""electric motor""}"
1le7501â€‘1bb23â€‘5aa4,True,0,{}
brush for electronics,True,2,"{""usage"": ""electronics"", ""product"": ""electronics""}"
SIEMENS SIMOTICS S-1FK2  SERVO MOTOR 1FK2104-6AF11-0MB0 1 kW,True,5,"{""power"": ""1 kw"", ""model name/number"": ""1fk2104-6af11-0mb0"", ""usage"": ""servo motor"", ""brand"": ""siemens"", ""product"": ""servo motor""}"
power-tool-carbon-brush,True,1,"{""product"": ""power-tool-carbon-brush""}"
thrive architect latest version,True,2,"{""brand"": ""thrive"", ""product"": ""architect""}"
Kirloskar make electric motor,True,3,"{""power source"": ""electric"", ""brand"": ""kirloskar"", ""product"": ""electric motor""}"
SIMOTICS S synchronous motor 1FK7 1FK7081-3BF71-1RB1,True,3,"{""model name/number"": ""1fk7 1fk7081-3bf71-1rb1"", ""motor type"": ""synchronous"", ""product"": ""synchronous motor""}"
Hindustan Geared Motors,True,2,"{""brand"": ""hindustan"", ""product"": ""geared motors""}"
vibro shift motor,True,2,"{""motor type"": ""shift"", ""product"": ""motor""}"
Steper Motor,True,2,"{""part type"": ""motor"", ""product"": ""steper motor""}"
bonfiglioli riduttori motor be71-b4 230/400-50 ip55 clf b5,True,4,"{""model"": ""be71-b4"", ""brand"": ""bonfiglioli"", ""ip rating"": ""ip55"", ""product"": ""bonfiglioli""}"
Stater,True,1,"{""product"": ""stater""}"
Motor 160kw,True,3,"{""power"": ""160kw"", ""part type"": ""motor"", ""product"": ""motor""}"
Bharat Bijlee Electric Motor,True,3,"{""brand"": ""bharat bijlee"", ""power source"": ""electric"", ""product"": ""bharat bijlee electric motor""}"
75 HP Crompton Industrial Motors,True,3,"{""power"": ""75 hp"", ""brand"": ""crompton"", ""product"": ""crompton industrial motors""}"
Double Motor Vacuum Cleaner,True,2,"{""motor"": ""double motor"", ""product"": ""double motor vacuum cleaner""}"
synchronous-motor,True,1,"{""product"": ""synchronous-motor""}"
C Beam Linear Actuator,True,2,"{""actuator type"": ""linear actuator"", ""product"": ""linear actuator""}"
Siemens Make Electric Motor,True,3,"{""power source"": ""electric"", ""brand"": ""siemens"", ""product"": ""electric motor""}"
Abb Make Electric Motor,True,3,"{""brand"": ""abb"", ""power source"": ""electric"", ""product"": ""abb make electric motor""}"
5r/min 1.5w 50/60hz motor,True,4,"{""power"": ""1.5w"", ""frequency"": ""50/60hz"", ""speed"": ""5r/min"", ""product"": ""motor""}"
Direct Drive Motor For Juki,True,3,"{""motor type"": ""direct drive"", ""brand"": ""juki"", ""product"": ""direct drive motor""}"
5hp flour mill motor,True,4,"{""power"": ""5hp"", ""usage"": ""flour mill"", ""part type"": ""motor"", ""product"": ""flour mill motor""}"
Alternator Carbon Brush,True,3,"{""usage"": ""alternator"", ""type"": ""carbon brush"", ""product"": ""alternator carbon brush""}"
5hp motor,True,3,"{""power"": ""5hp"", ""part type"": ""motor"", ""product"": ""5hp motor""}"
Vane Type Hydraulic Motor,True,2,"{""type"": ""hydraulic"", ""product"": ""vane type hydraulic motor""}"
Crompton Industrial Motors 75 hp,True,4,"{""power"": ""75 hp"", ""brand"": ""crompton"", ""usage"": ""industrial"", ""product"": ""crompton industrial motors""}"
11KW Kirloskar Electric Motor,True,3,"{""power"": ""11kw"", ""product"": ""kirloskar electric motor"", ""brand"": ""kirloskar""}"
3 phase 2 piece l&t Motor Starter,True,5,"{""set contains"": ""2 piece"", ""phase"": ""3 phase"", ""brand"": ""l&t"", ""usage"": ""motor starter"", ""product"": ""l&t motor starter""}"
DOL STRTERS,True,2,"{""starter type"": ""dol"", ""product"": ""dol""}"
ng80,True,0,{}
general electric sfk01,True,3,"{""brand"": ""general electric"", ""model name/number"": ""sfk01"", ""product"": ""general electric""}"
Heavy Duty Rotary Air Motor,True,2,"{""features"": ""heavy duty"", ""product"": ""heavy duty""}"
ac motor indoor,True,4,"{""motor type"": ""ac"", ""usage"": ""indoor"", ""part type"": ""motor"", ""product"": ""ac motor""}"
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2106-4AF00-0SA0 2.7 kW,True,5,"{""model name/number"": ""1fk2106-4af00-0sa0"", ""power"": ""2.7 kw"", ""usage"": ""servo motor"", ""brand"": ""siemens"", ""product"": ""servo motor""}"
dc-motor-spare,True,1,"{""product"": ""dc-motor-spare""}"
Motor Parts,True,1,"{""product"": ""motor parts""}"
à¤µà¤¾à¤‡à¤¬à¥à¤°à¥‹ à¤¶à¤¿à¤«à¥à¤Ÿ à¤®à¥‹à¤Ÿà¤°,True,0,{}
Marathon Electric Motor,True,3,"{""power source"": ""electric"", ""brand"": ""marathon"", ""product"": ""marathon electric motor""}"
Shakti Dol Starter,True,3,"{""starter type"": ""dol"", ""brand"": ""shakti"", ""product"": ""dol starter""}"
2 HP single phase,True,3,"{""power"": ""2 hp"", ""phase"": ""single phase"", ""product"": ""single phase""}"
6ik180gu 240 w motor,True,3,"{""power"": ""240 w"", ""model name/number"": ""6ik180gu"", ""product"": ""motor""}"
Telemetry Encoder Unit,True,2,"{""type"": ""encoder"", ""product"": ""encoder""}"
dc-geared-motor,True,2,"{""motor type"": ""dc-geared-motor"", ""product"": ""dc-geared-motor""}"
Motorized Actuators,True,2,"{""actuator type"": ""motorized"", ""product"": ""motorized actuators""}"
Dc Brake For Electric Motor,True,3,"{""motor type"": ""dc"", ""usage"": ""electric motor"", ""product"": ""dc brake""}"
desert type aluminum 32 mm 1 inch kit cooler motor,True,6,"{""size"": ""1 inch"", ""winding material"": ""aluminum"", ""usage"": ""cooler"", ""cooler type"": ""desert"", ""part type"": ""motor"", ""product"": ""cooler motor""}"
1.5 kw crompton single phase motor,True,4,"{""power"": ""1.5 kw"", ""brand"": ""crompton"", ""phase"": ""single phase"", ""product"": ""crompton single phase motor""}"
ac motor 20w,True,3,"{""power"": ""20w"", ""motor type"": ""ac"", ""product"": ""ac motor""}"
Dc fan motor,True,3,"{""motor type"": ""dc"", ""usage"": ""fan"", ""product"": ""dc fan motor""}"
ac motor 10w,True,3,"{""power"": ""10w"", ""motor type"": ""ac"", ""product"": ""ac motor""}"
10hp motor,True,3,"{""power"": ""10hp"", ""part type"": ""motor"", ""product"": ""10hp motor""}"
6FC5357-0BA11-1AE0,True,0,{}
Indigo Self Armature,True,3,"{""motor part type"": ""armature"", ""brand"": ""indigo"", ""product"": ""self armature""}"
leadshine l7 series servo ac servo motor,True,3,"{""motor type"": ""ac"", ""brand"": ""leadshine"", ""product"": ""ac servo motor""}"
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2204-5AK10-0MB0 0.57 kW,True,5,"{""power"": ""0.57 kw"", ""model name/number"": ""1fk2204-5ak10-0mb0"", ""usage"": ""servo motor"", ""brand"": ""siemens"", ""product"": ""servo motor""}"
10m3flow rate 30 mtr headpumpwith motor,True,3,"{""model name/number"": ""10m3flow"", ""head"": ""30 mtr"", ""product"": ""motor""}"
Traction Motor,True,2,"{""motor type"": ""traction"", ""product"": ""traction motor""}"
Leadshine L7 Series 750W AC Servo Motor and Driver Kit,True,5,"{""power"": ""750w"", ""motor type"": ""ac"", ""model name/number"": ""l7 series"", ""brand"": ""leadshine"", ""product"": ""ac servo motor""}"
Dol Motor Starters Paragon,True,3,"{""starter type"": ""dol"", ""brand"": ""paragon"", ""product"": ""dol motor starters""}"
SIEMENS SIMOTICS S-1FK2  SERVO MOTOR 1FK2104-6AF11-0MB0,True,4,"{""model name/number"": ""1fk2104-6af11-0mb0"", ""usage"": ""servo motor"", ""brand"": ""siemens"", ""product"": ""servo motor""}"
3 phase motor start,True,3,"{""phase"": ""3 phase"", ""usage"": ""motor"", ""product"": ""3 phase motor""}"
oil-filled 3 hp 25 single phase motor starter,True,4,"{""power"": ""3 hp"", ""usage"": ""motor starter"", ""phase"": ""single phase"", ""product"": ""single phase motor starter""}"
SMC Electric Actuator,True,3,"{""actuator type"": ""electric actuator"", ""brand"": ""smc"", ""product"": ""smc electric actuator""}"
1FK2104-6AF11-0MB0,True,0,{}
digital dol starter,True,3,"{""display type"": ""digital"", ""starter type"": ""dol"", ""product"": ""dol starter""}"
Slider Type Electric Actuator,True,2,"{""actuator type"": ""slider"", ""product"": ""electric actuator""}"
seedprod latest version,True,1,"{""product"": ""latest""}"
Siemens 75 HP Foot Mounted Electric Motors,True,5,"{""power"": ""75 hp"", ""power source"": ""electric"", ""mounting type"": ""foot"", ""brand"": ""siemens"", ""product"": ""foot mounted electric motors""}"
Grow art 3 phase hybrid,True,3,"{""phase"": ""3 phase"", ""type"": ""hybrid"", ""product"": ""3 phase""}"
gbru 1 min auto switch,True,2,"{""duration"": ""1 min"", ""product"": ""auto switch""}"
SIEMENS SIMOTICS S-1FK2 SERVO  MOTOR 1FK2106-4AF00-0MA0 2.7 kW,True,5,"{""model name/number"": ""1fk2106-4af00-0ma0"", ""power"": ""2.7 kw"", ""usage"": ""servo motor"", ""brand"": ""siemens"", ""product"": ""servo motor""}"
armature,True,2,"{""motor part type"": ""armature"", ""product"": ""armature""}"
ecma-ca1010ss delta servo motor,True,3,"{""brand"": ""delta"", ""model name/number"": ""ecma-ca1010ss"", ""product"": ""delta servo motor""}"
table fan motor,True,3,"{""part type"": ""motor"", ""usage"": ""table fan"", ""product"": ""table fan motor""}"
20W ALUMINUM HOUSING,True,3,"{""wattage"": ""20w"", ""body material"": ""aluminum"", ""product"": ""aluminum housing""}"
motor panvel,True,1,"{""product"": ""motor""}"
40 HP  Siemens Electric Motors,True,4,"{""power"": ""40 hp"", ""power source"": ""electric"", ""brand"": ""siemens"", ""product"": ""siemens electric motors""}"
hindustan package,True,3,"{""destination location"": ""hindustan"", ""body type"": ""package"", ""product"": ""hindustan package""}"
Electric Sliding Gate Motor,True,3,"{""power source"": ""electric"", ""usage"": ""sliding gate"", ""product"": ""electric sliding gate motor""}"
800 RPM Electric Sliding Gate Motor,True,4,"{""speed"": ""800 rpm"", ""power source"": ""electric"", ""usage"": ""sliding gate"", ""product"": ""electric sliding gate motor""}"
HF-SP152 servo motor mitsubishi,True,4,"{""model name/number"": ""hf-sp152"", ""brand"": ""mitsubishi"", ""usage"": ""servo motor"", ""product"": ""servo motor""}"
1000 RPM Electric Sliding Gate Motor,True,4,"{""speed"": ""1000 rpm"", ""power source"": ""electric"", ""usage"": ""sliding gate"", ""product"": ""electric sliding gate motor""}"
Gear and Vane Motors,True,2,"{""motor type"": ""vane"", ""product"": ""vane motors""}"
high power mini dc water motors project,True,2,"{""motor type"": ""dc"", ""product"": ""water motors""}"
high power mini dc water motors for project near badlapur,True,2,"{""motor type"": ""dc"", ""product"": ""water motors""}"
775 dc motor bihpuri,True,3,"{""model name/number"": ""775"", ""motor type"": ""dc"", ""product"": ""775 dc motor""}"
775 dc motor near agra bichpuri,True,3,"{""model name/number"": ""775"", ""motor type"": ""dc"", ""product"": ""775 dc motor""}"
24v dc coffee machine motor,True,3,"{""voltage"": ""24v dc"", ""usage"": ""coffee machine"", ""product"": ""coffee machine""}"
Crompton Geared Motor,True,2,"{""brand"": ""crompton"", ""product"": ""geared motor""}"
l&t three phase motor starter,True,4,"{""brand"": ""l&t"", ""usage"": ""motor starter"", ""phase"": ""three phase"", ""product"": ""l&t three phase motor starter""}"
Servo Motor & Variac Motor,True,1,"{""product"": ""motor & variac""}"
Siemens Electric Motors 40 Hp,True,4,"{""motor horsepower"": ""40 hp"", ""power source"": ""electric"", ""brand"": ""siemens"", ""product"": ""siemens electric motors""}"
3 phase motor starter without oil automatic,True,4,"{""phase"": ""3 phase"", ""starter type"": ""automatic"", ""usage"": ""motor starter"", ""product"": ""3 phase motor starter""}"
3 phase motor starter near jodhpur without oilautomatic,True,3,"{""phase"": ""3 phase"", ""usage"": ""motor starter"", ""product"": ""3 phase motor starter""}"
HP400 Siemens Motor,True,4,"{""model name/number"": ""hp400"", ""part type"": ""motor"", ""brand"": ""siemens"", ""product"": ""siemens motor""}"
Flange Motors,True,2,"{""mounting type"": ""flange"", ""product"": ""flange motors""}"
Sew Eurodrive CMP50M AC Synchronous Motor,True,4,"{""motor type"": ""ac synchronous"", ""model name/number"": ""cmp50m"", ""brand"": ""sew eurodrive"", ""product"": ""ac synchronous motor""}"
2 hp flange motor,True,3,"{""power"": ""2 hp"", ""mounting type"": ""flange"", ""product"": ""flange motor""}"
3 phase motor starter oil free automatic,True,4,"{""phase"": ""3 phase"", ""starter type"": ""automatic"", ""usage"": ""motor starter"", ""product"": ""3 phase motor starter""}"
3 phase motor starter near jodhpur oil freee automatic,True,4,"{""phase"": ""3 phase"", ""starter type"": ""automatic"", ""usage"": ""motor starter"", ""product"": ""3 phase motor starter""}"
ABB MOTOR 200KW 270HP 1500RPM FOOT IE2,True,7,"{""speed"": ""1500rpm"", ""power"": ""200kw"", ""horsepower"": ""270hp"", ""brand"": ""abb"", ""mounting type"": ""foot"", ""efficiency"": ""ie2"", ""product"": ""abb motor""}"
bonfiglioli brake motor,True,3,"{""brand"": ""bonfiglioli"", ""motor type"": ""brake"", ""product"": ""brake motor""}"
1 piece ABB Soft Starters,True,4,"{""quantity per pack"": ""1 piece"", ""brand"": ""abb"", ""starter type"": ""soft"", ""product"": ""abb soft starters""}"
kenstar desert air cooler motor,True,5,"{""usage"": ""cooler"", ""cooler type"": ""desert"", ""brand"": ""kenstar"", ""part type"": ""motor"", ""product"": ""desert air cooler motor""}"
Marathon 1hp motor single phase,True,3,"{""power"": ""1hp"", ""brand"": ""marathon"", ""product"": ""single phase""}"
Make - Marathon 1hp motor single phase,True,4,"{""power"": ""1hp"", ""brand"": ""marathon"", ""no of phase"": ""single phase"", ""product"": ""single phase""}"
Vibro Sifter Motor,True,2,"{""usage"": ""vibro sifter"", ""product"": ""vibro sifter motor""}"
kirloskar electric motor 10 hp 960 rpm,True,5,"{""motor horsepower"": ""10 hp"", ""speed"": ""960 rpm"", ""power source"": ""electric"", ""brand"": ""kirloskar"", ""product"": ""kirloskar electric motor""}"
desert cooler motor,True,4,"{""usage"": ""cooler"", ""cooler type"": ""desert"", ""part type"": ""motor"", ""product"": ""desert cooler motor""}"
Exhaust Fan Motor,True,3,"{""usage"": ""exhaust fan"", ""part type"": ""motor"", ""product"": ""exhaust fan motor""}"
nord gearbox spares,True,2,"{""product"": ""gearbox spares"", ""brand"": ""nord""}"
MGM Varvel Brake Motor,True,3,"{""motor type"": ""brake motor"", ""brand"": ""mgm varvel"", ""product"": ""brake motor""}"
AC Electric Motor,True,4,"{""type"": ""ac"", ""power source"": ""electric"", ""part type"": ""motor"", ""product"": ""ac electric motor""}"
Motor Starter .,True,2,"{""usage"": ""motor"", ""product"": ""motor starter""}"
c&s dol starter 15hp,True,4,"{""power"": ""15hp"", ""brand"": ""c&s"", ""starter type"": ""dol"", ""product"": ""dol starter""}"
c&s dol starter 15hp near delhi,True,4,"{""power"": ""15hp"", ""brand"": ""c&s"", ""starter type"": ""dol"", ""product"": ""dol starter""}"
