query,ok,key_count,raw_output,attributes_json,norm_attributes_json
Stater,True,1,"{attribute: ""Stater""}","{""attribute"": ""Stater""}",{}
Motor 160kw,True,1,"{power_consumption: ""160kw"", ""type"": ""Motor""} <end","{""type"": ""Motor""}","{""type"": ""Motor""}"
Bharat Bijlee Electric Motor,True,1,{brand_or_name:Bharat Bijlee Electric Motor} <end,"{""brand_or_name"": ""Bharat Bijlee Electric Motor""}","{""brand_or_name"": ""Bharat Bijlee Electric Motor""}"
75 HP Crompton Industrial Motors,False,0,{power_output}:75 HP,{},{}
Double Motor Vacuum Cleaner,True,2,"{   ""feature"": ""Double Motor"",   ""type"": ""Vacuum Cleaner"" }<turn|><end","{""feature"": ""Double Motor"", ""type"": ""Vacuum Cleaner""}","{""feature"": ""Double Motor"", ""type"": ""Vacuum Cleaner""}"
synchronous-motor,True,1,"{attribute: ""synchronous-motor""}<turn|><end","{""attribute"": ""synchronous-motor""}",{}
C Beam Linear Actuator,True,2,"{attribute: ""C Beam"", value: ""Linear Actuator""} <","{""attribute"": ""C Beam"", ""value"": ""Linear Actuator""}","{""value"": ""Linear Actuator""}"
Siemens Make Electric Motor,True,1,"{brand_or_make: ""Siemens Make"", ""power_source"": ""Electric Motor""} <end","{""power_source"": ""Electric Motor""}","{""power source"": ""Electric Motor""}"
Abb Make Electric Motor,True,1,"{brand_or_make: ""Abb Make"", ""power_source"": ""Electric Motor""}","{""power_source"": ""Electric Motor""}","{""power source"": ""Electric Motor""}"
5r/min 1.5w 50/60hz motor,False,0,{speed}:5,{},{}
Direct Drive Motor For Juki,True,2,"{ ""Motor Type"": ""Direct Drive Motor"", ""For"": ""Juki"" }<turn|>","{""Motor Type"": ""Direct Drive Motor"", ""For"": ""Juki""}","{""Motor Type"": ""Direct Drive Motor"", ""For"": ""Juki""}"
5hp flour mill motor,True,2,"{power_output: ""5hp"", ""product_type"": ""flour mill"", ""attribute"": ""motor""} <end","{""product_type"": ""flour mill"", ""attribute"": ""motor""}","{""product_type"": ""flour mill""}"
Alternator Carbon Brush,True,2,"{attribute: ""Carbon Brush"", feature: ""Alternator""} <end","{""attribute"": ""Carbon Brush"", ""feature"": ""Alternator""}","{""feature"": ""Alternator""}"
5hp motor,False,0,{power_output}5hp motor,{},{}
Vane Type Hydraulic Motor,True,1,"{motor_type: ""Hydraulic Motor"", ""Vane Type"": ""Vane Type""}","{""Vane Type"": ""Vane Type""}","{""Vane Type"": ""Vane Type""}"
Crompton Industrial Motors 75 hp,True,1,"{brand_or_model: ""Crompton Industrial Motors"", ""power"": ""75 hp""} <","{""power"": ""75 hp""}","{""power"": ""75 hp""}"
11KW Kirloskar Electric Motor,False,0,{power_consumption_kw}:1,{},{}
3 phase 2 piece l&t Motor Starter,True,3,"{   ""power"": ""3 phase"",   ""quantity"": ""2 piece"",   ""brand_or_type"": ""l&t Motor Starter"" } <end","{""power"": ""3 phase"", ""quantity"": ""2 piece"", ""brand_or_type"": ""l&t Motor Starter""}","{""power"": ""3 phase"", ""quantity"": ""2 piece"", ""brand_or_type"": ""l&t Motor Starter""}"
DOL STRTERS,True,1,"{key-value attributes: ""DOL STRTERS""}","{""key-value attributes"": ""DOL STRTERS""}","{""key-value attributes"": ""DOL STRTERS""}"
ng80,True,1,"{attribute: ""ng80""}","{""attribute"": ""ng80""}",{}
general electric sfk01,True,1,"{attributes: ""general electric sfk01""}","{""attributes"": ""general electric sfk01""}",{}
Heavy Duty Rotary Air Motor,True,1,"{feature: ""Heavy Duty"", ""Power Source"": ""Rotary Air Motor""} <end","{""Power Source"": ""Rotary Air Motor""}","{""power source"": ""Rotary Air Motor""}"
ac motor indoor,True,2,"{type: ""indoor"", power_source: ""ac motor""} <","{""type"": ""indoor"", ""power_source"": ""ac motor""}","{""type"": ""indoor"", ""power source"": ""ac motor""}"
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2106-4AF00-0SA0 2.7 kW,True,2,"{   ""model_number"": ""SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2106-4AF00-0SA0"",   ""power"": ""2.7 kW"" } <end","{""model_number"": ""SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2106-4AF00-0SA0"", ""power"": ""2.7 kW""}","{""model name/number"": ""SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2106-4AF00-0SA0"", ""power"": ""2.7 kW""}"
dc-motor-spare,True,1,"{attribute: ""dc-motor-spare""} <","{""attribute"": ""dc-motor-spare""}",{}
Motor Parts,True,1,"{attributes: ""Motor Parts""}","{""attributes"": ""Motor Parts""}",{}
वाइब्रो शिफ्ट मोटर,True,1,"{attribute: ""वाइब्रो शिफ्ट मोटर""}<turn|>","{""attribute"": ""वाइब्रो शिफ्ट मोटर""}",{}
Marathon Electric Motor,False,0,{power_source}:Marathon Electric,{},{}
Shakti Dol Starter,True,2,"{attribute: ""Dol Starter"", power_attribute: ""Shakti""}","{""attribute"": ""Dol Starter"", ""power_attribute"": ""Shakti""}","{""power_attribute"": ""Shakti""}"
2 HP single phase,False,0,"{power_source}: ""single phase",{},{}
6ik180gu 240 w motor,True,1,"{power_consumption_for_motor: ""240 w"", ""model_number"": ""6ik180gu""}","{""model_number"": ""6ik180gu""}","{""model name/number"": ""6ik180gu""}"
Telemetry Encoder Unit,True,1,"{attribute: ""Telemetry Encoder Unit""}","{""attribute"": ""Telemetry Encoder Unit""}",{}
dc-geared-motor,True,1,"{attribute: ""dc-geared-motor""}<turn|>","{""attribute"": ""dc-geared-motor""}",{}
Motorized Actuators,True,1,"{attributes: ""Motorized Actuators""} <","{""attributes"": ""Motorized Actuators""}",{}
Dc Brake For Electric Motor,True,2,"{ ""Function"": ""For Electric Motor"", ""Brake Type"": ""Dc Brake""}<end","{""Function"": ""For Electric Motor"", ""Brake Type"": ""Dc Brake""}","{""Function"": ""For Electric Motor"", ""Brake Type"": ""Dc Brake""}"
desert type aluminum 32 mm 1 inch kit cooler motor,True,4,"{   ""type"": ""desert type"",   ""material"": ""aluminum"",   ""size"": ""32 mm 1 inch kit"",   ""feature"": ""cooler motor"" }","{""type"": ""desert type"", ""material"": ""aluminum"", ""size"": ""32 mm 1 inch kit"", ""feature"": ""cooler motor""}","{""type"": ""desert type"", ""material"": ""aluminum"", ""size"": ""32 mm 1 inch kit"", ""feature"": ""cooler motor""}"
1.5 kw crompton single phase motor,False,0,"{power_consumption}: ""1.",{},{}
ac motor 20w,True,1,"{power_consumption: ""20w"", ""motor_type"": ""ac motor""}<turn|>","{""motor_type"": ""ac motor""}","{""motor_type"": ""ac motor""}"
Dc fan motor,True,1,"{attribute: ""Dc fan motor""}","{""attribute"": ""Dc fan motor""}",{}
ac motor 10w,True,1,"{power_consumption: ""10w"", ""type"": ""ac motor""} <end","{""type"": ""ac motor""}","{""type"": ""ac motor""}"
10hp motor,False,0,{power_source}: 10,{},{}
6FC5357-0BA11-1AE0,True,1,"{product_code: ""6FC5357-0BA11-1AE0""}<end","{""product_code"": ""6FC5357-0BA11-1AE0""}","{""model name/number"": ""6FC5357-0BA11-1AE0""}"
Indigo Self Armature,True,2,"{   ""Color"": ""Indigo"",   ""Type"": ""Self Armature"" }<turn|><end","{""Color"": ""Indigo"", ""Type"": ""Self Armature""}","{""color"": ""Indigo"", ""Type"": ""Self Armature""}"
leadshine l7 series servo ac servo motor,True,4,"{   ""series"": ""l7 series"",   ""brand"": ""shine"",   ""motor"": ""servo ac servo motor"",   ""material"": ""lead"" }","{""series"": ""l7 series"", ""brand"": ""shine"", ""motor"": ""servo ac servo motor"", ""material"": ""lead""}","{""series"": ""l7 series"", ""brand"": ""shine"", ""part type"": ""servo ac servo motor"", ""material"": ""lead""}"
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2204-5AK10-0MB0 0.57 kW,True,2,"{   ""model_number"": ""SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2204-5AK10-0MB0"",   ""power"": ""0.57 kW"" } <end","{""model_number"": ""SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2204-5AK10-0MB0"", ""power"": ""0.57 kW""}","{""model name/number"": ""SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2204-5AK10-0MB0"", ""power"": ""0.57 kW""}"
10m3flow rate 30 mtr headpumpwith motor,True,2,"{   ""flow rate"": ""10m3flow rate"",   ""size"": ""30 mtr headpumpwith motor"" }","{""flow rate"": ""10m3flow rate"", ""size"": ""30 mtr headpumpwith motor""}","{""flow rate"": ""10m3flow rate"", ""size"": ""30 mtr headpumpwith motor""}"
Traction Motor,True,1,"{attribute: ""Traction Motor""}","{""attribute"": ""Traction Motor""}",{}
Leadshine L7 Series 750W AC Servo Motor and Driver Kit,True,4,"{   ""Series"": ""L7 Series"",   ""Motor"": ""AC Servo Motor and Driver Kit"",   ""Power"": ""750W"",   ""Material"": ""Leadshine"" } <","{""Series"": ""L7 Series"", ""Motor"": ""AC Servo Motor and Driver Kit"", ""Power"": ""750W"", ""Material"": ""Leadshine""}","{""series"": ""L7 Series"", ""part type"": ""AC Servo Motor and Driver Kit"", ""power"": ""750W"", ""material"": ""Leadshine""}"
Dol Motor Starters Paragon,True,4,"{   ""Brand"": ""Paragon"",   ""Motor"": ""Dol Motor"",   ""Features"": ""Starters"",   ""Value"": ""Starters"" }<turn|>","{""Brand"": ""Paragon"", ""Motor"": ""Dol Motor"", ""Features"": ""Starters"", ""Value"": ""Starters""}","{""brand"": ""Paragon"", ""part type"": ""Dol Motor"", ""Features"": ""Starters"", ""Value"": ""Starters""}"
SIEMENS SIMOTICS S-1FK2  SERVO MOTOR 1FK2104-6AF11-0MB0,True,2,"{   ""model_number"": ""SIEMENS SIMOTICS S-1FK2  SERVO MOTOR 1FK2104-6AF11-0MB0"",   ""brand_or_series"": ""SIEMENS SIMOTICS"" }","{""model_number"": ""SIEMENS SIMOTICS S-1FK2  SERVO MOTOR 1FK2104-6AF11-0MB0"", ""brand_or_series"": ""SIEMENS SIMOTICS""}","{""model name/number"": ""SIEMENS SIMOTICS S-1FK2  SERVO MOTOR 1FK2104-6AF11-0MB0"", ""brand_or_series"": ""SIEMENS SIMOTICS""}"
3 phase motor start,False,0,"{power_source}: ""3 phase",{},{}
oil-filled 3 hp 25 single phase motor starter,True,4,"{   ""power"": ""3 hp"",   ""motor_details"": ""single phase motor starter"",   ""contents"": ""oil-filled"",   ""quantity"": ""25"" }","{""power"": ""3 hp"", ""motor_details"": ""single phase motor starter"", ""contents"": ""oil-filled"", ""quantity"": ""25""}","{""power"": ""3 hp"", ""motor_details"": ""single phase motor starter"", ""contents"": ""oil-filled"", ""quantity"": ""25""}"
SMC Electric Actuator,True,1,"{attribute: ""SMC Electric Actuator""}<turn|><|channel>","{""attribute"": ""SMC Electric Actuator""}",{}
1FK2104-6AF11-0MB0,True,1,"{attribute: ""1FK2104-6AF11-0MB0""}","{""attribute"": ""1FK2104-6AF11-0MB0""}",{}
digital dol starter,True,1,"{attribute: ""digital"", ""power source"": ""dol starter""}<turn|><|channel>","{""power source"": ""dol starter""}","{""power source"": ""dol starter""}"
Slider Type Electric Actuator,True,2,"{attribute: ""Electric Actuator"", type: ""Slider Type""} <","{""attribute"": ""Electric Actuator"", ""type"": ""Slider Type""}","{""type"": ""Slider Type""}"
seedprod latest version,True,1,"{attributes: ""seedprod latest version""} <end","{""attributes"": ""seedprod latest version""}",{}
Siemens 75 HP Foot Mounted Electric Motors,True,4,"{   ""Power"": ""75 HP"",   ""Brand"": ""Siemens"",   ""Mounting"": ""Foot Mounted"",   ""Drive"": ""Electric Motors"" } <end","{""Power"": ""75 HP"", ""Brand"": ""Siemens"", ""Mounting"": ""Foot Mounted"", ""Drive"": ""Electric Motors""}","{""power"": ""75 HP"", ""brand"": ""Siemens"", ""Mounting"": ""Foot Mounted"", ""Drive"": ""Electric Motors""}"
Grow art 3 phase hybrid,True,3,"{attributes: ""hybrid"", ""power"": ""3 phase"", ""brand"": ""Grow art"", ""value"": ""3""} <","{""power"": ""3 phase"", ""brand"": ""Grow art"", ""value"": ""3""}","{""power"": ""3 phase"", ""brand"": ""Grow art"", ""value"": ""3""}"
gbru 1 min auto switch,True,2,"{ ""gbru"": ""1 min"", ""auto switch"": ""gbru"" } <","{""gbru"": ""1 min"", ""auto switch"": ""gbru""}","{""gbru"": ""1 min"", ""auto switch"": ""gbru""}"
SIEMENS SIMOTICS S-1FK2 SERVO  MOTOR 1FK2106-4AF00-0MA0 2.7 kW,True,5,"{   ""model_number"": ""1FK2106-4AF00-0MA0"",   ""brand"": ""SIEMENS SIMOTICS"",   ""series"": ""SERVO  MOTOR"",   ""power"": ""2.7 kW"",   ""model_identifier"": ""S-1FK2"" }","{""model_number"": ""1FK2106-4AF00-0MA0"", ""brand"": ""SIEMENS SIMOTICS"", ""series"": ""SERVO  MOTOR"", ""power"": ""2.7 kW"", ""model_identifier"": ""S-1FK2""}","{""model name/number"": ""1FK2106-4AF00-0MA0"", ""brand"": ""SIEMENS SIMOTICS"", ""series"": ""SERVO  MOTOR"", ""power"": ""2.7 kW"", ""model_identifier"": ""S-1FK2""}"
armature,True,1,"{attribute: ""armature""}<turn|>","{""attribute"": ""armature""}",{}
ecma-ca1010ss delta servo motor,True,1,"{product_code: ""ecma-ca1010ss"", ""motor_type"": ""delta servo motor""}<turn|><|channel>","{""motor_type"": ""delta servo motor""}","{""motor_type"": ""delta servo motor""}"
table fan motor,True,1,"{attribute: ""table fan motor""}","{""attribute"": ""table fan motor""}",{}
20W ALUMINUM HOUSING,False,0,{power_consumption:} 20,{},{}
motor panvel,True,2,"{brand/seller: ""panvel"", attribute: ""motor""} <","{""brand/seller"": ""panvel"", ""attribute"": ""motor""}","{""brand"": ""panvel""}"
40 HP  Siemens Electric Motors,False,0,"{power_source}: ""Siemens",{},{}
hindustan package,True,1,"{package_details: ""hindustan package""}<turn|><|channel>","{""package_details"": ""hindustan package""}","{""package_details"": ""hindustan package""}"
Electric Sliding Gate Motor,True,1,"{attribute: ""Electric Sliding Gate Motor""}<turn|><end","{""attribute"": ""Electric Sliding Gate Motor""}",{}
800 RPM Electric Sliding Gate Motor,False,0,{speed}:8,{},{}
HF-SP152 servo motor mitsubishi,True,2,"{product_code: ""HF-SP152"", ""motor_type"": ""servo motor"", ""brand"": ""mitsubishi""} <end","{""motor_type"": ""servo motor"", ""brand"": ""mitsubishi""}","{""motor_type"": ""servo motor"", ""brand"": ""mitsubishi""}"
1000 RPM Electric Sliding Gate Motor,False,0,"{speed}: """,{},{}
Gear and Vane Motors,True,1,"{key-value attributes: ""Gear and Vane Motors""} <end","{""key-value attributes"": ""Gear and Vane Motors""}","{""key-value attributes"": ""Gear and Vane Motors""}"
high power mini dc water motors project,True,4,"{   ""power"": ""high power"",   ""type"": ""mini dc"",   ""water_motors"": ""water motors"",   ""project_status"": ""project"" } <","{""power"": ""high power"", ""type"": ""mini dc"", ""water_motors"": ""water motors"", ""project_status"": ""project""}","{""power"": ""high power"", ""type"": ""mini dc"", ""water_motors"": ""water motors"", ""project_status"": ""project""}"
high power mini dc water motors for project near badlapur,True,3,"{   ""power"": ""high power"",   ""motor_type"": ""mini dc water motors for project"",   ""location"": ""near badlapur"" } <","{""power"": ""high power"", ""motor_type"": ""mini dc water motors for project"", ""location"": ""near badlapur""}","{""power"": ""high power"", ""motor_type"": ""mini dc water motors for project"", ""location/city"": ""near badlapur""}"
775 dc motor bihpuri,True,2,"{power_rating: ""775"", ""motor_type"": ""dc motor"", ""origin"": ""bihpuri""}","{""motor_type"": ""dc motor"", ""origin"": ""bihpuri""}","{""motor_type"": ""dc motor"", ""origin"": ""bihpuri""}"
775 dc motor near agra bichpuri,True,3,"{   ""motor_type"": ""dc motor"",   ""location"": ""near agra bichpuri"",   ""value"": ""775"" }","{""motor_type"": ""dc motor"", ""location"": ""near agra bichpuri"", ""value"": ""775""}","{""motor_type"": ""dc motor"", ""location/city"": ""near agra bichpuri"", ""value"": ""775""}"
24v dc coffee machine motor,False,0,"{voltage}: """,{},{}
Crompton Geared Motor,True,2,"{   ""Motor Type"": ""Geared Motor"",   ""Brand"": ""Crompton"" }","{""Motor Type"": ""Geared Motor"", ""Brand"": ""Crompton""}","{""Motor Type"": ""Geared Motor"", ""brand"": ""Crompton""}"
l&t three phase motor starter,True,1,"{key-value attributes: ""l&t three phase motor starter""}","{""key-value attributes"": ""l&t three phase motor starter""}","{""key-value attributes"": ""l&t three phase motor starter""}"
Servo Motor & Variac Motor,False,0,"{motor_type}: ""Servo Motor",{},{}
Siemens Electric Motors 40 Hp,False,0,"{power_source}: ""Siemens",{},{}
3 phase motor starter without oil automatic,True,2,"{   ""motor"": ""3 phase motor starter without oil"",   ""operation"": ""automatic"" }","{""motor"": ""3 phase motor starter without oil"", ""operation"": ""automatic""}","{""part type"": ""3 phase motor starter without oil"", ""operation"": ""automatic""}"
3 phase motor starter near jodhpur without oilautomatic,True,4,"{   ""motor"": ""3 phase motor starter"",   ""oil"": ""without oil"",   ""location"": ""near jodhpur"",   ""operation"": ""automatic"" } <end","{""motor"": ""3 phase motor starter"", ""oil"": ""without oil"", ""location"": ""near jodhpur"", ""operation"": ""automatic""}","{""part type"": ""3 phase motor starter"", ""oil"": ""without oil"", ""location/city"": ""near jodhpur"", ""operation"": ""automatic""}"
HP400 Siemens Motor,False,0,"{power_rating}:{""HP"":",{},{}
Flange Motors,False,0,{power_source}:Flange Motors,{},{}
Sew Eurodrive CMP50M AC Synchronous Motor,True,3,"{   ""Model_Number"": ""CMP50M"",   ""Drive_Type"": ""Sew Eurodrive"",   ""Motor_Type"": ""AC Synchronous Motor"" }<turn|><end","{""Model_Number"": ""CMP50M"", ""Drive_Type"": ""Sew Eurodrive"", ""Motor_Type"": ""AC Synchronous Motor""}","{""Model_Number"": ""CMP50M"", ""Drive_Type"": ""Sew Eurodrive"", ""Motor_Type"": ""AC Synchronous Motor""}"
2 hp flange motor,True,1,"{power_source: ""flange motor"", ""power"": ""2 hp""} <end","{""power"": ""2 hp""}","{""power"": ""2 hp""}"
3 phase motor starter oil free automatic,True,3,"{   ""operation"": ""automatic"",   ""motor"": ""3 phase motor starter"",   ""oil"": ""oil free"" }","{""operation"": ""automatic"", ""motor"": ""3 phase motor starter"", ""oil"": ""oil free""}","{""operation"": ""automatic"", ""part type"": ""3 phase motor starter"", ""oil"": ""oil free""}"
3 phase motor starter near jodhpur oil freee automatic,True,4,"{   ""motor"": ""3 phase motor starter"",   ""oil"": ""oil freee"",   ""location"": ""near jodhpur"",   ""operation"": ""automatic"" } <","{""motor"": ""3 phase motor starter"", ""oil"": ""oil freee"", ""location"": ""near jodhpur"", ""operation"": ""automatic""}","{""part type"": ""3 phase motor starter"", ""oil"": ""oil freee"", ""location/city"": ""near jodhpur"", ""operation"": ""automatic""}"
ABB MOTOR 200KW 270HP 1500RPM FOOT IE2,True,5,"{   ""model_number"": ""FOOT IE2"",   ""power_consumption"": ""200KW"",   ""brand"": ""ABB MOTOR"",   ""speed"": ""1500RPM"",   ""horsepower"": ""270HP"" }","{""model_number"": ""FOOT IE2"", ""power_consumption"": ""200KW"", ""brand"": ""ABB MOTOR"", ""speed"": ""1500RPM"", ""horsepower"": ""270HP""}","{""model name/number"": ""FOOT IE2"", ""power_consumption"": ""200KW"", ""brand"": ""ABB MOTOR"", ""speed"": ""1500RPM"", ""horsepower"": ""270HP""}"
bonfiglioli brake motor,True,2,"{attribute: ""brake motor"", value: ""bonfiglioli""}","{""attribute"": ""brake motor"", ""value"": ""bonfiglioli""}","{""value"": ""bonfiglioli""}"
1 piece ABB Soft Starters,True,3,"{ ""number_of_items"": ""1 piece"", ""brand"": ""ABB"", ""feature"": ""Soft Starters""}<end","{""number_of_items"": ""1 piece"", ""brand"": ""ABB"", ""feature"": ""Soft Starters""}","{""number_of_items"": ""1 piece"", ""brand"": ""ABB"", ""feature"": ""Soft Starters""}"
kenstar desert air cooler motor,True,1,"{brand_or_name: ""kenstar desert air cooler"", ""part_of_turn"": ""motor""}","{""part_of_turn"": ""motor""}","{""part_of_turn"": ""motor""}"
Marathon 1hp motor single phase,False,0,"{power_source}:{""motor_",{},{}
Make - Marathon 1hp motor single phase,True,3,"{   ""power"": ""1hp motor"",   ""voltage"": ""single phase"",   ""brand"": ""Make - Marathon"" }","{""power"": ""1hp motor"", ""voltage"": ""single phase"", ""brand"": ""Make - Marathon""}","{""power"": ""1hp motor"", ""voltage"": ""single phase"", ""brand"": ""Make - Marathon""}"
Vibro Sifter Motor,True,2,"{attribute: ""Motor"", value: ""Vibro Sifter""}","{""attribute"": ""Motor"", ""value"": ""Vibro Sifter""}","{""value"": ""Vibro Sifter""}"
kirloskar electric motor 10 hp 960 rpm,True,3,"{   ""motor"": ""kirloskar electric motor"",   ""speed"": ""960 rpm"",   ""power"": ""10 hp"" }","{""motor"": ""kirloskar electric motor"", ""speed"": ""960 rpm"", ""power"": ""10 hp""}","{""part type"": ""kirloskar electric motor"", ""speed"": ""960 rpm"", ""power"": ""10 hp""}"
desert cooler motor,True,2,"{attribute: ""desert cooler"", value: ""motor""}","{""attribute"": ""desert cooler"", ""value"": ""motor""}","{""value"": ""motor""}"
Exhaust Fan Motor,True,1,"{feature: ""Exhaust Fan Motor""}<turn|><end","{""feature"": ""Exhaust Fan Motor""}","{""feature"": ""Exhaust Fan Motor""}"
nord gearbox spares,True,1,"{key-value attributes: ""nord gearbox spares""}","{""key-value attributes"": ""nord gearbox spares""}","{""key-value attributes"": ""nord gearbox spares""}"
MGM Varvel Brake Motor,True,2,"{   ""Brand"": ""MGM"",   ""Feature"": ""Varvel Brake Motor"" }","{""Brand"": ""MGM"", ""Feature"": ""Varvel Brake Motor""}","{""brand"": ""MGM"", ""feature"": ""Varvel Brake Motor""}"
AC Electric Motor,False,0,{power_source}:AC Electric Motor,{},{}
Motor Starter .,True,1,"{attribute: ""Motor Starter .""}","{""attribute"": ""Motor Starter .""}",{}
c&s dol starter 15hp,True,2,"{power_source: ""dol starter"", ""brand"": ""c&s"", ""horsepower"": ""15hp""} <end","{""brand"": ""c&s"", ""horsepower"": ""15hp""}","{""brand"": ""c&s"", ""horsepower"": ""15hp""}"
c&s dol starter 15hp near delhi,True,2,"{attributes: ""near delhi"", ""power"": ""15hp"", ""brand"": ""c&s dol starter""} <end","{""power"": ""15hp"", ""brand"": ""c&s dol starter""}","{""power"": ""15hp"", ""brand"": ""c&s dol starter""}"
10w deep freezer motor,False,0,"{power_consumption}: ""10",{},{}
bell crack assembly,True,1,"{attribute: ""bell crack assembly""}","{""attribute"": ""bell crack assembly""}",{}
Simensh Hp400 Rpm1440,True,2,"{attributes: ""Simensh"", ""Speed"": ""Rpm1440"", ""Hp"": ""Simensh Hp400""}","{""Speed"": ""Rpm1440"", ""Hp"": ""Simensh Hp400""}","{""speed"": ""Rpm1440"", ""Hp"": ""Simensh Hp400""}"
StarDental Starter,True,1,"{attributes: ""StarDental Starter""}","{""attributes"": ""StarDental Starter""}",{}
Start Dental Starter,True,1,"{attribute: ""Dental Starter"", ""action"": ""Start""} <end","{""action"": ""Start""}","{""action"": ""Start""}"
Explosion Proof Electric Motor,True,2,"{   ""Safety Feature"": ""Explosion Proof"",   ""Power Source"": ""Electric Motor"" }","{""Safety Feature"": ""Explosion Proof"", ""Power Source"": ""Electric Motor""}","{""Safety Feature"": ""Explosion Proof"", ""power source"": ""Electric Motor""}"
Industrial dc motor,False,0,{power_source}:industrial dc motor,{},{}
High Torque Square Geared Motor,True,3,"{   ""Feature"": ""High Torque"",   ""Shape"": ""Square"",   ""Drive"": ""Geared Motor"" } <","{""Feature"": ""High Torque"", ""Shape"": ""Square"", ""Drive"": ""Geared Motor""}","{""feature"": ""High Torque"", ""shape"": ""Square"", ""Drive"": ""Geared Motor""}"
सर्वो मोटर सप्लायर,True,2,"{ ""motor_type"": ""सर्वो मोटर"", ""supplier_role"": ""सप्लायर"" }<turn|><","{""motor_type"": ""सर्वो मोटर"", ""supplier_role"": ""सप्लायर""}","{""motor_type"": ""सर्वो मोटर"", ""supplier_role"": ""सप्लायर""}"
borewell 2h starter,False,0,{value_1}:2h starter,{},{}
SIEMENS SIMOTICS S-1FK2 SERVO MOTER 1FK2106-3AF11-1SA0 2.3 kW,True,2,"{   ""model_number"": ""SIEMENS SIMOTICS S-1FK2 SERVO MOTER 1FK2106-3AF11-1SA0"",   ""power"": ""2.3 kW"" } <","{""model_number"": ""SIEMENS SIMOTICS S-1FK2 SERVO MOTER 1FK2106-3AF11-1SA0"", ""power"": ""2.3 kW""}","{""model name/number"": ""SIEMENS SIMOTICS S-1FK2 SERVO MOTER 1FK2106-3AF11-1SA0"", ""power"": ""2.3 kW""}"
Crompton Induction Motors,True,2,"{   ""Brand"": ""Crompton"",   ""Type"": ""Induction Motors"" }<turn|>","{""Brand"": ""Crompton"", ""Type"": ""Induction Motors""}","{""brand"": ""Crompton"", ""Type"": ""Induction Motors""}"
nema 17 0.9 degree,True,1,"{nema number: ""nema 17"", ""degree"": ""0.9 degree""} <end","{""degree"": ""0.9 degree""}","{""degree"": ""0.9 degree""}"
ABB Auto- Lek Ail 94022 A Solenoid Switch,True,2,"{   ""Model Name/Number"": ""ABB Auto- Lek Ail 94022 A"",   ""Function"": ""A Solenoid Switch"" } <","{""Model Name/Number"": ""ABB Auto- Lek Ail 94022 A"", ""Function"": ""A Solenoid Switch""}","{""model name/number"": ""ABB Auto- Lek Ail 94022 A"", ""Function"": ""A Solenoid Switch""}"
Three phase,False,0,"{power_source}: ""Three phase",{},{}
nema 17 0.9 degree 22mm lenth,True,3,"{   ""nema"": ""nema 17"",   ""angle"": ""0.9 degree"",   ""size"": ""22mm lenth"" }","{""nema"": ""nema 17"", ""angle"": ""0.9 degree"", ""size"": ""22mm lenth""}","{""nema"": ""nema 17"", ""angle"": ""0.9 degree"", ""size"": ""22mm lenth""}"
New Series Allen Bradley Soft Starter,True,2,"{   ""Series"": ""Allen Bradley Soft Starter"",   ""Condition"": ""New Series"" }","{""Series"": ""Allen Bradley Soft Starter"", ""Condition"": ""New Series""}","{""series"": ""Allen Bradley Soft Starter"", ""Condition"": ""New Series""}"
1 for business use piece ABB Soft Starters,True,5,"{   ""quantity"": ""1"",   ""brand"": ""ABB"",   ""feature"": ""Soft Starters"",   ""usage"": ""for business use"",   ""condition"": ""piece"" }","{""quantity"": ""1"", ""brand"": ""ABB"", ""feature"": ""Soft Starters"", ""usage"": ""for business use"", ""condition"": ""piece""}","{""quantity"": ""1"", ""brand"": ""ABB"", ""feature"": ""Soft Starters"", ""usage"": ""for business use"", ""condition"": ""piece""}"
bolero ac motor,False,0,{brand/model}:bolero ac,{},{}
150c43nbd smc3 soft starter,True,3,"{   ""model_number"": ""smc3"",   ""attribute_1"": ""150c43nbd"",   ""feature"": ""soft starter"" } <end","{""model_number"": ""smc3"", ""attribute_1"": ""150c43nbd"", ""feature"": ""soft starter""}","{""model name/number"": ""smc3"", ""attribute_1"": ""150c43nbd"", ""feature"": ""soft starter""}"
lt mk1 dol motor starter,False,0,{product_line}:lt mk1,{},{}
Eaton Orbital Motor,True,1,"{motor_type: ""Eaton Orbital Motor""}<turn|>","{""motor_type"": ""Eaton Orbital Motor""}","{""motor_type"": ""Eaton Orbital Motor""}"
automatic gate motor,True,1,"{attribute: ""automatic gate motor""}","{""attribute"": ""automatic gate motor""}",{}
Door Motor .,True,1,"{attribute: ""Door Motor .""}","{""attribute"": ""Door Motor .""}",{}
23a paramoon motor starter,True,1,"{motor_type: ""paramoon motor starter"", ""current"": ""23a""}","{""current"": ""23a""}","{""current"": ""23a""}"
electrical motor for boats,True,1,"{attribute: ""electrical motor for boats""} <end","{""attribute"": ""electrical motor for boats""}",{}
