query,gold_key,gold_value,qmeans_value,v6_value,qmeans_match,v6_match
5r/min 1.5w 50/60hz motor,part type,motor,,,FALSE,FALSE
5r/min 1.5w 50/60hz motor,rpm,5r/min,,5r/min,FALSE,TRUE
5r/min 1.5w 50/60hz motor,power,1.5w,1.5w,1.5w,TRUE,TRUE
5r/min 1.5w 50/60hz motor,frequency,50/60hz,50/60hz,50/60hz,TRUE,TRUE
Direct Drive Motor For Juki,part type,motor,,motor,FALSE,TRUE
Direct Drive Motor For Juki,driven type,direct drive,,direct drive,FALSE,TRUE
Direct Drive Motor For Juki,usage,Juki,,,FALSE,FALSE
5hp flour mill motor,part type,motor,motor,,TRUE,FALSE
5hp flour mill motor,horsepower,5hp,,,FALSE,FALSE
5hp flour mill motor,usage,flour mill,flour mill,,TRUE,FALSE
Alternator Carbon Brush,part type,carbon brush,,brush,FALSE,FALSE
Alternator Carbon Brush,usage,alternator,alternator,,TRUE,FALSE
5hp motor,part type,motor,motor,,TRUE,FALSE
5hp motor,horsepower,5hp,,,FALSE,FALSE
Vane Type Hydraulic Motor,part type,motor,,hydraulic motor,FALSE,FALSE
Vane Type Hydraulic Motor,driven type,hydraulic vane,,vane,FALSE,FALSE
Crompton Industrial Motors 75 hp,brand,Crompton,crompton,Crompton,TRUE,TRUE
Crompton Industrial Motors 75 hp,part type,motor,,motors,FALSE,FALSE
Crompton Industrial Motors 75 hp,application,industrial,,,FALSE,FALSE
Crompton Industrial Motors 75 hp,horsepower,75 hp,,75 hp,FALSE,TRUE
11KW Kirloskar Electric Motor,brand,Kirloskar,kirloskar,Kirloskar,TRUE,TRUE
11KW Kirloskar Electric Motor,part type,motor,,motor,FALSE,TRUE
11KW Kirloskar Electric Motor,power,11KW,11kw,11KW,TRUE,TRUE
11KW Kirloskar Electric Motor,power source,electric,,,FALSE,FALSE
3 phase 2 piece l&t Motor Starter,brand,l&t,l&t,L&T,TRUE,TRUE
3 phase 2 piece l&t Motor Starter,part type,motor starter,,Motor Starter,FALSE,TRUE
3 phase 2 piece l&t Motor Starter,phase,3,3 phase,3 phase,FALSE,FALSE
3 phase 2 piece l&t Motor Starter,quantity,2,,2 piece,FALSE,FALSE
DOL STRTERS,part type,starter,,starter,FALSE,TRUE
DOL STRTERS,starter type,DOL,dol,,TRUE,FALSE
ng80,model name/number,ng80,,ng80,FALSE,TRUE
general electric sfk01,brand,general electric,general electric,sfk01,TRUE,FALSE
general electric sfk01,model name/number,sfk01,sfk01,,TRUE,FALSE
Heavy Duty Rotary Air Motor,part type,motor,,motor,FALSE,TRUE
Heavy Duty Rotary Air Motor,driven type,rotary air,,,FALSE,FALSE
Heavy Duty Rotary Air Motor,feature,heavy duty,,rotary,FALSE,FALSE
ac motor indoor,part type,motor,motor,,TRUE,FALSE
ac motor indoor,power source,ac,,,FALSE,FALSE
ac motor indoor,usage,indoor,indoor,indoor,TRUE,TRUE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2106-4AF00-0SA0 2.7 kW,brand,SIEMENS,siemens,SIEMENS,TRUE,TRUE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2106-4AF00-0SA0 2.7 kW,part type,motor,,servo motor,FALSE,FALSE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2106-4AF00-0SA0 2.7 kW,series,SIMOTICS S-1FK2,,,FALSE,FALSE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2106-4AF00-0SA0 2.7 kW,driven type,servo,,,FALSE,FALSE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2106-4AF00-0SA0 2.7 kW,model name/number,1FK2106-4AF00-0SA0,1fk2106-4af00-0sa0,SIMOTICS S-1FK2 1FK2106-4AF00-0SA0,TRUE,FALSE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2106-4AF00-0SA0 2.7 kW,power,2.7 kW,2.7 kw,2.7 kW,TRUE,TRUE
dc-motor-spare,part type,motor spare,,motor,FALSE,FALSE
dc-motor-spare,power source,dc,,,FALSE,FALSE
Motor Parts,part type,motor parts,,parts,FALSE,FALSE
à¤µà¤¾à¤‡à¤¬à¥à¤°à¥‹ à¤¶à¤¿à¤«à¥à¤Ÿ à¤®à¥‹à¤Ÿà¤°,part type,motor,,motor,FALSE,TRUE
à¤µà¤¾à¤‡à¤¬à¥à¤°à¥‹ à¤¶à¤¿à¤«à¥à¤Ÿ à¤®à¥‹à¤Ÿà¤°,feature,vibro shift,,,FALSE,FALSE
Marathon Electric Motor,brand,Marathon,marathon,Marathon,TRUE,TRUE
Marathon Electric Motor,part type,motor,,motor,FALSE,TRUE
Marathon Electric Motor,power source,electric,electric,,TRUE,FALSE
Shakti Dol Starter,brand,Shakti,shakti,Shakti,TRUE,TRUE
Shakti Dol Starter,part type,starter,,starter,FALSE,TRUE
Shakti Dol Starter,starter type,Dol,dol,,TRUE,FALSE
2 HP single phase,horsepower,2 HP,,2,FALSE,FALSE
2 HP single phase,phase,single,single phase,single,FALSE,TRUE
6ik180gu 240 w motor,part type,motor,,motor,FALSE,TRUE
6ik180gu 240 w motor,model name/number,6ik180gu,6ik180gu,6ik180gu,TRUE,TRUE
6ik180gu 240 w motor,power,240 w,240 w,240 w,TRUE,TRUE
Telemetry Encoder Unit,part type,encoder unit,,encoder unit,FALSE,TRUE
Telemetry Encoder Unit,usage,telemetry,,,FALSE,FALSE
dc-geared-motor,part type,motor,,motor,FALSE,TRUE
dc-geared-motor,power source,dc,,,FALSE,FALSE
dc-geared-motor,driven type,geared,,dc-geared,FALSE,FALSE
Motorized Actuators,part type,actuator,,actuators,FALSE,FALSE
Motorized Actuators,feature,motorized,,,FALSE,FALSE
Dc Brake For Electric Motor,part type,brake,,Brake,FALSE,TRUE
Dc Brake For Electric Motor,power source,Dc,,,FALSE,FALSE
Dc Brake For Electric Motor,usage,electric motor,electric motor,Electric Motor,TRUE,TRUE
desert type aluminum 32 mm 1 inch kit cooler motor,part type,motor,motor,cooler motor,TRUE,FALSE
desert type aluminum 32 mm 1 inch kit cooler motor,usage,cooler,cooler,,TRUE,FALSE
desert type aluminum 32 mm 1 inch kit cooler motor,feature,desert type kit,,kit,FALSE,FALSE
desert type aluminum 32 mm 1 inch kit cooler motor,material,aluminum,,,FALSE,FALSE
desert type aluminum 32 mm 1 inch kit cooler motor,size,32 mm; 1 inch,1 inch,32 mm,TRUE,TRUE
1.5 kw crompton single phase motor,brand,crompton,crompton,,TRUE,FALSE
1.5 kw crompton single phase motor,part type,motor,,,FALSE,FALSE
1.5 kw crompton single phase motor,power,1.5 kw,1.5 kw,,TRUE,FALSE
1.5 kw crompton single phase motor,phase,single,single phase,,FALSE,FALSE
ac motor 20w,part type,motor,,,FALSE,FALSE
ac motor 20w,power source,ac,,,FALSE,FALSE
ac motor 20w,power,20w,20w,20w,TRUE,TRUE
Dc fan motor,part type,motor,,fan motor,FALSE,FALSE
Dc fan motor,power source,Dc,,dc,FALSE,TRUE
Dc fan motor,usage,fan,fan,,TRUE,FALSE
ac motor 10w,part type,motor,,,FALSE,FALSE
ac motor 10w,power source,ac,,,FALSE,FALSE
ac motor 10w,power,10w,10w,10w,TRUE,TRUE
10hp motor,part type,motor,motor,,TRUE,FALSE
10hp motor,horsepower,10hp,,,FALSE,FALSE
6FC5357-0BA11-1AE0,model name/number,6FC5357-0BA11-1AE0,,6FC5357-0BA11-1AE0,FALSE,TRUE
Indigo Self Armature,part type,armature,,Self Armature,FALSE,FALSE
Indigo Self Armature,model name/number,Indigo Self,,,FALSE,FALSE
leadshine l7 series servo ac servo motor,brand,leadshine,leadshine,,TRUE,FALSE
leadshine l7 series servo ac servo motor,part type,motor,,,FALSE,FALSE
leadshine l7 series servo ac servo motor,series,l7,,,FALSE,FALSE
leadshine l7 series servo ac servo motor,driven type,servo,,,FALSE,FALSE
leadshine l7 series servo ac servo motor,power source,ac,,,FALSE,FALSE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2204-5AK10-0MB0 0.57 kW,brand,SIEMENS,siemens,SIEMENS,TRUE,TRUE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2204-5AK10-0MB0 0.57 kW,part type,motor,,servo motor,FALSE,FALSE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2204-5AK10-0MB0 0.57 kW,series,SIMOTICS S-1FK2,,,FALSE,FALSE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2204-5AK10-0MB0 0.57 kW,driven type,servo,,,FALSE,FALSE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2204-5AK10-0MB0 0.57 kW,model name/number,1FK2204-5AK10-0MB0,1fk2204-5ak10-0mb0,SIMOTICS S-1FK2 1FK2204-5AK10-0MB0,TRUE,FALSE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2204-5AK10-0MB0 0.57 kW,power,0.57 kW,0.57 kw,0.57 kW,TRUE,TRUE
10m3flow rate 30 mtr headpumpwith motor,part type,pump with motor,,headpumpwith motor,FALSE,FALSE
10m3flow rate 30 mtr headpumpwith motor,flow rate,10m3,,,FALSE,FALSE
10m3flow rate 30 mtr headpumpwith motor,head,30 mtr,30 mtr,,TRUE,FALSE
Traction Motor,part type,motor,,motor,FALSE,TRUE
Traction Motor,usage,traction,,,FALSE,FALSE
Leadshine L7 Series 750W AC Servo Motor and Driver Kit,brand,Leadshine,leadshine,Leadshine,TRUE,TRUE
Leadshine L7 Series 750W AC Servo Motor and Driver Kit,part type,motor,,servo motor; driver kit,FALSE,FALSE
Leadshine L7 Series 750W AC Servo Motor and Driver Kit,series,L7,,,FALSE,FALSE
Leadshine L7 Series 750W AC Servo Motor and Driver Kit,power,750W,750w,750W,TRUE,TRUE
Leadshine L7 Series 750W AC Servo Motor and Driver Kit,power source,AC,,,FALSE,FALSE
Leadshine L7 Series 750W AC Servo Motor and Driver Kit,driven type,servo,,AC,FALSE,FALSE
Leadshine L7 Series 750W AC Servo Motor and Driver Kit,feature,with driver kit,,,FALSE,FALSE
Dol Motor Starters Paragon,brand,Paragon,paragon,Paragon,TRUE,TRUE
Dol Motor Starters Paragon,part type,motor starter,,motor starters,FALSE,FALSE
Dol Motor Starters Paragon,starter type,Dol,dol,,TRUE,FALSE
SIEMENS SIMOTICS S-1FK2  SERVO MOTOR 1FK2104-6AF11-0MB0,brand,SIEMENS,siemens,SIEMENS,TRUE,TRUE
SIEMENS SIMOTICS S-1FK2  SERVO MOTOR 1FK2104-6AF11-0MB0,part type,motor,,servo motor,FALSE,FALSE
SIEMENS SIMOTICS S-1FK2  SERVO MOTOR 1FK2104-6AF11-0MB0,series,SIMOTICS S-1FK2,,,FALSE,FALSE
SIEMENS SIMOTICS S-1FK2  SERVO MOTOR 1FK2104-6AF11-0MB0,driven type,servo,,,FALSE,FALSE
SIEMENS SIMOTICS S-1FK2  SERVO MOTOR 1FK2104-6AF11-0MB0,model name/number,1FK2104-6AF11-0MB0,1fk2104-6af11-0mb0,SIMOTICS S-1FK2 1FK2104-6AF11-0MB0,TRUE,FALSE
3 phase motor start,part type,motor starter,,motor,FALSE,FALSE
3 phase motor start,phase,3,3 phase,3,FALSE,TRUE
oil-filled 3 hp 25 single phase motor starter,part type,motor starter,,,FALSE,FALSE
oil-filled 3 hp 25 single phase motor starter,horsepower,3 hp,,,FALSE,FALSE
oil-filled 3 hp 25 single phase motor starter,phase,single,single phase,,FALSE,FALSE
oil-filled 3 hp 25 single phase motor starter,feature,oil-filled,,,FALSE,FALSE
SMC Electric Actuator,brand,SMC,smc,SMC,TRUE,TRUE
SMC Electric Actuator,part type,actuator,,actuator,FALSE,TRUE
SMC Electric Actuator,power source,electric,,Electric,FALSE,TRUE
1FK2104-6AF11-0MB0,model name/number,1FK2104-6AF11-0MB0,,1FK2104-6AF11-0MB0,FALSE,TRUE
digital dol starter,part type,starter,,,FALSE,FALSE
digital dol starter,starter type,dol,dol,,TRUE,FALSE
digital dol starter,feature,digital,,,FALSE,FALSE
Slider Type Electric Actuator,part type,actuator,,actuator,FALSE,TRUE
Slider Type Electric Actuator,power source,electric,,,FALSE,FALSE
Slider Type Electric Actuator,feature,slider type,,slider type,FALSE,TRUE
Siemens 75 HP Foot Mounted Electric Motors,brand,Siemens,siemens,Siemens,TRUE,TRUE
Siemens 75 HP Foot Mounted Electric Motors,part type,motor,,motors,FALSE,FALSE
Siemens 75 HP Foot Mounted Electric Motors,horsepower,75 HP,,75 HP,FALSE,TRUE
Siemens 75 HP Foot Mounted Electric Motors,mounting type,foot mounted,foot,Foot Mounted,FALSE,TRUE
Siemens 75 HP Foot Mounted Electric Motors,power source,electric,electric,,TRUE,FALSE
Grow art 3 phase hybrid,brand,Grow art,,,FALSE,FALSE
Grow art 3 phase hybrid,phase,3,3 phase,,FALSE,FALSE
Grow art 3 phase hybrid,feature,hybrid,,,FALSE,FALSE
gbru 1 min auto switch,brand,gbru,,gbru,FALSE,TRUE
gbru 1 min auto switch,part type,auto switch,,auto switch,FALSE,TRUE
gbru 1 min auto switch,feature,1 min,,,FALSE,FALSE
SIEMENS SIMOTICS S-1FK2 SERVO  MOTOR 1FK2106-4AF00-0MA0 2.7 kW,brand,SIEMENS,siemens,SIEMENS,TRUE,TRUE
SIEMENS SIMOTICS S-1FK2 SERVO  MOTOR 1FK2106-4AF00-0MA0 2.7 kW,part type,motor,,servo motor,FALSE,FALSE
SIEMENS SIMOTICS S-1FK2 SERVO  MOTOR 1FK2106-4AF00-0MA0 2.7 kW,series,SIMOTICS S-1FK2,,,FALSE,FALSE
SIEMENS SIMOTICS S-1FK2 SERVO  MOTOR 1FK2106-4AF00-0MA0 2.7 kW,driven type,servo,,,FALSE,FALSE
SIEMENS SIMOTICS S-1FK2 SERVO  MOTOR 1FK2106-4AF00-0MA0 2.7 kW,model name/number,1FK2106-4AF00-0MA0,1fk2106-4af00-0ma0,SIMOTICS S-1FK2,TRUE,FALSE
SIEMENS SIMOTICS S-1FK2 SERVO  MOTOR 1FK2106-4AF00-0MA0 2.7 kW,power,2.7 kW,2.7 kw,2.7 kW,TRUE,TRUE
armature,part type,armature,,armature,FALSE,TRUE
ecma-ca1010ss delta servo motor,brand,delta,delta,,TRUE,FALSE
ecma-ca1010ss delta servo motor,part type,motor,,,FALSE,FALSE
ecma-ca1010ss delta servo motor,driven type,servo,,,FALSE,FALSE
ecma-ca1010ss delta servo motor,model name/number,ecma-ca1010ss,ecma-ca1010ss,,TRUE,FALSE
table fan motor,part type,motor,motor,,TRUE,FALSE
table fan motor,usage,table fan,table fan,,TRUE,FALSE
20W ALUMINUM HOUSING,part type,housing,,,FALSE,FALSE
20W ALUMINUM HOUSING,power,20W,,20W,FALSE,TRUE
20W ALUMINUM HOUSING,material,aluminum,,ALUMINUM HOUSING,FALSE,FALSE
motor panvel,part type,motor,,motor,FALSE,TRUE
motor panvel,location/city,panvel,,,FALSE,FALSE
40 HP  Siemens Electric Motors,brand,Siemens,siemens,Siemens,TRUE,TRUE
40 HP  Siemens Electric Motors,part type,motor,,motors,FALSE,FALSE
40 HP  Siemens Electric Motors,horsepower,40 HP,,40 HP,FALSE,TRUE
40 HP  Siemens Electric Motors,power source,electric,electric,,TRUE,FALSE
hindustan package,brand,hindustan,,hindustan,FALSE,TRUE
hindustan package,feature,package,,,FALSE,FALSE
Electric Sliding Gate Motor,part type,motor,,motor,FALSE,TRUE
Electric Sliding Gate Motor,power source,electric,electric,electric,TRUE,TRUE
Electric Sliding Gate Motor,usage,sliding gate,sliding gate,,TRUE,FALSE
800 RPM Electric Sliding Gate Motor,part type,motor,,,FALSE,FALSE
800 RPM Electric Sliding Gate Motor,rpm,800 RPM,,,FALSE,FALSE
800 RPM Electric Sliding Gate Motor,power source,electric,electric,,TRUE,FALSE
800 RPM Electric Sliding Gate Motor,usage,sliding gate,sliding gate,,TRUE,FALSE
HF-SP152 servo motor mitsubishi,brand,mitsubishi,mitsubishi,mitsubishi,TRUE,TRUE
HF-SP152 servo motor mitsubishi,part type,motor,,servo motor,FALSE,FALSE
HF-SP152 servo motor mitsubishi,driven type,servo,,,FALSE,FALSE
HF-SP152 servo motor mitsubishi,model name/number,HF-SP152,hf-sp152,HF-SP152,TRUE,TRUE
1000 RPM Electric Sliding Gate Motor,part type,motor,,,FALSE,FALSE
1000 RPM Electric Sliding Gate Motor,rpm,1000 RPM,,,FALSE,FALSE
1000 RPM Electric Sliding Gate Motor,power source,electric,electric,,TRUE,FALSE
1000 RPM Electric Sliding Gate Motor,usage,sliding gate,sliding gate,,TRUE,FALSE
Gear and Vane Motors,part type,motor,,Gear; Vane,FALSE,FALSE
Gear and Vane Motors,driven type,gear and vane,,,FALSE,FALSE
high power mini dc water motors project,part type,motor,,mini,FALSE,FALSE
high power mini dc water motors project,power source,dc,,,FALSE,FALSE
high power mini dc water motors project,usage,water; project,,water motors project,FALSE,FALSE
high power mini dc water motors project,size,mini,,,FALSE,FALSE
high power mini dc water motors project,feature,high power,,,FALSE,FALSE
high power mini dc water motors for project near badlapur,part type,motor,,mini,FALSE,FALSE
high power mini dc water motors for project near badlapur,power source,dc,,,FALSE,FALSE
high power mini dc water motors for project near badlapur,usage,water; project,,water motors for project,FALSE,FALSE
high power mini dc water motors for project near badlapur,size,mini,,,FALSE,FALSE
high power mini dc water motors for project near badlapur,feature,high power,,,FALSE,FALSE
high power mini dc water motors for project near badlapur,location/city,badlapur,,,FALSE,FALSE
775 dc motor bihpuri,part type,motor,,motor,FALSE,TRUE
775 dc motor bihpuri,power source,dc,,,FALSE,FALSE
775 dc motor bihpuri,model name/number,775,775,775,TRUE,TRUE
775 dc motor bihpuri,location/city,bihpuri,,,FALSE,FALSE
775 dc motor near agra bichpuri,part type,motor,,dc motor,FALSE,FALSE
775 dc motor near agra bichpuri,power source,dc,,,FALSE,FALSE
775 dc motor near agra bichpuri,model name/number,775,775,775,TRUE,TRUE
775 dc motor near agra bichpuri,location/city,agra; bichpuri,,agra bichpuri,FALSE,FALSE
24v dc coffee machine motor,part type,motor,,motor,FALSE,TRUE
24v dc coffee machine motor,voltage,24v,24v dc,24v dc,FALSE,FALSE
24v dc coffee machine motor,power source,dc,,,FALSE,FALSE
24v dc coffee machine motor,usage,coffee machine,coffee machine,coffee machine,TRUE,TRUE
Crompton Geared Motor,brand,Crompton,crompton,Crompton,TRUE,TRUE
Crompton Geared Motor,part type,motor,,motor,FALSE,TRUE
Crompton Geared Motor,driven type,geared,,geared,FALSE,TRUE
l&t three phase motor starter,brand,l&t,l&t,,TRUE,FALSE
l&t three phase motor starter,part type,motor starter,,,FALSE,FALSE
l&t three phase motor starter,phase,3,three phase,,FALSE,FALSE
Servo Motor & Variac Motor,part type,motor,,servo motor; variac motor,FALSE,FALSE
Servo Motor & Variac Motor,driven type,servo; variac,,,FALSE,FALSE
Siemens Electric Motors 40 Hp,brand,Siemens,siemens,,TRUE,FALSE
Siemens Electric Motors 40 Hp,part type,motor,,,FALSE,FALSE
Siemens Electric Motors 40 Hp,power source,electric,electric,,TRUE,FALSE
Siemens Electric Motors 40 Hp,horsepower,40 Hp,,,FALSE,FALSE
3 phase motor starter without oil automatic,part type,motor starter,,motor starter,FALSE,TRUE
3 phase motor starter without oil automatic,phase,3,3 phase,3 phase,FALSE,FALSE
3 phase motor starter without oil automatic,feature,without oil automatic,,automatic,FALSE,FALSE
3 phase motor starter near jodhpur without oilautomatic,part type,motor starter,,motor starter,FALSE,TRUE
3 phase motor starter near jodhpur without oilautomatic,phase,3,3 phase,3,FALSE,TRUE
3 phase motor starter near jodhpur without oilautomatic,feature,without oil automatic,,automatic,FALSE,FALSE
3 phase motor starter near jodhpur without oilautomatic,location/city,jodhpur,,,FALSE,FALSE
HP400 Siemens Motor,brand,Siemens,siemens,,TRUE,FALSE
HP400 Siemens Motor,part type,motor,motor,,TRUE,FALSE
HP400 Siemens Motor,model name/number,HP400,hp400,,TRUE,FALSE
Flange Motors,part type,motor,,motors,FALSE,FALSE
Flange Motors,mounting type,flange,flange,flange,TRUE,TRUE
Sew Eurodrive CMP50M AC Synchronous Motor,brand,Sew Eurodrive,sew eurodrive,,TRUE,FALSE
Sew Eurodrive CMP50M AC Synchronous Motor,part type,motor,,,FALSE,FALSE
Sew Eurodrive CMP50M AC Synchronous Motor,model name/number,CMP50M,cmp50m,,TRUE,FALSE
Sew Eurodrive CMP50M AC Synchronous Motor,power source,AC,,,FALSE,FALSE
Sew Eurodrive CMP50M AC Synchronous Motor,driven type,synchronous,,,FALSE,FALSE
2 hp flange motor,part type,motor,,,FALSE,FALSE
2 hp flange motor,horsepower,2 hp,,,FALSE,FALSE
2 hp flange motor,mounting type,flange,flange,,TRUE,FALSE
3 phase motor starter oil free automatic,part type,motor starter,,motor starter,FALSE,TRUE
3 phase motor starter oil free automatic,phase,3,3 phase,,FALSE,FALSE
3 phase motor starter oil free automatic,feature,oil free automatic,,automatic,FALSE,FALSE
3 phase motor starter near jodhpur oil freee automatic,part type,motor starter,,motor starter,FALSE,TRUE
3 phase motor starter near jodhpur oil freee automatic,phase,3,3 phase,3,FALSE,TRUE
3 phase motor starter near jodhpur oil freee automatic,feature,oil free automatic,,oil freee,FALSE,FALSE
3 phase motor starter near jodhpur oil freee automatic,location/city,jodhpur,,jodhpur,FALSE,TRUE
ABB MOTOR 200KW 270HP 1500RPM FOOT IE2,brand,ABB,abb,ABB,TRUE,TRUE
ABB MOTOR 200KW 270HP 1500RPM FOOT IE2,part type,motor,,MOTOR,FALSE,TRUE
ABB MOTOR 200KW 270HP 1500RPM FOOT IE2,power,200KW,200kw,200KW,TRUE,TRUE
ABB MOTOR 200KW 270HP 1500RPM FOOT IE2,horsepower,270HP,270hp,270HP,TRUE,TRUE
ABB MOTOR 200KW 270HP 1500RPM FOOT IE2,rpm,1500RPM,,1500RPM,FALSE,TRUE
ABB MOTOR 200KW 270HP 1500RPM FOOT IE2,mounting type,foot,foot,,TRUE,FALSE
ABB MOTOR 200KW 270HP 1500RPM FOOT IE2,efficiency,IE2,ie2,IE2,TRUE,TRUE
bonfiglioli brake motor,brand,bonfiglioli,bonfiglioli,Bonfiglioli,TRUE,TRUE
bonfiglioli brake motor,part type,motor,,brake motor,FALSE,FALSE
bonfiglioli brake motor,feature,brake,,,FALSE,FALSE
1 piece ABB Soft Starters,brand,ABB,abb,,TRUE,FALSE
1 piece ABB Soft Starters,part type,starter,,,FALSE,FALSE
1 piece ABB Soft Starters,starter type,soft,soft,,TRUE,FALSE
1 piece ABB Soft Starters,quantity,1,,,FALSE,FALSE
kenstar desert air cooler motor,brand,kenstar,kenstar,kenstar,TRUE,TRUE
kenstar desert air cooler motor,part type,motor,motor,motor,TRUE,TRUE
kenstar desert air cooler motor,usage,desert air cooler,cooler,air cooler,FALSE,FALSE
Marathon 1hp motor single phase,brand,Marathon,marathon,Marathon,TRUE,TRUE
Marathon 1hp motor single phase,part type,motor,,motor,FALSE,TRUE
Marathon 1hp motor single phase,horsepower,1hp,,1hp,FALSE,TRUE
Marathon 1hp motor single phase,phase,single,,single,FALSE,TRUE
Make - Marathon 1hp motor single phase,brand,Marathon,marathon,,TRUE,FALSE
Make - Marathon 1hp motor single phase,part type,motor,,,FALSE,FALSE
Make - Marathon 1hp motor single phase,horsepower,1hp,,,FALSE,FALSE
Make - Marathon 1hp motor single phase,phase,single,,,FALSE,FALSE
Vibro Sifter Motor,part type,motor,,motor,FALSE,TRUE
Vibro Sifter Motor,usage,vibro sifter,vibro sifter,,TRUE,FALSE
kirloskar electric motor 10 hp 960 rpm,brand,kirloskar,kirloskar,kirloskar,TRUE,TRUE
kirloskar electric motor 10 hp 960 rpm,part type,motor,,motor,FALSE,TRUE
kirloskar electric motor 10 hp 960 rpm,power source,electric,electric,electric,TRUE,TRUE
kirloskar electric motor 10 hp 960 rpm,horsepower,10 hp,,,FALSE,FALSE
kirloskar electric motor 10 hp 960 rpm,rpm,960 rpm,,960,FALSE,FALSE
desert cooler motor,part type,motor,motor,motor,TRUE,TRUE
desert cooler motor,usage,desert cooler,cooler,desert cooler,FALSE,TRUE
Exhaust Fan Motor,part type,motor,motor,,TRUE,FALSE
Exhaust Fan Motor,usage,exhaust fan,exhaust fan,,TRUE,FALSE
nord gearbox spares,brand,nord,nord,nord,TRUE,TRUE
nord gearbox spares,part type,gearbox spares,,gearbox spares,FALSE,TRUE
MGM Varvel Brake Motor,brand,MGM Varvel,mgm varvel,MGM,TRUE,FALSE
MGM Varvel Brake Motor,part type,motor,,Brake Motor,FALSE,FALSE
MGM Varvel Brake Motor,feature,brake,,,FALSE,FALSE
AC Electric Motor,part type,motor,motor,motor,TRUE,TRUE
AC Electric Motor,power source,AC; electric,electric,AC Electric,TRUE,FALSE
Motor Starter .,part type,motor starter,,Motor Starter,FALSE,TRUE
c&s dol starter 15hp,brand,c&s,c&s,,TRUE,FALSE
c&s dol starter 15hp,part type,starter,,,FALSE,FALSE
c&s dol starter 15hp,starter type,dol,dol,,TRUE,FALSE
c&s dol starter 15hp,horsepower,15hp,,,FALSE,FALSE
c&s dol starter 15hp near delhi,brand,c&s,c&s,c&s,TRUE,TRUE
c&s dol starter 15hp near delhi,part type,starter,,dol starter,FALSE,FALSE
c&s dol starter 15hp near delhi,starter type,dol,dol,,TRUE,FALSE
c&s dol starter 15hp near delhi,horsepower,15hp,,15hp,FALSE,TRUE
c&s dol starter 15hp near delhi,location/city,delhi,,delhi,FALSE,TRUE
10w deep freezer motor,part type,motor,,motor,FALSE,TRUE
10w deep freezer motor,power,10w,10w,10w,TRUE,TRUE
10w deep freezer motor,usage,deep freezer,deep freezer,deep freezer,TRUE,TRUE
bell crack assembly,part type,bell crack assembly,,bell,FALSE,FALSE
Simensh Hp400 Rpm1440,brand,Siemens,,,FALSE,FALSE
Simensh Hp400 Rpm1440,model name/number,Hp400,hp400,,TRUE,FALSE
Simensh Hp400 Rpm1440,rpm,1440,,,FALSE,FALSE
StarDental Starter,brand,StarDental,,StarDental,FALSE,TRUE
StarDental Starter,part type,starter,,starter,FALSE,TRUE
Start Dental Starter,part type,starter,,starter,FALSE,TRUE
Start Dental Starter,usage,dental,dental,,TRUE,FALSE
Explosion Proof Electric Motor,part type,motor,,motor,FALSE,TRUE
Explosion Proof Electric Motor,power source,electric,electric,,TRUE,FALSE
Explosion Proof Electric Motor,feature,explosion proof,,explosion proof,FALSE,TRUE
Industrial dc motor,part type,motor,,motor,FALSE,TRUE
Industrial dc motor,power source,dc,,,FALSE,FALSE
Industrial dc motor,application,industrial,,,FALSE,FALSE
High Torque Square Geared Motor,part type,motor,,motor,FALSE,TRUE
High Torque Square Geared Motor,driven type,geared,,geared,FALSE,TRUE
High Torque Square Geared Motor,shape,square,square,square,TRUE,TRUE
High Torque Square Geared Motor,feature,high torque,,High Torque,FALSE,TRUE
à¤¸à¤°à¥à¤µà¥‹ à¤®à¥‹à¤Ÿà¤° à¤¸à¤ªà¥à¤²à¤¾à¤¯à¤°,part type,motor,,motor,FALSE,TRUE
à¤¸à¤°à¥à¤µà¥‹ à¤®à¥‹à¤Ÿà¤° à¤¸à¤ªà¥à¤²à¤¾à¤¯à¤°,driven type,servo,,,FALSE,FALSE
borewell 2h starter,part type,starter,,,FALSE,FALSE
borewell 2h starter,usage,borewell,borewell,,TRUE,FALSE
borewell 2h starter,model name/number,2h,,,FALSE,FALSE
SIEMENS SIMOTICS S-1FK2 SERVO MOTER 1FK2106-3AF11-1SA0 2.3 kW,brand,SIEMENS,siemens,SIEMENS,TRUE,TRUE
SIEMENS SIMOTICS S-1FK2 SERVO MOTER 1FK2106-3AF11-1SA0 2.3 kW,part type,motor,,servo moter,FALSE,FALSE
