query,ok,key_count,raw_output,attributes_json,norm_attributes_json
dc-motor-spare,True,1,"{""attribute"": ""dc-motor-spare""} </","{""attribute"": ""dc-motor-spare""}",{}
Motor Parts,True,1,"{""parts"": ""Motor Parts""}","{""parts"": ""Motor Parts""}","{""parts"": ""Motor Parts""}"
वाइब्रो शिफ्ट मोटर,True,1,"{""attribute"": ""वाइब्रो शिफ्ट मोटर""}","{""attribute"": ""वाइब्रो शिफ्ट मोटर""}",{}
Marathon Electric Motor,True,2,"{""motor"": ""Electric Motor"", ""brand"": ""Marathon""} </","{""motor"": ""Electric Motor"", ""brand"": ""Marathon""}","{""part type"": ""Electric Motor"", ""brand"": ""Marathon""}"
Shakti Dol Starter,True,2,"{""attribute"": ""Dol Starter"", ""power_source"": ""Shakti""}","{""attribute"": ""Dol Starter"", ""power_source"": ""Shakti""}","{""power source"": ""Shakti""}"
2 HP single phase,True,2,"{""power"": ""single phase"", ""hp"": ""2 HP""} </","{""power"": ""single phase"", ""hp"": ""2 HP""}","{""power"": ""single phase"", ""horsepower"": ""2 HP""}"
6ik180gu 240 w motor,True,2,"{""power"": ""240 w motor"", ""model_number"": ""6ik180gu""}","{""power"": ""240 w motor"", ""model_number"": ""6ik180gu""}","{""power"": ""240 w motor"", ""model name/number"": ""6ik180gu""}"
Telemetry Encoder Unit,True,1,"{""unit"": ""Telemetry Encoder Unit""}","{""unit"": ""Telemetry Encoder Unit""}","{""unit"": ""Telemetry Encoder Unit""}"
dc-geared-motor,True,1,"{""power_source"": ""dc-geared-motor""} </start","{""power_source"": ""dc-geared-motor""}","{""power source"": ""dc-geared-motor""}"
Motorized Actuators,True,2,"{""actuators"": ""Motorized"", ""key_attributes"": ""Actuators""}","{""actuators"": ""Motorized"", ""key_attributes"": ""Actuators""}","{""actuators"": ""Motorized""}"
Dc Brake For Electric Motor,True,2,"{""function"": ""For Electric Motor"", ""part"": ""Dc Brake""}","{""function"": ""For Electric Motor"", ""part"": ""Dc Brake""}","{""function"": ""For Electric Motor"", ""part"": ""Dc Brake""}"
desert type aluminum 32 mm 1 inch kit cooler motor,True,4,"{""type"": ""desert type"", ""material"": ""aluminum"", ""kit"": ""kit"", ""cooler motor"", ""size"": ""32 mm 1 inch""} </","{""type"": ""desert type"", ""material"": ""aluminum"", ""kit"": ""kit"", ""size"": ""32 mm 1 inch""}","{""type"": ""desert type"", ""material"": ""aluminum"", ""part type"": ""kit"", ""size"": ""32 mm 1 inch""}"
1.5 kw crompton single phase motor,True,3,"{""power"": ""1.5 kw"", ""motor"": ""single phase motor"", ""brand"": ""crompton""}","{""power"": ""1.5 kw"", ""motor"": ""single phase motor"", ""brand"": ""crompton""}","{""power"": ""1.5 kw"", ""part type"": ""single phase motor"", ""brand"": ""crompton""}"
ac motor 20w,True,2,"{""power"": ""20w"", ""motor type"": ""ac motor""}","{""power"": ""20w"", ""motor type"": ""ac motor""}","{""power"": ""20w"", ""driven type"": ""ac motor""}"
Dc fan motor,True,1,"{""power_source"": ""Dc fan motor""} </","{""power_source"": ""Dc fan motor""}","{""power source"": ""Dc fan motor""}"
ac motor 10w,True,2,"{""power"": ""10w"", ""motor type"": ""ac motor""}","{""power"": ""10w"", ""motor type"": ""ac motor""}","{""power"": ""10w"", ""driven type"": ""ac motor""}"
10hp motor,True,1,"{""power"": ""10hp motor""} </start","{""power"": ""10hp motor""}","{""power"": ""10hp motor""}"
6FC5357-0BA11-1AE0,True,1,"{""product_code"": ""6FC5357-0BA11-1AE0""} </","{""product_code"": ""6FC5357-0BA11-1AE0""}","{""model name/number"": ""6FC5357-0BA11-1AE0""}"
Indigo Self Armature,True,2,"{""attribute"": ""Indigo"", ""feature"": ""Self Armature""} </","{""attribute"": ""Indigo"", ""feature"": ""Self Armature""}","{""feature"": ""Self Armature""}"
leadshine l7 series servo ac servo motor,True,3,"{""series"": ""l7 series"", ""motor_type"": ""servo ac servo motor"", ""material"": ""leadshine""} </","{""series"": ""l7 series"", ""motor_type"": ""servo ac servo motor"", ""material"": ""leadshine""}","{""series"": ""l7 series"", ""motor_type"": ""servo ac servo motor"", ""material"": ""leadshine""}"
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2204-5AK10-0MB0 0.57 kW,True,3,"{""motor_type"": ""SERVO MOTOR"", ""power_consumption"": ""0.57 kW"", ""model_number"": ""SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2204-5AK10-0MB0""} <","{""motor_type"": ""SERVO MOTOR"", ""power_consumption"": ""0.57 kW"", ""model_number"": ""SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2204-5AK10-0MB0""}","{""motor_type"": ""SERVO MOTOR"", ""power_consumption"": ""0.57 kW"", ""model name/number"": ""SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2204-5AK10-0MB0""}"
10m3flow rate 30 mtr headpumpwith motor,True,2,"{""flow rate"": ""10m3flow rate"", ""headpumpwith motor"", ""length"": ""30 mtr""}","{""flow rate"": ""10m3flow rate"", ""length"": ""30 mtr""}","{""flow rate"": ""10m3flow rate"", ""length"": ""30 mtr""}"
Traction Motor,True,1,"{""power_source"": ""Traction Motor""} <","{""power_source"": ""Traction Motor""}","{""power source"": ""Traction Motor""}"
Leadshine L7 Series 750W AC Servo Motor and Driver Kit,True,3,"{""Series"": ""L7 Series"", ""Motor and Driver Kit"": ""750W AC Servo Motor and Driver Kit"", ""Material"": ""Leadshine""} </start","{""Series"": ""L7 Series"", ""Motor and Driver Kit"": ""750W AC Servo Motor and Driver Kit"", ""Material"": ""Leadshine""}","{""series"": ""L7 Series"", ""Motor and Driver Kit"": ""750W AC Servo Motor and Driver Kit"", ""material"": ""Leadshine""}"
Dol Motor Starters Paragon,True,3,"{""Brand"": ""Paragon"", ""Motor"": ""Dol Motor"", ""Starters"": ""Starters""} </","{""Brand"": ""Paragon"", ""Motor"": ""Dol Motor"", ""Starters"": ""Starters""}","{""brand"": ""Paragon"", ""part type"": ""Dol Motor"", ""Starters"": ""Starters""}"
SIEMENS SIMOTICS S-1FK2  SERVO MOTOR 1FK2104-6AF11-0MB0,True,3,"{""motor_type"": ""SERVO MOTOR"", ""model_number"": ""SIEMENS SIMOTICS S-1FK2  SERVO MOTOR 1FK2104-6AF11-0MB0"", ""attribute"": ""SIEMENS""}","{""motor_type"": ""SERVO MOTOR"", ""model_number"": ""SIEMENS SIMOTICS S-1FK2  SERVO MOTOR 1FK2104-6AF11-0MB0"", ""attribute"": ""SIEMENS""}","{""motor_type"": ""SERVO MOTOR"", ""model name/number"": ""SIEMENS SIMOTICS S-1FK2  SERVO MOTOR 1FK2104-6AF11-0MB0""}"
3 phase motor start,True,1,"{""power_source"": ""3 phase motor start""}","{""power_source"": ""3 phase motor start""}","{""power source"": ""3 phase motor start""}"
oil-filled 3 hp 25 single phase motor starter,True,4,"{""power"": ""3 hp"", ""motor"": ""single phase motor starter"", ""contents"": ""oil-filled"", ""quantity"": ""25""}","{""power"": ""3 hp"", ""motor"": ""single phase motor starter"", ""contents"": ""oil-filled"", ""quantity"": ""25""}","{""power"": ""3 hp"", ""part type"": ""single phase motor starter"", ""contents"": ""oil-filled"", ""quantity"": ""25""}"
SMC Electric Actuator,True,2,"{""actuator"": ""Electric Actuator"", ""model_number"": ""SMC""} </","{""actuator"": ""Electric Actuator"", ""model_number"": ""SMC""}","{""part type"": ""Electric Actuator"", ""model name/number"": ""SMC""}"
1FK2104-6AF11-0MB0,True,1,"{""attribute"": ""1FK2104-6AF11-0MB0""}","{""attribute"": ""1FK2104-6AF11-0MB0""}",{}
digital dol starter,True,1,"{""type"": ""digital"", ""dol starter""} </","{""type"": ""digital""}","{""type"": ""digital""}"
Slider Type Electric Actuator,True,2,"{""Actuator Type"": ""Electric Actuator"", ""Type"": ""Slider Type""} </start","{""Actuator Type"": ""Electric Actuator"", ""Type"": ""Slider Type""}","{""Actuator Type"": ""Electric Actuator"", ""Type"": ""Slider Type""}"
seedprod latest version,True,2,"{""product_line"": ""seedprod"", ""version"": ""latest version""}","{""product_line"": ""seedprod"", ""version"": ""latest version""}","{""product_line"": ""seedprod"", ""version"": ""latest version""}"
Siemens 75 HP Foot Mounted Electric Motors,True,4,"{""power_source"": ""Electric Motors"", ""mounting"": ""Foot Mounted"", ""brand"": ""Siemens"", ""horsepower"": ""75 HP""}","{""power_source"": ""Electric Motors"", ""mounting"": ""Foot Mounted"", ""brand"": ""Siemens"", ""horsepower"": ""75 HP""}","{""power source"": ""Electric Motors"", ""mounting"": ""Foot Mounted"", ""brand"": ""Siemens"", ""horsepower"": ""75 HP""}"
Grow art 3 phase hybrid,True,2,"{""power_source"": ""3 phase hybrid"", ""brand"": ""Grow art""} </start","{""power_source"": ""3 phase hybrid"", ""brand"": ""Grow art""}","{""power source"": ""3 phase hybrid"", ""brand"": ""Grow art""}"
gbru 1 min auto switch,True,2,"{""attribute"": ""auto switch"", ""gbru"": ""1 min""}","{""attribute"": ""auto switch"", ""gbru"": ""1 min""}","{""gbru"": ""1 min""}"
SIEMENS SIMOTICS S-1FK2 SERVO  MOTOR 1FK2106-4AF00-0MA0 2.7 kW,True,2,"{""power_consumption"": ""2.7 kW"", ""model_number"": ""SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2106-4AF00-0MA0""}","{""power_consumption"": ""2.7 kW"", ""model_number"": ""SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2106-4AF00-0MA0""}","{""power_consumption"": ""2.7 kW"", ""model name/number"": ""SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2106-4AF00-0MA0""}"
armature,True,1,"{""component"": ""armature""}","{""component"": ""armature""}","{""component"": ""armature""}"
ecma-ca1010ss delta servo motor,True,2,"{""model_number"": ""ecma-ca1010ss"", ""motor_type"": ""delta servo motor""} </","{""model_number"": ""ecma-ca1010ss"", ""motor_type"": ""delta servo motor""}","{""model name/number"": ""ecma-ca1010ss"", ""motor_type"": ""delta servo motor""}"
table fan motor,True,1,"{""type"": ""table fan motor""}","{""type"": ""table fan motor""}","{""type"": ""table fan motor""}"
20W ALUMINUM HOUSING,True,3,"{""power"": ""20W"", ""housing"": ""ALUMINUM"", ""type"": ""HOUSING""}","{""power"": ""20W"", ""housing"": ""ALUMINUM"", ""type"": ""HOUSING""}","{""power"": ""20W"", ""housing"": ""ALUMINUM"", ""type"": ""HOUSING""}"
motor panvel,True,2,"{""brand"": ""panvel"", ""power_source"": ""motor""}","{""brand"": ""panvel"", ""power_source"": ""motor""}","{""brand"": ""panvel"", ""power source"": ""motor""}"
40 HP  Siemens Electric Motors,True,2,"{""power"": ""40 HP"", ""motors"": ""Siemens Electric Motors""} </start","{""power"": ""40 HP"", ""motors"": ""Siemens Electric Motors""}","{""power"": ""40 HP"", ""motors"": ""Siemens Electric Motors""}"
hindustan package,True,2,"{""brand"": ""hindustan"", ""package"": ""package""} </start","{""brand"": ""hindustan"", ""package"": ""package""}","{""brand"": ""hindustan"", ""package"": ""package""}"
Electric Sliding Gate Motor,True,2,"{""type"": ""Sliding Gate Motor"", ""power source"": ""Electric""}","{""type"": ""Sliding Gate Motor"", ""power source"": ""Electric""}","{""type"": ""Sliding Gate Motor"", ""power source"": ""Electric""}"
800 RPM Electric Sliding Gate Motor,True,2,"{""motor_type"": ""Electric Sliding Gate Motor"", ""speed"": ""800 RPM""}","{""motor_type"": ""Electric Sliding Gate Motor"", ""speed"": ""800 RPM""}","{""motor_type"": ""Electric Sliding Gate Motor"", ""speed"": ""800 RPM""}"
HF-SP152 servo motor mitsubishi,True,3,"{""model_number"": ""HF-SP152"", ""motor"": ""servo motor"", ""brand"": ""mitsubishi""}","{""model_number"": ""HF-SP152"", ""motor"": ""servo motor"", ""brand"": ""mitsubishi""}","{""model name/number"": ""HF-SP152"", ""part type"": ""servo motor"", ""brand"": ""mitsubishi""}"
1000 RPM Electric Sliding Gate Motor,True,2,"{""motor_type"": ""Electric Sliding Gate Motor"", ""speed"": ""1000 RPM""} </start","{""motor_type"": ""Electric Sliding Gate Motor"", ""speed"": ""1000 RPM""}","{""motor_type"": ""Electric Sliding Gate Motor"", ""speed"": ""1000 RPM""}"
Gear and Vane Motors,True,1,"{""power_source"": ""Gear and Vane Motors""}","{""power_source"": ""Gear and Vane Motors""}","{""power source"": ""Gear and Vane Motors""}"
high power mini dc water motors project,True,2,"{""power"": ""high power"", ""project"": ""mini dc water motors project""} </start","{""power"": ""high power"", ""project"": ""mini dc water motors project""}","{""power"": ""high power"", ""project"": ""mini dc water motors project""}"
high power mini dc water motors for project near badlapur,True,1,"{""power"": ""high power"", ""water motors for project near badlapur"", ""mini dc"", ""water""}","{""power"": ""high power""}","{""power"": ""high power""}"
775 dc motor bihpuri,True,3,"{""motor"": ""dc motor"", ""brand"": ""bihpuri"", ""value"": ""775""}","{""motor"": ""dc motor"", ""brand"": ""bihpuri"", ""value"": ""775""}","{""part type"": ""dc motor"", ""brand"": ""bihpuri"", ""value"": ""775""}"
775 dc motor near agra bichpuri,True,3,"{""motor"": ""dc motor"", ""location"": ""near agra bichpuri"", ""value"": ""775""} </start","{""motor"": ""dc motor"", ""location"": ""near agra bichpuri"", ""value"": ""775""}","{""part type"": ""dc motor"", ""location/city"": ""near agra bichpuri"", ""value"": ""775""}"
24v dc coffee machine motor,True,3,"{""power_source"": ""24v dc"", ""type"": ""coffee machine"", ""component"": ""motor""}","{""power_source"": ""24v dc"", ""type"": ""coffee machine"", ""component"": ""motor""}","{""power source"": ""24v dc"", ""type"": ""coffee machine"", ""component"": ""motor""}"
Crompton Geared Motor,True,2,"{""motor_type"": ""Geared Motor"", ""brand"": ""Crompton""} </","{""motor_type"": ""Geared Motor"", ""brand"": ""Crompton""}","{""motor_type"": ""Geared Motor"", ""brand"": ""Crompton""}"
l&t three phase motor starter,True,2,"{""power_source"": ""three phase motor starter"", ""brand"": ""l&t""}","{""power_source"": ""three phase motor starter"", ""brand"": ""l&t""}","{""power source"": ""three phase motor starter"", ""brand"": ""l&t""}"
Servo Motor & Variac Motor,True,1,"{""motor"": ""Servo Motor & Variac Motor""}","{""motor"": ""Servo Motor & Variac Motor""}","{""part type"": ""Servo Motor & Variac Motor""}"
Siemens Electric Motors 40 Hp,True,2,"{""power"": ""40 Hp"", ""brand"": ""Siemens Electric Motors""} </start","{""power"": ""40 Hp"", ""brand"": ""Siemens Electric Motors""}","{""power"": ""40 Hp"", ""brand"": ""Siemens Electric Motors""}"
3 phase motor starter without oil automatic,True,2,"{""power_source"": ""3 phase motor starter without oil"", ""operation"": ""automatic""}","{""power_source"": ""3 phase motor starter without oil"", ""operation"": ""automatic""}","{""power source"": ""3 phase motor starter without oil"", ""operation"": ""automatic""}"
3 phase motor starter near jodhpur without oilautomatic,True,2,"{""motor"": ""3 phase motor starter near jodhpur without oil"", ""operation"": ""automatic""}","{""motor"": ""3 phase motor starter near jodhpur without oil"", ""operation"": ""automatic""}","{""part type"": ""3 phase motor starter near jodhpur without oil"", ""operation"": ""automatic""}"
HP400 Siemens Motor,True,2,"{""Motor"": ""Siemens Motor"", ""HP"": ""HP400""} </start","{""Motor"": ""Siemens Motor"", ""HP"": ""HP400""}","{""part type"": ""Siemens Motor"", ""HP"": ""HP400""}"
Flange Motors,True,1,"{""Flange"": ""Motors""}","{""Flange"": ""Motors""}","{""Flange"": ""Motors""}"
Sew Eurodrive CMP50M AC Synchronous Motor,True,3,"{""motor_type"": ""AC Synchronous Motor"", ""drive"": ""Sew Eurodrive"", ""model_number"": ""CMP50M""} </","{""motor_type"": ""AC Synchronous Motor"", ""drive"": ""Sew Eurodrive"", ""model_number"": ""CMP50M""}","{""motor_type"": ""AC Synchronous Motor"", ""drive"": ""Sew Eurodrive"", ""model name/number"": ""CMP50M""}"
2 hp flange motor,True,2,"{""motor_type"": ""flange motor"", ""power"": ""2 hp""} </start","{""motor_type"": ""flange motor"", ""power"": ""2 hp""}","{""motor_type"": ""flange motor"", ""power"": ""2 hp""}"
3 phase motor starter oil free automatic,True,3,"{""power"": ""3 phase motor starter"", ""feature"": ""oil free"", ""operation"": ""automatic""} </","{""power"": ""3 phase motor starter"", ""feature"": ""oil free"", ""operation"": ""automatic""}","{""power"": ""3 phase motor starter"", ""feature"": ""oil free"", ""operation"": ""automatic""}"
3 phase motor starter near jodhpur oil freee automatic,True,2,"{""power_source"": ""3 phase motor starter near jodhpur"", ""oil freee"": ""automatic""} </","{""power_source"": ""3 phase motor starter near jodhpur"", ""oil freee"": ""automatic""}","{""power source"": ""3 phase motor starter near jodhpur"", ""oil freee"": ""automatic""}"
ABB MOTOR 200KW 270HP 1500RPM FOOT IE2,True,5,"{""motor"": ""ABB MOTOR"", ""power"": ""200KW 270HP"", ""speed"": ""1500RPM"", ""foot"": ""IE2"", ""attribute"": ""FOOT""}","{""motor"": ""ABB MOTOR"", ""power"": ""200KW 270HP"", ""speed"": ""1500RPM"", ""foot"": ""IE2"", ""attribute"": ""FOOT""}","{""part type"": ""ABB MOTOR"", ""power"": ""200KW 270HP"", ""speed"": ""1500RPM"", ""foot"": ""IE2""}"
bonfiglioli brake motor,True,2,"{""attribute"": ""brake motor"", ""brand"": ""bonfiglioli""}","{""attribute"": ""brake motor"", ""brand"": ""bonfiglioli""}","{""brand"": ""bonfiglioli""}"
1 piece ABB Soft Starters,True,2,"{""quantity"": ""1 piece"", ""brand"": ""ABB Soft Starters""}","{""quantity"": ""1 piece"", ""brand"": ""ABB Soft Starters""}","{""quantity"": ""1 piece"", ""brand"": ""ABB Soft Starters""}"
kenstar desert air cooler motor,True,3,"{""product_type"": ""desert air cooler"", ""brand"": ""kenstar"", ""power_source"": ""motor""} </start","{""product_type"": ""desert air cooler"", ""brand"": ""kenstar"", ""power_source"": ""motor""}","{""product_type"": ""desert air cooler"", ""brand"": ""kenstar"", ""power source"": ""motor""}"
Marathon 1hp motor single phase,True,3,"{""power_source"": ""single phase"", ""motor_hp"": ""1hp motor"", ""brand"": ""Marathon""} </","{""power_source"": ""single phase"", ""motor_hp"": ""1hp motor"", ""brand"": ""Marathon""}","{""power source"": ""single phase"", ""motor_hp"": ""1hp motor"", ""brand"": ""Marathon""}"
Make - Marathon 1hp motor single phase,True,3,"{""power"": ""1hp motor"", ""phase"": ""single phase"", ""make"": ""Make - Marathon""}","{""power"": ""1hp motor"", ""phase"": ""single phase"", ""make"": ""Make - Marathon""}","{""power"": ""1hp motor"", ""phase"": ""single phase"", ""make"": ""Make - Marathon""}"
Vibro Sifter Motor,True,2,"{""feature"": ""Vibro Sifter"", ""power_source"": ""Motor""} </","{""feature"": ""Vibro Sifter"", ""power_source"": ""Motor""}","{""feature"": ""Vibro Sifter"", ""power source"": ""Motor""}"
kirloskar electric motor 10 hp 960 rpm,True,4,"{""motor"": ""electric motor"", ""rpm"": ""960 rpm"", ""brand"": ""kirloskar"", ""power"": ""10 hp""}","{""motor"": ""electric motor"", ""rpm"": ""960 rpm"", ""brand"": ""kirloskar"", ""power"": ""10 hp""}","{""part type"": ""electric motor"", ""rpm"": ""960 rpm"", ""brand"": ""kirloskar"", ""power"": ""10 hp""}"
desert cooler motor,True,2,"{""type"": ""desert cooler"", ""power"": ""motor""} </start","{""type"": ""desert cooler"", ""power"": ""motor""}","{""type"": ""desert cooler"", ""power"": ""motor""}"
Exhaust Fan Motor,True,2,"{""feature"": ""Exhaust Fan"", ""power_source"": ""Motor""}","{""feature"": ""Exhaust Fan"", ""power_source"": ""Motor""}","{""feature"": ""Exhaust Fan"", ""power source"": ""Motor""}"
nord gearbox spares,True,2,"{""brand"": ""nord"", ""type"": ""gearbox spares""} </","{""brand"": ""nord"", ""type"": ""gearbox spares""}","{""brand"": ""nord"", ""type"": ""gearbox spares""}"
MGM Varvel Brake Motor,True,1,"{""brand"": ""MGM Varvel Brake Motor""}","{""brand"": ""MGM Varvel Brake Motor""}","{""brand"": ""MGM Varvel Brake Motor""}"
AC Electric Motor,True,1,"{""power_source"": ""AC Electric Motor""} </","{""power_source"": ""AC Electric Motor""}","{""power source"": ""AC Electric Motor""}"
Motor Starter .,True,1,"{""starter type"": ""Motor Starter .""} </start","{""starter type"": ""Motor Starter .""}","{""starter type"": ""Motor Starter .""}"
c&s dol starter 15hp,True,3,"{""power_source"": ""dol starter"", ""hp"": ""15hp"", ""attributes"": ""c&s""} </start","{""power_source"": ""dol starter"", ""hp"": ""15hp"", ""attributes"": ""c&s""}","{""power source"": ""dol starter"", ""horsepower"": ""15hp""}"
c&s dol starter 15hp near delhi,True,4,"{""power_source"": ""dol starter"", ""hp"": ""near delhi"", ""attributes"": ""c&s"", ""value"": ""15hp""}","{""power_source"": ""dol starter"", ""hp"": ""near delhi"", ""attributes"": ""c&s"", ""value"": ""15hp""}","{""power source"": ""dol starter"", ""horsepower"": ""near delhi"", ""value"": ""15hp""}"
10w deep freezer motor,True,2,"{""power"": ""10w"", ""type"": ""deep freezer motor""}","{""power"": ""10w"", ""type"": ""deep freezer motor""}","{""power"": ""10w"", ""type"": ""deep freezer motor""}"
bell crack assembly,True,1,"{""assembly"": ""bell crack assembly""}","{""assembly"": ""bell crack assembly""}","{""assembly"": ""bell crack assembly""}"
Simensh Hp400 Rpm1440,True,3,"{""Brand"": ""Simensh"", ""Hp"": ""Hp400"", ""Speed"": ""Rpm1440""}","{""Brand"": ""Simensh"", ""Hp"": ""Hp400"", ""Speed"": ""Rpm1440""}","{""brand"": ""Simensh"", ""Hp"": ""Hp400"", ""speed"": ""Rpm1440""}"
StarDental Starter,True,1,"{""product_name"": ""StarDental Starter""} </","{""product_name"": ""StarDental Starter""}","{""product_name"": ""StarDental Starter""}"
Start Dental Starter,True,2,"{""starter"": ""Dental Starter"", ""action"": ""Start""} </start","{""starter"": ""Dental Starter"", ""action"": ""Start""}","{""starter"": ""Dental Starter"", ""action"": ""Start""}"
Explosion Proof Electric Motor,True,2,"{""feature"": ""Explosion Proof"", ""power source"": ""Electric Motor""}","{""feature"": ""Explosion Proof"", ""power source"": ""Electric Motor""}","{""feature"": ""Explosion Proof"", ""power source"": ""Electric Motor""}"
Industrial dc motor,True,1,"{""motor"": ""industrial dc motor""}","{""motor"": ""industrial dc motor""}","{""part type"": ""industrial dc motor""}"
High Torque Square Geared Motor,True,3,"{""motor_type"": ""Geared Motor"", ""shape"": ""Square"", ""feature"": ""High Torque""}","{""motor_type"": ""Geared Motor"", ""shape"": ""Square"", ""feature"": ""High Torque""}","{""motor_type"": ""Geared Motor"", ""shape"": ""Square"", ""feature"": ""High Torque""}"
सर्वो मोटर सप्लायर,True,2,"{""motor"": ""सर्वो मोटर"", ""supplier"": ""सप्लायर""}","{""motor"": ""सर्वो मोटर"", ""supplier"": ""सप्लायर""}","{""part type"": ""सर्वो मोटर"", ""supplier"": ""सप्लायर""}"
borewell 2h starter,True,1,"{""borewell"": ""2h starter""} </start","{""borewell"": ""2h starter""}","{""borewell"": ""2h starter""}"
SIEMENS SIMOTICS S-1FK2 SERVO MOTER 1FK2106-3AF11-1SA0 2.3 kW,True,2,"{""power_consumption"": ""2.3 kW"", ""model_number"": ""SIEMENS SIMOTICS S-1FK2 SERVO MOTER 1FK2106-3AF11-1SA0""} </start","{""power_consumption"": ""2.3 kW"", ""model_number"": ""SIEMENS SIMOTICS S-1FK2 SERVO MOTER 1FK2106-3AF11-1SA0""}","{""power_consumption"": ""2.3 kW"", ""model name/number"": ""SIEMENS SIMOTICS S-1FK2 SERVO MOTER 1FK2106-3AF11-1SA0""}"
Crompton Induction Motors,True,2,"{""motor_type"": ""Induction Motors"", ""brand"": ""Crompton""} </","{""motor_type"": ""Induction Motors"", ""brand"": ""Crompton""}","{""motor_type"": ""Induction Motors"", ""brand"": ""Crompton""}"
nema 17 0.9 degree,True,1,"{""attribute"": ""nema 17 0.9 degree""}","{""attribute"": ""nema 17 0.9 degree""}",{}
ABB Auto- Lek Ail 94022 A Solenoid Switch,True,2,"{""attribute"": ""ABB Auto- Lek Ail 94022 A"", ""switch"": ""A Solenoid Switch""}","{""attribute"": ""ABB Auto- Lek Ail 94022 A"", ""switch"": ""A Solenoid Switch""}","{""switch"": ""A Solenoid Switch""}"
Three phase,True,1,"{""phase"": ""Three phase""}","{""phase"": ""Three phase""}","{""phase"": ""Three phase""}"
nema 17 0.9 degree 22mm lenth,False,0,,{},{}
New Series Allen Bradley Soft Starter,True,3,"{""Series"": ""New Series"", ""Starter"": ""Soft Starter"", ""Brand"": ""Allen Bradley""} </start","{""Series"": ""New Series"", ""Starter"": ""Soft Starter"", ""Brand"": ""Allen Bradley""}","{""series"": ""New Series"", ""Starter"": ""Soft Starter"", ""brand"": ""Allen Bradley""}"
1 for business use piece ABB Soft Starters,True,2,"{""attribute"": ""1 for business use piece"", ""brand"": ""ABB Soft Starters""}","{""attribute"": ""1 for business use piece"", ""brand"": ""ABB Soft Starters""}","{""brand"": ""ABB Soft Starters""}"
bolero ac motor,True,2,"{""motor"": ""ac motor"", ""model_name"": ""bolero""}","{""motor"": ""ac motor"", ""model_name"": ""bolero""}","{""part type"": ""ac motor"", ""model_name"": ""bolero""}"
150c43nbd smc3 soft starter,True,4,"{""attribute"": ""soft starter"", ""model_number"": ""smc3"", ""value"": ""150c43nbd"", ""value_2"": ""smc3""}","{""attribute"": ""soft starter"", ""model_number"": ""smc3"", ""value"": ""150c43nbd"", ""value_2"": ""smc3""}","{""model name/number"": ""smc3"", ""value"": ""150c43nbd"", ""value_2"": ""smc3""}"
lt mk1 dol motor starter,True,2,"{""motor"": ""dol motor starter"", ""model_number"": ""lt mk1""} </","{""motor"": ""dol motor starter"", ""model_number"": ""lt mk1""}","{""part type"": ""dol motor starter"", ""model name/number"": ""lt mk1""}"
Eaton Orbital Motor,True,1,"{""motor"": ""Eaton Orbital Motor""} </start","{""motor"": ""Eaton Orbital Motor""}","{""part type"": ""Eaton Orbital Motor""}"
automatic gate motor,True,2,"{""gate type"": ""automatic"", ""power source"": ""motor""} </","{""gate type"": ""automatic"", ""power source"": ""motor""}","{""gate type"": ""automatic"", ""power source"": ""motor""}"
Door Motor .,True,1,"{""attribute"": ""Door Motor .""}","{""attribute"": ""Door Motor .""}",{}
23a paramoon motor starter,True,2,"{""motor starter"": ""motor"", ""query"": ""23a paramoon""} </start","{""motor starter"": ""motor"", ""query"": ""23a paramoon""}","{""motor starter"": ""motor""}"
electrical motor for boats,True,1,"{""power_source"": ""electrical motor for boats""}","{""power_source"": ""electrical motor for boats""}","{""power source"": ""electrical motor for boats""}"
SIEMENS SIMOTICS S-1FK2  SERVO MOTOR 1FK2104-5AF00-1SB0 0.75 kW,True,3,"{""motor_type"": ""SERVO MOTOR"", ""power_consumption"": ""0.75 kW"", ""model_number"": ""SIEMENS SIMOTICS S-1FK2  SERVO MOTOR 1FK2104-5AF00-1SB0""}","{""motor_type"": ""SERVO MOTOR"", ""power_consumption"": ""0.75 kW"", ""model_number"": ""SIEMENS SIMOTICS S-1FK2  SERVO MOTOR 1FK2104-5AF00-1SB0""}","{""motor_type"": ""SERVO MOTOR"", ""power_consumption"": ""0.75 kW"", ""model name/number"": ""SIEMENS SIMOTICS S-1FK2  SERVO MOTOR 1FK2104-5AF00-1SB0""}"
"Absolute Shaft Encoder, Series ENA 8 / 13",True,1,"{""Shaft Encoder, Series ENA 8 / 13"": ""Absolute""} </","{""Shaft Encoder, Series ENA 8 / 13"": ""Absolute""}","{""Shaft Encoder, Series ENA 8 / 13"": ""Absolute""}"
Permanent Magnet. tech,True,1,"{""attribute"": ""Permanent Magnet. tech""} </start","{""attribute"": ""Permanent Magnet. tech""}",{}
