query,gt_success,gemma_success,gt_total_keys,gt_unique_values,gemma_total_keys,gemma_unique_values,matched_key_count,matched_value_count,gt_only_key_count,gemma_only_key_count,key_match_rate,value_match_rate,perfect_match_count,partial_match_count,matched_keys,gt_only_keys,gemma_only_keys,matched_values,key_match_details_json,value_match_details_json,priority_alignment_json
1 fan motor,True,True,4,2,3,1,0,0,4,3,0.00%,0.00%,0,0,,use; application; motor type; product type,no of poles; number of poles; poles,,[],[],"{""perfect_matches"": [], ""partial_matches"": []}"
1 for business use piece 22 kw Allen Bradley 150-C43NBD SMC-3 Soft Starter 43A 480V 3-Phase 100-240V AC Control,True,False,16,6,0,0,0,0,14,0,0.00%,0.00%,0,0,,use; application; category; voltage; power; supply type; supply voltage; manufacturer; kilowatt; company; current type; product category; wattage; brand,,,[],[],"{""perfect_matches"": [], ""partial_matches"": []}"
1 for business use piece ABB Soft Starters,True,True,7,2,15,4,4,1,3,11,57.14%,50.00%,0,3,application; manufacturer; company; brand,use; category; product category,poles; make; device type; product type; usage; no of poles; number of poles; starter type; type; suitable for; usage application,abb,"[{""normalized_key"": ""application"", ""gt_key"": ""application"", ""gt_value"": ""starter"", ""gt_key_priority"": 1, ""gt_attr_priority"": 2, ""gemma_key"": ""application"", ""gemma_value"": ""Business Use"", ""gemma_key_priority"": 2, ""gemma_attr_priority"": 1, ""value_also_matches"": false, ""key_priority_match"": false, ""attr_priority_match"": false}, {""normalized_key"": ""manufacturer"", ""gt_key"": ""manufacturer"", ""gt_value"": ""abb"", ""gt_key_priority"": 2, ""gt_attr_priority"": 1, ""gemma_key"": ""manufacturer"", ""gemma_value"": ""ABB"", ""gemma_key_priority"": 3, ""gemma_attr_priority"": 2, ""value_also_matches"": true, ""key_priority_match"": false, ""attr_priority_match"": false}, {""normalized_key"": ""company"", ""gt_key"": ""company"", ""gt_value"": ""abb"", ""gt_key_priority"": 3, ""gt_attr_priority"": 1, ""gemma_key"": ""company"", ""gemma_value"": ""ABB"", ""gemma_key_priority"": 2, ""gemma_attr_priority"": 2, ""value_also_matches"": true, ""key_priority_match"": false, ""attr_priority_match"": false}, {""normalized_key"": ""brand"", ""gt_key"": ""brand"", ""gt_value"": ""abb"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""gemma_key"": ""brand"", ""gemma_value"": ""ABB"", ""gemma_key_priority"": 1, ""gemma_attr_priority"": 2, ""value_also_matches"": true, ""key_priority_match"": true, ""attr_priority_match"": false}]","[{""value"": ""abb"", ""gt_original"": ""abb"", ""gemma_original"": ""ABB"", ""gt_keys"": [{""key"": ""brand"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""manufacturer"", ""key_priority"": 2, ""attr_priority"": 1}, {""key"": ""company"", ""key_priority"": 3, ""attr_priority"": 1}], ""gemma_keys"": [{""key"": ""brand"", ""key_priority"": 1, ""attr_priority"": 2}, {""key"": ""company"", ""key_priority"": 2, ""attr_priority"": 2}, {""key"": ""manufacturer"", ""key_priority"": 3, ""attr_priority"": 2}, {""key"": ""make"", ""key_priority"": 4, ""attr_priority"": 2}], ""under_same_key"": true}]","{""perfect_matches"": [], ""partial_matches"": [{""key"": ""manufacturer"", ""value"": ""abb"", ""gt_priorities"": ""key_prio=2, attr_prio=1"", ""gemma_priorities"": ""key_prio=3, attr_prio=2""}, {""key"": ""company"", ""value"": ""abb"", ""gt_priorities"": ""key_prio=3, attr_prio=1"", ""gemma_priorities"": ""key_prio=2, attr_prio=2""}, {""key"": ""brand"", ""value"": ""abb"", ""gt_priorities"": ""key_prio=1, attr_prio=1"", ""gemma_priorities"": ""key_prio=1, attr_prio=2""}]}"
1 for reselling piece Panasonic Geared Motor,True,True,5,2,11,3,3,1,2,8,60.00%,50.00%,0,3,brand; manufacturer; company,motor type; product type,make; application; usage; no of poles; number of poles; poles; suitable for; usage application,panasonic,"[{""normalized_key"": ""brand"", ""gt_key"": ""brand"", ""gt_value"": ""panasonic"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""gemma_key"": ""brand"", ""gemma_value"": ""Panasonic"", ""gemma_key_priority"": 1, ""gemma_attr_priority"": 3, ""value_also_matches"": true, ""key_priority_match"": true, ""attr_priority_match"": false}, {""normalized_key"": ""manufacturer"", ""gt_key"": ""manufacturer"", ""gt_value"": ""panasonic"", ""gt_key_priority"": 2, ""gt_attr_priority"": 1, ""gemma_key"": ""manufacturer"", ""gemma_value"": ""Panasonic"", ""gemma_key_priority"": 3, ""gemma_attr_priority"": 3, ""value_also_matches"": true, ""key_priority_match"": false, ""attr_priority_match"": false}, {""normalized_key"": ""company"", ""gt_key"": ""company"", ""gt_value"": ""panasonic"", ""gt_key_priority"": 3, ""gt_attr_priority"": 1, ""gemma_key"": ""company"", ""gemma_value"": ""Panasonic"", ""gemma_key_priority"": 2, ""gemma_attr_priority"": 3, ""value_also_matches"": true, ""key_priority_match"": false, ""attr_priority_match"": false}]","[{""value"": ""panasonic"", ""gt_original"": ""panasonic"", ""gemma_original"": ""Panasonic"", ""gt_keys"": [{""key"": ""brand"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""manufacturer"", ""key_priority"": 2, ""attr_priority"": 1}, {""key"": ""company"", ""key_priority"": 3, ""attr_priority"": 1}], ""gemma_keys"": [{""key"": ""brand"", ""key_priority"": 1, ""attr_priority"": 3}, {""key"": ""company"", ""key_priority"": 2, ""attr_priority"": 3}, {""key"": ""manufacturer"", ""key_priority"": 3, ""attr_priority"": 3}, {""key"": ""make"", ""key_priority"": 4, ""attr_priority"": 3}], ""under_same_key"": true}]","{""perfect_matches"": [], ""partial_matches"": [{""key"": ""brand"", ""value"": ""panasonic"", ""gt_priorities"": ""key_prio=1, attr_prio=1"", ""gemma_priorities"": ""key_prio=1, attr_prio=3""}, {""key"": ""manufacturer"", ""value"": ""panasonic"", ""gt_priorities"": ""key_prio=2, attr_prio=1"", ""gemma_priorities"": ""key_prio=3, attr_prio=3""}, {""key"": ""company"", ""value"": ""panasonic"", ""gt_priorities"": ""key_prio=3, attr_prio=1"", ""gemma_priorities"": ""key_prio=2, attr_prio=3""}]}"
1 hp bench polisher motor,True,True,5,2,8,2,4,1,1,4,80.00%,50.00%,0,2,horsepower; hp; motor type; product type,power,motor horsepower; device type; type; horse power,1 hp,"[{""normalized_key"": ""horsepower"", ""gt_key"": ""horsepower"", ""gt_value"": ""1 hp"", ""gt_key_priority"": 2, ""gt_attr_priority"": 2, ""gemma_key"": ""horsepower"", ""gemma_value"": ""1 HP"", ""gemma_key_priority"": 1, ""gemma_attr_priority"": 1, ""value_also_matches"": true, ""key_priority_match"": false, ""attr_priority_match"": false}, {""normalized_key"": ""hp"", ""gt_key"": ""hp"", ""gt_value"": ""1 hp"", ""gt_key_priority"": 3, ""gt_attr_priority"": 2, ""gemma_key"": ""hp"", ""gemma_value"": ""1 HP"", ""gemma_key_priority"": 3, ""gemma_attr_priority"": 1, ""value_also_matches"": true, ""key_priority_match"": true, ""attr_priority_match"": false}, {""normalized_key"": ""motor type"", ""gt_key"": ""motor_type"", ""gt_value"": ""motor"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""gemma_key"": ""motor_type"", ""gemma_value"": ""Bench Polisher"", ""gemma_key_priority"": 2, ""gemma_attr_priority"": 2, ""value_also_matches"": false, ""key_priority_match"": false, ""attr_priority_match"": false}, {""normalized_key"": ""product type"", ""gt_key"": ""product_type"", ""gt_value"": ""motor"", ""gt_key_priority"": 2, ""gt_attr_priority"": 1, ""gemma_key"": ""product_type"", ""gemma_value"": ""Bench Polisher"", ""gemma_key_priority"": 3, ""gemma_attr_priority"": 2, ""value_also_matches"": false, ""key_priority_match"": false, ""attr_priority_match"": false}]","[{""value"": ""1 hp"", ""gt_original"": ""1 hp"", ""gemma_original"": ""1 HP"", ""gt_keys"": [{""key"": ""power"", ""key_priority"": 1, ""attr_priority"": 2}, {""key"": ""horsepower"", ""key_priority"": 2, ""attr_priority"": 2}, {""key"": ""hp"", ""key_priority"": 3, ""attr_priority"": 2}], ""gemma_keys"": [{""key"": ""horsepower"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""horse_power"", ""key_priority"": 2, ""attr_priority"": 1}, {""key"": ""hp"", ""key_priority"": 3, ""attr_priority"": 1}, {""key"": ""motor_horsepower"", ""key_priority"": 4, ""attr_priority"": 1}], ""under_same_key"": true}]","{""perfect_matches"": [], ""partial_matches"": [{""key"": ""horsepower"", ""value"": ""1 hp"", ""gt_priorities"": ""key_prio=2, attr_prio=2"", ""gemma_priorities"": ""key_prio=1, attr_prio=1""}, {""key"": ""hp"", ""value"": ""1 hp"", ""gt_priorities"": ""key_prio=3, attr_prio=2"", ""gemma_priorities"": ""key_prio=3, attr_prio=1""}]}"
1 hp motor,True,True,5,2,4,1,2,1,3,2,40.00%,50.00%,0,2,horsepower; hp,power; motor type; product type,motor horsepower; horse power,1 hp,"[{""normalized_key"": ""horsepower"", ""gt_key"": ""horsepower"", ""gt_value"": ""1 hp"", ""gt_key_priority"": 2, ""gt_attr_priority"": 2, ""gemma_key"": ""horsepower"", ""gemma_value"": ""1 HP"", ""gemma_key_priority"": 1, ""gemma_attr_priority"": 1, ""value_also_matches"": true, ""key_priority_match"": false, ""attr_priority_match"": false}, {""normalized_key"": ""hp"", ""gt_key"": ""hp"", ""gt_value"": ""1 hp"", ""gt_key_priority"": 3, ""gt_attr_priority"": 2, ""gemma_key"": ""hp"", ""gemma_value"": ""1 HP"", ""gemma_key_priority"": 3, ""gemma_attr_priority"": 1, ""value_also_matches"": true, ""key_priority_match"": true, ""attr_priority_match"": false}]","[{""value"": ""1 hp"", ""gt_original"": ""1 hp"", ""gemma_original"": ""1 HP"", ""gt_keys"": [{""key"": ""power"", ""key_priority"": 1, ""attr_priority"": 2}, {""key"": ""horsepower"", ""key_priority"": 2, ""attr_priority"": 2}, {""key"": ""hp"", ""key_priority"": 3, ""attr_priority"": 2}], ""gemma_keys"": [{""key"": ""horsepower"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""horse_power"", ""key_priority"": 2, ""attr_priority"": 1}, {""key"": ""hp"", ""key_priority"": 3, ""attr_priority"": 1}, {""key"": ""motor_horsepower"", ""key_priority"": 4, ""attr_priority"": 1}], ""under_same_key"": true}]","{""perfect_matches"": [], ""partial_matches"": [{""key"": ""horsepower"", ""value"": ""1 hp"", ""gt_priorities"": ""key_prio=2, attr_prio=2"", ""gemma_priorities"": ""key_prio=1, attr_prio=1""}, {""key"": ""hp"", ""value"": ""1 hp"", ""gt_priorities"": ""key_prio=3, attr_prio=2"", ""gemma_priorities"": ""key_prio=3, attr_prio=1""}]}"
1 phase electric motor,True,True,4,2,4,1,1,0,3,3,25.00%,0.00%,0,0,phase,motor type; product type; supply phase,input phase; number of phase; phase type,,"[{""normalized_key"": ""phase"", ""gt_key"": ""phase"", ""gt_value"": ""single phase"", ""gt_key_priority"": 1, ""gt_attr_priority"": 2, ""gemma_key"": ""phase"", ""gemma_value"": ""1 Phase"", ""gemma_key_priority"": 1, ""gemma_attr_priority"": 1, ""value_also_matches"": false, ""key_priority_match"": true, ""attr_priority_match"": false}]",[],"{""perfect_matches"": [], ""partial_matches"": []}"
1 piece 750 watt 3000 rpm AC Servo Motor,True,True,9,4,13,4,2,2,7,10,22.22%,50.00%,0,0,wattage; power,motor type; product type; supply type; rated speed; current type; speed; rpm,input phase; number of phase; phase; motor power; power source; power supply; no of poles; number of poles; poles; power type,3000 rpm; ac,"[{""normalized_key"": ""wattage"", ""gt_key"": ""wattage"", ""gt_value"": ""750 w"", ""gt_key_priority"": 2, ""gt_attr_priority"": 2, ""gemma_key"": ""wattage"", ""gemma_value"": ""750 Watt"", ""gemma_key_priority"": 2, ""gemma_attr_priority"": 4, ""value_also_matches"": false, ""key_priority_match"": true, ""attr_priority_match"": false}, {""normalized_key"": ""power"", ""gt_key"": ""power"", ""gt_value"": ""750 w"", ""gt_key_priority"": 1, ""gt_attr_priority"": 2, ""gemma_key"": ""power"", ""gemma_value"": ""750 Watt"", ""gemma_key_priority"": 1, ""gemma_attr_priority"": 4, ""value_also_matches"": false, ""key_priority_match"": true, ""attr_priority_match"": false}]","[{""value"": ""3000 rpm"", ""gt_original"": ""3000 rpm"", ""gemma_original"": ""3000 RPM"", ""gt_keys"": [{""key"": ""speed"", ""key_priority"": 1, ""attr_priority"": 3}, {""key"": ""rpm"", ""key_priority"": 2, ""attr_priority"": 3}, {""key"": ""rated_speed"", ""key_priority"": 3, ""attr_priority"": 3}], ""gemma_keys"": [{""key"": ""number_of_poles"", ""key_priority"": 1, ""attr_priority"": 2}, {""key"": ""no_of_poles"", ""key_priority"": 2, ""attr_priority"": 2}, {""key"": ""poles"", ""key_priority"": 3, ""attr_priority"": 2}], ""under_same_key"": false}, {""value"": ""ac"", ""gt_original"": ""ac"", ""gemma_original"": ""AC"", ""gt_keys"": [{""key"": ""current_type"", ""key_priority"": 1, ""attr_priority"": 4}, {""key"": ""supply_type"", ""key_priority"": 2, ""attr_priority"": 4}], ""gemma_keys"": [{""key"": ""power_source"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""power_supply"", ""key_priority"": 2, ""attr_priority"": 1}, {""key"": ""power_type"", ""key_priority"": 3, ""attr_priority"": 1}], ""under_same_key"": false}]","{""perfect_matches"": [], ""partial_matches"": []}"
1 piece ABB Soft Starters,True,True,7,2,7,2,3,1,4,4,42.86%,50.00%,1,2,brand; manufacturer; company,use; category; application; product category,make; number of poles; no of poles; poles,abb,"[{""normalized_key"": ""brand"", ""gt_key"": ""brand"", ""gt_value"": ""abb"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""gemma_key"": ""brand"", ""gemma_value"": ""ABB"", ""gemma_key_priority"": 1, ""gemma_attr_priority"": 1, ""value_also_matches"": true, ""key_priority_match"": true, ""attr_priority_match"": true}, {""normalized_key"": ""manufacturer"", ""gt_key"": ""manufacturer"", ""gt_value"": ""abb"", ""gt_key_priority"": 2, ""gt_attr_priority"": 1, ""gemma_key"": ""manufacturer"", ""gemma_value"": ""ABB"", ""gemma_key_priority"": 3, ""gemma_attr_priority"": 1, ""value_also_matches"": true, ""key_priority_match"": false, ""attr_priority_match"": true}, {""normalized_key"": ""company"", ""gt_key"": ""company"", ""gt_value"": ""abb"", ""gt_key_priority"": 3, ""gt_attr_priority"": 1, ""gemma_key"": ""company"", ""gemma_value"": ""ABB"", ""gemma_key_priority"": 2, ""gemma_attr_priority"": 1, ""value_also_matches"": true, ""key_priority_match"": false, ""attr_priority_match"": true}]","[{""value"": ""abb"", ""gt_original"": ""abb"", ""gemma_original"": ""ABB"", ""gt_keys"": [{""key"": ""brand"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""manufacturer"", ""key_priority"": 2, ""attr_priority"": 1}, {""key"": ""company"", ""key_priority"": 3, ""attr_priority"": 1}], ""gemma_keys"": [{""key"": ""brand"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""company"", ""key_priority"": 2, ""attr_priority"": 1}, {""key"": ""manufacturer"", ""key_priority"": 3, ""attr_priority"": 1}, {""key"": ""make"", ""key_priority"": 4, ""attr_priority"": 1}], ""under_same_key"": true}]","{""perfect_matches"": [{""key"": ""brand"", ""value"": ""abb"", ""priorities"": ""key_prio=1, attr_prio=1""}], ""partial_matches"": [{""key"": ""manufacturer"", ""value"": ""abb"", ""gt_priorities"": ""key_prio=2, attr_prio=1"", ""gemma_priorities"": ""key_prio=3, attr_prio=1""}, {""key"": ""company"", ""value"": ""abb"", ""gt_priorities"": ""key_prio=3, attr_prio=1"", ""gemma_priorities"": ""key_prio=2, attr_prio=1""}]}"
1 piece Allen Bradley Soft Starters,True,True,7,2,7,2,3,1,4,4,42.86%,50.00%,1,2,brand; manufacturer; company,use; category; application; product category,make; number of poles; no of poles; poles,allen bradley,"[{""normalized_key"": ""brand"", ""gt_key"": ""brand"", ""gt_value"": ""allen bradley"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""gemma_key"": ""brand"", ""gemma_value"": ""Allen Bradley"", ""gemma_key_priority"": 1, ""gemma_attr_priority"": 1, ""value_also_matches"": true, ""key_priority_match"": true, ""attr_priority_match"": true}, {""normalized_key"": ""manufacturer"", ""gt_key"": ""manufacturer"", ""gt_value"": ""allen bradley"", ""gt_key_priority"": 2, ""gt_attr_priority"": 1, ""gemma_key"": ""manufacturer"", ""gemma_value"": ""Allen Bradley"", ""gemma_key_priority"": 3, ""gemma_attr_priority"": 1, ""value_also_matches"": true, ""key_priority_match"": false, ""attr_priority_match"": true}, {""normalized_key"": ""company"", ""gt_key"": ""company"", ""gt_value"": ""allen bradley"", ""gt_key_priority"": 3, ""gt_attr_priority"": 1, ""gemma_key"": ""company"", ""gemma_value"": ""Allen Bradley"", ""gemma_key_priority"": 2, ""gemma_attr_priority"": 1, ""value_also_matches"": true, ""key_priority_match"": false, ""attr_priority_match"": true}]","[{""value"": ""allen bradley"", ""gt_original"": ""allen bradley"", ""gemma_original"": ""Allen Bradley"", ""gt_keys"": [{""key"": ""brand"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""manufacturer"", ""key_priority"": 2, ""attr_priority"": 1}, {""key"": ""company"", ""key_priority"": 3, ""attr_priority"": 1}], ""gemma_keys"": [{""key"": ""brand"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""company"", ""key_priority"": 2, ""attr_priority"": 1}, {""key"": ""manufacturer"", ""key_priority"": 3, ""attr_priority"": 1}, {""key"": ""make"", ""key_priority"": 4, ""attr_priority"": 1}], ""under_same_key"": true}]","{""perfect_matches"": [{""key"": ""brand"", ""value"": ""allen bradley"", ""priorities"": ""key_prio=1, attr_prio=1""}], ""partial_matches"": [{""key"": ""manufacturer"", ""value"": ""allen bradley"", ""gt_priorities"": ""key_prio=2, attr_prio=1"", ""gemma_priorities"": ""key_prio=3, attr_prio=1""}, {""key"": ""company"", ""value"": ""allen bradley"", ""gt_priorities"": ""key_prio=3, attr_prio=1"", ""gemma_priorities"": ""key_prio=2, attr_prio=1""}]}"
1 piece Slip Rings,True,True,2,1,6,2,0,0,2,6,0.00%,0.00%,0,0,,category; product category,motor type; product type; no of poles; number of poles; poles; type,,[],[],"{""perfect_matches"": [], ""partial_matches"": []}"
1.5 KW Halcyon Three Phase Induction Motor,True,True,7,3,9,3,2,2,5,7,28.57%,66.67%,1,1,wattage; power,motor type; product type; supply phase; phase; kilowatt,motor power; power source; power supply; manufacturer; company; brand; power type,three phase; 1.5 kw,"[{""normalized_key"": ""wattage"", ""gt_key"": ""wattage"", ""gt_value"": ""1.5 kw"", ""gt_key_priority"": 3, ""gt_attr_priority"": 2, ""gemma_key"": ""wattage"", ""gemma_value"": ""1.5 KW"", ""gemma_key_priority"": 2, ""gemma_attr_priority"": 2, ""value_also_matches"": true, ""key_priority_match"": false, ""attr_priority_match"": true}, {""normalized_key"": ""power"", ""gt_key"": ""power"", ""gt_value"": ""1.5 kw"", ""gt_key_priority"": 1, ""gt_attr_priority"": 2, ""gemma_key"": ""power"", ""gemma_value"": ""1.5 KW"", ""gemma_key_priority"": 1, ""gemma_attr_priority"": 2, ""value_also_matches"": true, ""key_priority_match"": true, ""attr_priority_match"": true}]","[{""value"": ""three phase"", ""gt_original"": ""three phase"", ""gemma_original"": ""Three Phase"", ""gt_keys"": [{""key"": ""phase"", ""key_priority"": 1, ""attr_priority"": 3}, {""key"": ""supply_phase"", ""key_priority"": 2, ""attr_priority"": 3}], ""gemma_keys"": [{""key"": ""power_source"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""power_supply"", ""key_priority"": 2, ""attr_priority"": 1}, {""key"": ""power_type"", ""key_priority"": 3, ""attr_priority"": 1}], ""under_same_key"": false}, {""value"": ""1.5 kw"", ""gt_original"": ""1.5 kw"", ""gemma_original"": ""1.5 KW"", ""gt_keys"": [{""key"": ""power"", ""key_priority"": 1, ""attr_priority"": 2}, {""key"": ""kilowatt"", ""key_priority"": 2, ""attr_priority"": 2}, {""key"": ""wattage"", ""key_priority"": 3, ""attr_priority"": 2}], ""gemma_keys"": [{""key"": ""power"", ""key_priority"": 1, ""attr_priority"": 2}, {""key"": ""wattage"", ""key_priority"": 2, ""attr_priority"": 2}, {""key"": ""motor_power"", ""key_priority"": 3, ""attr_priority"": 2}], ""under_same_key"": true}]","{""perfect_matches"": [{""key"": ""power"", ""value"": ""1.5 kw"", ""priorities"": ""key_prio=1, attr_prio=2""}], ""partial_matches"": [{""key"": ""wattage"", ""value"": ""1.5 kw"", ""gt_priorities"": ""key_prio=3, attr_prio=2"", ""gemma_priorities"": ""key_prio=2, attr_prio=2""}]}"
1.5 kw crompton single phase motor,True,True,10,4,10,3,5,3,5,5,50.00%,75.00%,0,5,power; manufacturer; company; wattage; brand,motor type; product type; supply phase; phase; kilowatt,make; motor power; power source; power supply; power type,1.5 kw; single phase; crompton,"[{""normalized_key"": ""power"", ""gt_key"": ""power"", ""gt_value"": ""1.5 kw"", ""gt_key_priority"": 1, ""gt_attr_priority"": 3, ""gemma_key"": ""power"", ""gemma_value"": ""1.5 KW"", ""gemma_key_priority"": 1, ""gemma_attr_priority"": 2, ""value_also_matches"": true, ""key_priority_match"": true, ""attr_priority_match"": false}, {""normalized_key"": ""manufacturer"", ""gt_key"": ""manufacturer"", ""gt_value"": ""crompton"", ""gt_key_priority"": 2, ""gt_attr_priority"": 1, ""gemma_key"": ""manufacturer"", ""gemma_value"": ""Crompton"", ""gemma_key_priority"": 3, ""gemma_attr_priority"": 3, ""value_also_matches"": true, ""key_priority_match"": false, ""attr_priority_match"": false}, {""normalized_key"": ""company"", ""gt_key"": ""company"", ""gt_value"": ""crompton"", ""gt_key_priority"": 3, ""gt_attr_priority"": 1, ""gemma_key"": ""company"", ""gemma_value"": ""Crompton"", ""gemma_key_priority"": 2, ""gemma_attr_priority"": 3, ""value_also_matches"": true, ""key_priority_match"": false, ""attr_priority_match"": false}, {""normalized_key"": ""wattage"", ""gt_key"": ""wattage"", ""gt_value"": ""1.5 kw"", ""gt_key_priority"": 3, ""gt_attr_priority"": 3, ""gemma_key"": ""wattage"", ""gemma_value"": ""1.5 KW"", ""gemma_key_priority"": 2, ""gemma_attr_priority"": 2, ""value_also_matches"": true, ""key_priority_match"": false, ""attr_priority_match"": false}, {""normalized_key"": ""brand"", ""gt_key"": ""brand"", ""gt_value"": ""crompton"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""gemma_key"": ""brand"", ""gemma_value"": ""Crompton"", ""gemma_key_priority"": 1, ""gemma_attr_priority"": 3, ""value_also_matches"": true, ""key_priority_match"": true, ""attr_priority_match"": false}]","[{""value"": ""1.5 kw"", ""gt_original"": ""1.5 kw"", ""gemma_original"": ""1.5 KW"", ""gt_keys"": [{""key"": ""power"", ""key_priority"": 1, ""attr_priority"": 3}, {""key"": ""kilowatt"", ""key_priority"": 2, ""attr_priority"": 3}, {""key"": ""wattage"", ""key_priority"": 3, ""attr_priority"": 3}], ""gemma_keys"": [{""key"": ""power"", ""key_priority"": 1, ""attr_priority"": 2}, {""key"": ""wattage"", ""key_priority"": 2, ""attr_priority"": 2}, {""key"": ""motor_power"", ""key_priority"": 3, ""attr_priority"": 2}], ""under_same_key"": true}, {""value"": ""single phase"", ""gt_original"": ""single phase"", ""gemma_original"": ""Single Phase"", ""gt_keys"": [{""key"": ""phase"", ""key_priority"": 1, ""attr_priority"": 4}, {""key"": ""supply_phase"", ""key_priority"": 2, ""attr_priority"": 4}], ""gemma_keys"": [{""key"": ""power_source"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""power_supply"", ""key_priority"": 2, ""attr_priority"": 1}, {""key"": ""power_type"", ""key_priority"": 3, ""attr_priority"": 1}], ""under_same_key"": false}, {""value"": ""crompton"", ""gt_original"": ""crompton"", ""gemma_original"": ""Crompton"", ""gt_keys"": [{""key"": ""brand"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""manufacturer"", ""key_priority"": 2, ""attr_priority"": 1}, {""key"": ""company"", ""key_priority"": 3, ""attr_priority"": 1}], ""gemma_keys"": [{""key"": ""brand"", ""key_priority"": 1, ""attr_priority"": 3}, {""key"": ""company"", ""key_priority"": 2, ""attr_priority"": 3}, {""key"": ""manufacturer"", ""key_priority"": 3, ""attr_priority"": 3}, {""key"": ""make"", ""key_priority"": 4, ""attr_priority"": 3}], ""under_same_key"": true}]","{""perfect_matches"": [], ""partial_matches"": [{""key"": ""power"", ""value"": ""1.5 kw"", ""gt_priorities"": ""key_prio=1, attr_prio=3"", ""gemma_priorities"": ""key_prio=1, attr_prio=2""}, {""key"": ""manufacturer"", ""value"": ""crompton"", ""gt_priorities"": ""key_prio=2, attr_prio=1"", ""gemma_priorities"": ""key_prio=3, attr_prio=3""}, {""key"": ""company"", ""value"": ""crompton"", ""gt_priorities"": ""key_prio=3, attr_prio=1"", ""gemma_priorities"": ""key_prio=2, attr_prio=3""}, {""key"": ""wattage"", ""value"": ""1.5 kw"", ""gt_priorities"": ""key_prio=3, attr_prio=3"", ""gemma_priorities"": ""key_prio=2, attr_prio=2""}, {""key"": ""brand"", ""value"": ""crompton"", ""gt_priorities"": ""key_prio=1, attr_prio=1"", ""gemma_priorities"": ""key_prio=1, attr_prio=3""}]}"
10 HP Transtech Gear Electric Motor,True,True,5,2,8,2,2,1,3,6,40.00%,50.00%,0,2,horsepower; hp,power; motor type; product type,make; horse power; motor horsepower; manufacturer; company; brand,10 hp,"[{""normalized_key"": ""horsepower"", ""gt_key"": ""horsepower"", ""gt_value"": ""10 hp"", ""gt_key_priority"": 2, ""gt_attr_priority"": 2, ""gemma_key"": ""horsepower"", ""gemma_value"": ""10 HP"", ""gemma_key_priority"": 1, ""gemma_attr_priority"": 1, ""value_also_matches"": true, ""key_priority_match"": false, ""attr_priority_match"": false}, {""normalized_key"": ""hp"", ""gt_key"": ""hp"", ""gt_value"": ""10 hp"", ""gt_key_priority"": 3, ""gt_attr_priority"": 2, ""gemma_key"": ""hp"", ""gemma_value"": ""10 HP"", ""gemma_key_priority"": 3, ""gemma_attr_priority"": 1, ""value_also_matches"": true, ""key_priority_match"": true, ""attr_priority_match"": false}]","[{""value"": ""10 hp"", ""gt_original"": ""10 hp"", ""gemma_original"": ""10 HP"", ""gt_keys"": [{""key"": ""power"", ""key_priority"": 1, ""attr_priority"": 2}, {""key"": ""horsepower"", ""key_priority"": 2, ""attr_priority"": 2}, {""key"": ""hp"", ""key_priority"": 3, ""attr_priority"": 2}], ""gemma_keys"": [{""key"": ""horsepower"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""horse_power"", ""key_priority"": 2, ""attr_priority"": 1}, {""key"": ""hp"", ""key_priority"": 3, ""attr_priority"": 1}, {""key"": ""motor_horsepower"", ""key_priority"": 4, ""attr_priority"": 1}], ""under_same_key"": true}]","{""perfect_matches"": [], ""partial_matches"": [{""key"": ""horsepower"", ""value"": ""10 hp"", ""gt_priorities"": ""key_prio=2, attr_prio=2"", ""gemma_priorities"": ""key_prio=1, attr_prio=1""}, {""key"": ""hp"", ""value"": ""10 hp"", ""gt_priorities"": ""key_prio=3, attr_prio=2"", ""gemma_priorities"": ""key_prio=3, attr_prio=1""}]}"
