success,query,gemini_dataset_attr_count,gemini_dataset_isq_list,gemini_dataset_isq_pipe,gemini_dataset_raw_output,error
True,solvent extraction machine,0,[],,[],
True,Conical extruder heaters,0,[],,"```python
[]
```",
True,300 kg/hr no continuous extrusion machine Extruder Machine,0,[],,"```python
[]
```",
True,TCLP%20EXTRACTOR%20ROTARY%20AGITATOR(8%20SAMPLES),0,[],,"```python
[]
```",
True,Twin Screw Extruder for Polymer Chips,0,[],,"```python
[]
```",
True,golf refining machine,0,[],,[],
True,no for aluminium handles adizing plant,0,[],,[],
True,soyabean solvent extraction plant,2,"['solvent extraction plant:usage/application:specification', 'solvent extraction:extraction method:specification']",solvent extraction plant:usage/application:specification | solvent extraction:extraction method:specification,"[""solvent extraction plant:usage/application:specification"", ""solvent extraction:extraction method:specification""]",
True,Oxygen tube  Extrusion Machines,0,[],,[],
True,Automatic Two Layer Blown Film Extrusion Machine,3,"['[""automatic:automation grade:specification""', '""two layer:layer:specification""', '""blown film extrusion machine:machine type:specification""]']","[""automatic:automation grade:specification"" | ""two layer:layer:specification"" | ""blown film extrusion machine:machine type:specification""]","```python
[""automatic:automation grade:specification"", ""two layer:layer:specification"", ""blown film extrusion machine:machine type:specification""]
```",
True,Extruders & Mixers,0,[],,"```python
[]
```",
True,45x35 Aba Blown Film Extrusion Machine,1,"['[""aba 35*45:model name/number:specification""]']","[""aba 35*45:model name/number:specification""]","```python
[""aba 35*45:model name/number:specification""]
```",
True,shrink rolls no Blown Film Extrusion Machine,0,[],,"```python
[]
```",
True,Extruder Gun,0,[],,"```python
[]
```",
True,automatic centrifuge extractor motorised,2,"['automatic:automation grade:specification', 'motorised:product type:specification']",automatic:automation grade:specification | motorised:product type:specification,"[""automatic:automation grade:specification"", ""motorised:product type:specification""]",
True,centrifuge extractor motorised,1,['motorized:automation grade:specification'],motorized:automation grade:specification,"[""motorized:automation grade:specification""]",
True,"Blown Film Extrusion Machine - 40mm Screw, 700mm Film Width, 50kg/hr Capacity",3,"['[""40mm:screw diameter:specification""', '""700 mm:film width:specification""', '""50 kg/hr:production capacity:specification""]']","[""40mm:screw diameter:specification"" | ""700 mm:film width:specification"" | ""50 kg/hr:production capacity:specification""]","```python
[""40mm:screw diameter:specification"", ""700 mm:film width:specification"", ""50 kg/hr:production capacity:specification""]
```",
True,aluminum extrusions plant,1,['aluminium extrusion:usage/application:specification'],aluminium extrusion:usage/application:specification,"[""aluminium extrusion:usage/application:specification""]",
True,200 kg/hr Three Layer Blown Film Extrusion Machine,2,"['[""200 kg/hr:production capacity:specification""', '""three layer:layer:specification""]']","[""200 kg/hr:production capacity:specification"" | ""three layer:layer:specification""]","```python
[""200 kg/hr:production capacity:specification"", ""three layer:layer:specification""]
```",
True,Gold Jewellery Refinery Service Provider,0,[],,[],
True,Solvent Extraction System,0,[],,[],
True,rag refined,0,[],,[],
True,Gold Refining Machine Tumbler Model 10kg,3,"['[""10 kg:capacity(kg):specification""', '""gold:metal:specification""', '""machine:product type:specification""]']","[""10 kg:capacity(kg):specification"" | ""gold:metal:specification"" | ""machine:product type:specification""]","```python
[""10 kg:capacity(kg):specification"", ""gold:metal:specification"", ""machine:product type:specification""]
```",
True,Calendula Liquid Extracts,0,[],,[],
True,silicon extruder machine,0,[],,[],
True,lab twin screw extruders,2,"['twin screw:screw design:specification', 'lab:industry type:specification']",twin screw:screw design:specification | lab:industry type:specification,"[""twin screw:screw design:specification"", ""lab:industry type:specification""]",
True,lab tube extruders,0,[],,[],
True,lab pipe extruders,0,[],,"```python
[]
```",
True,lab extruders,0,[],,[],
True,Electrically Operated Bitumen Extractor,2,"['[""electric:power source:specification""', '""bitumen extractor:product type:specification""]']","[""electric:power source:specification"" | ""bitumen extractor:product type:specification""]","```python
[""electric:power source:specification"", ""bitumen extractor:product type:specification""]
```",
True,lab blown film extruders,0,[],,[],
True,extruder machine 500kg/hr,1,['500 kg/hr:production capacity:specification'],500 kg/hr:production capacity:specification,"[""500 kg/hr:production capacity:specification""]",
True,aluminium extrusion fully automatic machine,2,"['aluminium extrusion:usage/application:specification', 'fully automatic:automation grade:specification']",aluminium extrusion:usage/application:specification | fully automatic:automation grade:specification,"[""aluminium extrusion:usage/application:specification"", ""fully automatic:automation grade:specification""]",
True,Co- Extruder Machine,0,[],,[],
True,Twin Screw Extruder Spares,0,[],,"```python
[]
```",
True,Mini Twin Screw Extruder,0,[],,"```python
[]
```",
True,copper wire extruder machine,0,[],,"```python
[]
```",
True,sand extracting machine,0,[],,[],
True,windsor kts 110 twin screw extruder,1,"['[""twin screw:screw design:specification""]']","[""twin screw:screw design:specification""]","```python
[""twin screw:screw design:specification""]
```",
True,"soap extruder with 2-inch screw""",1,"['[""2 inch:screw size:specification""]']","[""2 inch:screw size:specification""]","```python
[""2 inch:screw size:specification""]
```",
True,milacron tc 55 conical screw extrusion system,2,"['[""tc 55:model number:specification""', '""conical:screw design:specification""]']","[""tc 55:model number:specification"" | ""conical:screw design:specification""]","```python
[""tc 55:model number:specification"", ""conical:screw design:specification""]
```",
True,Extruder Chamber,0,[],,"```python
[]
```",
True,gold refining service companies,0,[],,[],
True,Extraction plant,0,[],,"```python
[]
```",
True,Curcumin Extraction Industrial Plant,0,[],,[],
True,water extraction system,0,[],,[],
True,extrusion blown film plant dia,0,[],,"```python
[]
```",
True,Gold Leaching Machine,0,[],,"```python
[]
```",
True,Phytochemicals Extraction Plant,0,[],,[],
True,45 mm screw extruder,1,['45 mm:screw diameter:specification'],45 mm:screw diameter:specification,"[""45 mm:screw diameter:specification""]",
True,45 mm screw extruder near rajkot,3,"['45 mm:screw diameter:specification', 'india:country of origin:specification', 'new:i deal in:specification']",45 mm:screw diameter:specification | india:country of origin:specification | new:i deal in:specification,"[""45 mm:screw diameter:specification"", ""india:country of origin:specification"", ""new:i deal in:specification""]",
True,46 mm screw extruder,1,['46 mm:screw diameter:specification'],46 mm:screw diameter:specification,"[""46 mm:screw diameter:specification""]",
True,55 mm monolayer extruder machine,2,"['[""55 mm:screw diameter:specification""', '""monolayer:layer:specification""]']","[""55 mm:screw diameter:specification"" | ""monolayer:layer:specification""]","```python
[""55 mm:screw diameter:specification"", ""monolayer:layer:specification""]
```",
True,3LPE Coating Extruder,0,[],,"```python
[]
```",
True,old machine extryder for wall panel,0,[],,[],
True,Industrial Screw Extruder,0,[],,[],
True,1500 centex water,0,[],,"```python
[]
```",
True,uco purificationrefining,0,[],,"```python
[]
```",
True,Hydromech gearbox,0,[],,"```python
[]
```",
True,Hand Operated Centrifuge Extractor,3,"['[""hand operated:hand operated:specification""', '""aza 0944 centrifuge extractor (hand operated):model name/number:specification""', '""product type:product type:specification""]']","[""hand operated:hand operated:specification"" | ""aza 0944 centrifuge extractor (hand operated):model name/number:specification"" | ""product type:product type:specification""]","```python
[""hand operated:hand operated:specification"", ""aza 0944 centrifuge extractor (hand operated):model name/number:specification"", ""product type:product type:specification""]
```",
True,Motorised Centrifuge Extractor,0,[],,"```python
[]
```",
True,epe extruder,0,[],,[],
True,gpld refinery,0,[],,[],
True,3-d Printing Rod Cod Wire Filament Lab Extrusion Line,0,[],,"```python
[]
```",
True,silver refining mixer plant,2,"['silver refining plant:usage/application:specification', 'silver:metal:specification']",silver refining plant:usage/application:specification | silver:metal:specification,"[""silver refining plant:usage/application:specification"", ""silver:metal:specification""]",
True,no Blown Film Extrusion Machine,0,[],,"```python
[]
```",
True,for plastic gloves yes Blown Film Extrusion Machine,3,"['[""plastic:material to be extruded:specification""', '""yes:automation grade:specification""', '""Blown Film Extrusion Machine:machine type:specification""]']","[""plastic:material to be extruded:specification"" | ""yes:automation grade:specification"" | ""Blown Film Extrusion Machine:machine type:specification""]","```python
[""plastic:material to be extruded:specification"", ""yes:automation grade:specification"", ""Blown Film Extrusion Machine:machine type:specification""]
```",
True,automatic centrifuge extractor 220v,2,"['[""automatic:automation grade:specification""', '""220 v:voltage:specification""]']","[""automatic:automation grade:specification"" | ""220 v:voltage:specification""]","```python
[""automatic:automation grade:specification"", ""220 v:voltage:specification""]
```",
True,aimil bitumen centrifuge extractor,0,[],,"```python
[]
```",
True,aurangabad	mh	431136,0,[],,"```python
[]
```",
True,AURANGABAD MH 431136,0,[],,[],
True,6545 extrusion,0,[],,"```python
[]
```",
True,6545 extrusion cable machine,0,[],,"```python
[]
```",
True,Triple Line Cable Extruder Machine,37,"['[""three phase:phase:specification""', '""electric:power source:specification""', '""electric:power source:specification""', '""electric:power source:specification""', '""electric:power source:specification""', '""electric:power source:specification""', '""electric:power source:specification""', '""electric:power source:specification""', '""electric:power source:specification""', '""electric:power source:specification""', '""electric:power source:specification""', '""electric:power source:specification""', '""electric:power source:specification""', '""electric:power source:specification""', '""electric:power source:specification""', '""electric:power source:specification""', '""electric:power source:specification""', '""electric:power source:specification""', '""electric:power source:specification""', '""electric:power source:specification""', '""electric:power source:specification""', '""electric:power source:specification""', '""electric:power source:specification""', '""electric:power source:specification""', '""electric:power source:specification""', '""electric:power source:specification""', '""electric:power source:specification""', '""electric:power source:specification""', '""electric:power source:specification""', '""electric:power source:specification""', '""electric:power source:specification""', '""electric:power source:specification""', '""electric:power source:specification""', '""electric:power source:specification""', '""electric:power source:specification""', '""electric:power source:specification""', '""electric:power source:specification""']","[""three phase:phase:specification"" | ""electric:power source:specification"" | ""electric:power source:specification"" | ""electric:power source:specification"" | ""electric:power source:specification"" | ""electric:power source:specification"" | ""electric:power source:specification"" | ""electric:power source:specification"" | ""electric:power source:specification"" | ""electric:power source:specification"" | ""electric:power source:specification"" | ""electric:power source:specification"" | ""electric:power source:specification"" | ""electric:power source:specification"" | ""electric:power source:specification"" | ""electric:power source:specification"" | ""electric:power source:specification"" | ""electric:power source:specification"" | ""electric:power source:specification"" | ""electric:power source:specification"" | ""electric:power source:specification"" | ""electric:power source:specification"" | ""electric:power source:specification"" | ""electric:power source:specification"" | ""electric:power source:specification"" | ""electric:power source:specification"" | ""electric:power source:specification"" | ""electric:power source:specification"" | ""electric:power source:specification"" | ""electric:power source:specification"" | ""electric:power source:specification"" | ""electric:power source:specification"" | ""electric:power source:specification"" | ""electric:power source:specification"" | ""electric:power source:specification"" | ""electric:power source:specification"" | ""electric:power source:specification""","[""three phase:phase:specification"", ""electric:power source:specification"", ""electric:power source:specification"", ""electric:power source:specification"", ""electric:power source:specification"", ""electric:power source:specification"", ""electric:power source:specification"", ""electric:power source:specification"", ""electric:power source:specification"", ""electric:power source:specification"", ""electric:power source:specification"", ""electric:power source:specification"", ""electric:power source:specification"", ""electric:power source:specification"", ""electric:power source:specification"", ""electric:power source:specification"", ""electric:power source:specification"", ""electric:power source:specification"", ""electric:power source:specification"", ""electric:power source:specification"", ""electric:power source:specification"", ""electric:power source:specification"", ""electric:power source:specification"", ""electric:power source:specification"", ""electric:power source:specification"", ""electric:power source:specification"", ""electric:power source:specification"", ""electric:power source:specification"", ""electric:power source:specification"", ""electric:power source:specification"", ""electric:power source:specification"", ""electric:power source:specification"", ""electric:power source:specification"", ""electric:power source:specification"", ""electric:power source:specification"", ""electric:power source:specification"", ""electric:power source:specification"", ""electric:power",
True,Extruder Machinery,0,[],,"```python
[]
```",
True,100Mm Extruder Machine,0,[],,"```python
[]
```",
True,90Mm Extruder Machine,1,['90 mm:screw diameter:specification'],90 mm:screw diameter:specification,"[""90 mm:screw diameter:specification""]",
True,multilayer extrusion machine,2,"['multilayer:layer:specification', 'extrusion machine:machine type:specification']",multilayer:layer:specification | extrusion machine:machine type:specification,"[""multilayer:layer:specification"", ""extrusion machine:machine type:specification""]",
True,automated solvent (soxhlet) extraction system,0,[],,"```python
[]
```",
True,Extruder Dana Machine,0,[],,[],
True,"""aloe vera gel extraction machine",0,[],,"```python
[]
```",
True,Centex,0,[],,"```python
[]
```",
True,double screw pipe making machine,0,[],,"```python
[]
```",
True,100  kg%2 fhr manual co rotating twin screw extruders,4,"['[""100 kg/hr:production capacity:specification""', '""manual:automation grade:specification""', '""co rotating:screw design:specification""', '""twin screw:type of extruder:specification""]']","[""100 kg/hr:production capacity:specification"" | ""manual:automation grade:specification"" | ""co rotating:screw design:specification"" | ""twin screw:type of extruder:specification""]","```python
[""100 kg/hr:production capacity:specification"", ""manual:automation grade:specification"", ""co rotating:screw design:specification"", ""twin screw:type of extruder:specification""]
```",
True,100  kg%2 fhr co rotating twin screw extruders,2,"['[""100 kg/hr:production capacity:specification""', '""twin screw:screw design:specification""]']","[""100 kg/hr:production capacity:specification"" | ""twin screw:screw design:specification""]","```python
[""100 kg/hr:production capacity:specification"", ""twin screw:screw design:specification""]
```",
True,manual co rotating twin screw extruders,3,"['manual:automation grade:specification', 'twin screw:screw design:specification', 'extruder:type:specification']",manual:automation grade:specification | twin screw:screw design:specification | extruder:type:specification,"[""manual:automation grade:specification"", ""twin screw:screw design:specification"", ""extruder:type:specification""]",
True,automatic co rotating twin screw extruders,3,"['automatic:automation grade:specification', 'twin screw:screw design:specification', 'twin screw:type of extruder:specification']",automatic:automation grade:specification | twin screw:screw design:specification | twin screw:type of extruder:specification,"[""automatic:automation grade:specification"", ""twin screw:screw design:specification"", ""twin screw:type of extruder:specification""]",
True,Tamarind Extruder Machine,0,[],,[],
True,100mm+extruder+pvc+xlpe+hopper,0,[],,"```python
[]
```",
True,100mm extruder pvcxlpe hopper,2,"['[""100 mm:die size:specification""', '""pvc:plastic processed:specification""]']","[""100 mm:die size:specification"" | ""pvc:plastic processed:specification""]","```python
[""100 mm:die size:specification"", ""pvc:plastic processed:specification""]
```",
True,Gold Refining Machine Capacity 100gms 1 Kg,2,"['[""100 gms:capacity:specification""', '""1 Kg:capacity:specification""]']","[""100 gms:capacity:specification"" | ""1 Kg:capacity:specification""]","```python
[""100 gms:capacity:specification"", ""1 Kg:capacity:specification""]
```",
True,hdpe twin screw extruder,3,"['[""hdpe:material:specification""', '""twin screw:screw design:specification""', '""extruder:type:specification""]']","[""hdpe:material:specification"" | ""twin screw:screw design:specification"" | ""extruder:type:specification""]","```python
[""hdpe:material:specification"", ""twin screw:screw design:specification"", ""extruder:type:specification""]
```",
True,hdpvc twin screw extruder near azamgarh,2,"['[""twin screw:screw design:specification""', '""pvc:plastic processed:specification""]']","[""twin screw:screw design:specification"" | ""pvc:plastic processed:specification""]","```python
[""twin screw:screw design:specification"", ""pvc:plastic processed:specification""]
```",
True,1 solvent  based  coating 250  gm perylene red,0,[],,"```python
[]
```",
True,gold refining service,1,['gold refining:usage/application:specification'],gold refining:usage/application:specification,"[""gold refining:usage/application:specification""]",
True,silver refining plant 50 kg,2,"['[""silver refining plant:usage/application:specification""', '""50 kg:capacity(kg):specification""]']","[""silver refining plant:usage/application:specification"" | ""50 kg:capacity(kg):specification""]","```python
[""silver refining plant:usage/application:specification"", ""50 kg:capacity(kg):specification""]
```",
True,groundnuts solvent extraction plant,0,[],,[],
True,electrolytic gold refining plant,3,"['electrolytic:process type:specification', 'gold:refining material:specification', 'refining plant:usage:specification']",electrolytic:process type:specification | gold:refining material:specification | refining plant:usage:specification,"[""electrolytic:process type:specification"", ""gold:refining material:specification"", ""refining plant:usage:specification""]",
True,10 TPD herbal extraction plant,2,"['10 tpd:capacity:specification', 'herbal extraction:usage/application:specification']",10 tpd:capacity:specification | herbal extraction:usage/application:specification,"[""10 tpd:capacity:specification"", ""herbal extraction:usage/application:specification""]",
True,2 kg automatic gold refinery machine,2,"['2 kg:capacity(kg):specification', 'automatic:automation grade:specification']",2 kg:capacity(kg):specification | automatic:automation grade:specification,"[""2 kg:capacity(kg):specification"", ""automatic:automation grade:specification""]",
True,yes solvent extraction systems,0,[],,"```python
[]
```",
True,soybean seed solvent extraction plant,2,"['solvent extraction:extraction method:specification', 'soybean oilseeds:raw material:specification']",solvent extraction:extraction method:specification | soybean oilseeds:raw material:specification,"[""solvent extraction:extraction method:specification"", ""soybean oilseeds:raw material:specification""]",
True,oryza sativa extract (rice bran),0,[],,"```python
[]
```",
True,solvent extraction,1,['solvent extraction:extraction method:specification'],solvent extraction:extraction method:specification,"[""solvent extraction:extraction method:specification""]",
True,no Silver Recovery Unit,0,[],,"```python
[]
```",
True,teflon wire extruder,0,[],,[],
True,chili oleoresins extraction plants,0,[],,[],
True,Used Gold Necklace Refining Service,0,[],,"```python
[]
```",
True,Lava Spray Extraction Machine,0,[],,[],
True,yes no 5 kg Gold Refining Plant,0,[],,"```python
[]
```",
True,building wire/ jacketing extrusion lines,0,[],,[],
True,Solid Phase Extraction Manifold,0,[],,"```python
[]
```",
True,pvc profile twin screw extruders,3,"['pvc:plastic processed:specification', 'twin screw:screw design:specification', 'profile extruder:type:specification']",pvc:plastic processed:specification | twin screw:screw design:specification | profile extruder:type:specification,"[""pvc:plastic processed:specification"", ""twin screw:screw design:specification"", ""profile extruder:type:specification""]",
True,Twin Screw Profile Extruder,2,"['twin screw:screw design:specification', 'profile extruder:type:specification']",twin screw:screw design:specification | profile extruder:type:specification,"[""twin screw:screw design:specification"", ""profile extruder:type:specification""]",
True,Three Layers Co Extrusion Blown Film Machine,4,"['[""three layer:layer:specification""', '""automatic:automation grade:specification""', '""three phase:phase:specification""', '""machine type:machine type:specification""]']","[""three layer:layer:specification"" | ""automatic:automation grade:specification"" | ""three phase:phase:specification"" | ""machine type:machine type:specification""]","```python
[""three layer:layer:specification"", ""automatic:automation grade:specification"", ""three phase:phase:specification"", ""machine type:machine type:specification""]
```",
True,compostable blown film extruder,3,"['plastic:material to be extruded:specification', 'automatic:automation grade:specification', 'blown film extrusion machine:machine type:specification']",plastic:material to be extruded:specification | automatic:automation grade:specification | blown film extrusion machine:machine type:specification,"[""plastic:material to be extruded:specification"", ""automatic:automation grade:specification"", ""blown film extrusion machine:machine type:specification""]",
True,TPU tubing extrusion,0,[],,"```python
[]
```",
True,3 layer aba blown film machine,3,"['3 layer:layer:specification', 'aba:model name/number:specification', 'blown film extrusion machine:machine type:specification']",3 layer:layer:specification | aba:model name/number:specification | blown film extrusion machine:machine type:specification,"[""3 layer:layer:specification"", ""aba:model name/number:specification"", ""blown film extrusion machine:machine type:specification""]",
True,Cable Extrusion Plant,2,"['cable extruder:type:specification', 'industrial:usage/application:specification']",cable extruder:type:specification | industrial:usage/application:specification,"[""cable extruder:type:specification"", ""industrial:usage/application:specification""]",
True,twin screw extruder pelletzing line machine,2,"['twin screw:screw design:specification', 'twin screw:type of extruder:specification']",twin screw:screw design:specification | twin screw:type of extruder:specification,"[""twin screw:screw design:specification"", ""twin screw:type of extruder:specification""]",
True,Industrial Cable Extrusion Machine,3,"['industrial:usage/application:specification', 'electric:power source:specification', 'cable extruder:type:specification']",industrial:usage/application:specification | electric:power source:specification | cable extruder:type:specification,"[""industrial:usage/application:specification"", ""electric:power source:specification"", ""cable extruder:type:specification""]",
True,no extrusion-plant,0,[],,"```python
[]
```",
True,brass extrusion plant,0,[],,[],
True,Soybean Extract Daidzein Powder 98% CAS 486-66-8,0,[],,"```python
[]
```",
True,solvant plant,0,[],,[],
True,Gold and Silver Combined Refining Machin,0,[],,"```python
[]
```",
True,sulica extraction plant,0,[],,[],
True,Herbal Essential Oil Extraction Plant,1,['herbal extraction:usage/application:specification'],herbal extraction:usage/application:specification,"[""herbal extraction:usage/application:specification""]",
True,beetle bakr,0,[],,"```python
[]
```",
True,farsan excruder die,0,[],,[],
True,पानी से बाजरी निकालने का मशीन,0,[],,"```python
[]
```",
True,Aluminium Extrusion Press Line Handling System,0,[],,"```python
[]
```",
True,single die extruder for hot melt adhesive,1,"['[""single die:die type:specification""]']","[""single die:die type:specification""]","```python
[""single die:die type:specification""]
```",
True,titanium Refinery Machine Container,0,[],,"```python
[]
```",
True,T Die Nylon Extruder Machine,0,[],,"```python
[]
```",
True,lldpe blown film extrusion plant,2,"['lldpe:material to be extruded:specification', 'blown film extrusion machine:machine type:specification']",lldpe:material to be extruded:specification | blown film extrusion machine:machine type:specification,"[""lldpe:material to be extruded:specification"", ""blown film extrusion machine:machine type:specification""]",
True,dye gold plant,0,[],,[],
True,gold refining plant in bengaluru,0,[],,"```python
[]
```",
True,Automatic Twin Screw Extruders,3,"['[""automatic:automation grade:specification""', '""twin screw:screw design:specification""', '""extruder:type:specification""]']","[""automatic:automation grade:specification"" | ""twin screw:screw design:specification"" | ""extruder:type:specification""]","```python
[""automatic:automation grade:specification"", ""twin screw:screw design:specification"", ""extruder:type:specification""]
```",
True,toyota prado 2.7l vt twin-screw supercharger kit  40% hp,0,[],,"```python
[]
```",
True,Extruder PSCE-100,0,[],,"```python
[]
```",
True,beta scrow,0,[],,"```python
[]
```",
True,65 mm mono layer extruder,2,"['[""65 mm:screw diameter:specification""', '""mono layer:layer:specification""]']","[""65 mm:screw diameter:specification"" | ""mono layer:layer:specification""]","```python
[""65 mm:screw diameter:specification"", ""mono layer:layer:specification""]
```",
True,cutter compactor extruders,0,[],,[],
True,fat extraction machine,0,[],,[],
True,hopper required for 100mm extruder,0,[],,"```python
[]
```",
True,Twin Screw Extruder For PVC Pipe Production Capacity: 180 Kg/HR,2,"['[""twin screw:screw design:specification""', '""180 kg/hr:production capacity:specification""]']","[""twin screw:screw design:specification"" | ""180 kg/hr:production capacity:specification""]","```python
[""twin screw:screw design:specification"", ""180 kg/hr:production capacity:specification""]
```",
True,blown film extrusion machine two layer,2,"['[""two layer:layer:specification""', '""blown film extrusion machine:machine type:specification""]']","[""two layer:layer:specification"" | ""blown film extrusion machine:machine type:specification""]","```python
[""two layer:layer:specification"", ""blown film extrusion machine:machine type:specification""]
```",
True,Stomastar Liquid,0,[],,"```python
[]
```",
True,stevia extraction machinery,0,[],,[],
True,yash bitumen extractor,0,[],,"```python
[]
```",
True,aba filme machine,0,[],,[],
True,no cable extruder machine,0,[],,[],
True,prefenofs luqued,0,[],,"```python
[]
```",
True,PVC Blown Film Machine - 60kg/hr Capacity,2,"['[""60 kg/hr:production capacity:specification""', '""pvc:plastic processed:specification""]']","[""60 kg/hr:production capacity:specification"" | ""pvc:plastic processed:specification""]","```python
[""60 kg/hr:production capacity:specification"", ""pvc:plastic processed:specification""]
```",
True,Automatic Twin Screw Corn Puffed Stick Extruder,3,"['[""automatic:automation grade:specification""', '""twin screw:screw design:specification""', '""plastic:material to be extruded:specification""]']","[""automatic:automation grade:specification"" | ""twin screw:screw design:specification"" | ""plastic:material to be extruded:specification""]","```python
[""automatic:automation grade:specification"", ""twin screw:screw design:specification"", ""plastic:material to be extruded:specification""]
```",
True,BL Series Of High Quality Double Screw Extruder,0,[],,"```python
[]
```",
True,Automatic Twin Screw Corn Pola Bamboo Extruder,3,"['[""automatic:automation grade:specification""', '""twin screw:screw design:specification""', '""extruder:type:specification""]']","[""automatic:automation grade:specification"" | ""twin screw:screw design:specification"" | ""extruder:type:specification""]","```python
[""automatic:automation grade:specification"", ""twin screw:screw design:specification"", ""extruder:type:specification""]
```",
True,Twin Screw Corn Ring Production Line,0,[],,"```python
[]
```",
True,Twin Screw Murmure Extruder,2,"['twin screw:screw design:specification', 'extruder:type:specification']",twin screw:screw design:specification | extruder:type:specification,"[""twin screw:screw design:specification"", ""extruder:type:specification""]",
True,Automatic Twin Screw Corn Puffed Ring Extruder,3,"['[""automatic:automation grade:specification""', '""twin screw:screw design:specification""', '""plastic:material to be extruded:specification""]']","[""automatic:automation grade:specification"" | ""twin screw:screw design:specification"" | ""plastic:material to be extruded:specification""]","```python
[""automatic:automation grade:specification"", ""twin screw:screw design:specification"", ""plastic:material to be extruded:specification""]
```",
True,Centrifuge Hydro Extractor,0,[],,"```python
[]
```",
True,Herbal_Extraction_Plant,1,['herbal extraction:usage/application:specification'],herbal extraction:usage/application:specification,"[""herbal extraction:usage/application:specification""]",
True,italian gold filter,0,[],,"```python
[]
```",
True,herbal extraction and distillation plants,1,['herbal extraction:usage/application:specification'],herbal extraction:usage/application:specification,"[""herbal extraction:usage/application:specification""]",
True,Jockey Extruder Machine Capacity: 10 to 60 Kg/hr,1,"['[""10 to 60 kg/hr:production capacity:specification""]']","[""10 to 60 kg/hr:production capacity:specification""]","```python
[""10 to 60 kg/hr:production capacity:specification""]
```",
True,kattha manufacturing plant,0,[],,[],
True,kattha or catecheu manufacturing plant  capacity: 10 tpd,1,['10 tpd:capacity:specification'],10 tpd:capacity:specification,"[""10 tpd:capacity:specification""]",
True,"Kattha Or Catecheu Manufacturing Plant, Capacity: 10 TPD",1,['10 tpd:capacity:specification'],10 tpd:capacity:specification,"[""10 tpd:capacity:specification""]",
True,Stainless Steel Catechu Extract Manufacturing Solvent Extraction Plant (100 TPD),3,"['[""stainless steel:body material:specification""', '""100 tpd:capacity:specification""', '""solvent extraction:extraction method:specification""]']","[""stainless steel:body material:specification"" | ""100 tpd:capacity:specification"" | ""solvent extraction:extraction method:specification""]","```python
[""stainless steel:body material:specification"", ""100 tpd:capacity:specification"", ""solvent extraction:extraction method:specification""]
```",
True,Cable Extrusion Machine,0,[],,[],
True,250 micron twin screw extruder,2,"['[""twin screw:screw design:specification""', '""250 micron:film thickness:specification""]']","[""twin screw:screw design:specification"" | ""250 micron:film thickness:specification""]","```python
[""twin screw:screw design:specification"", ""250 micron:film thickness:specification""]
```",
True,cable wire extruder machine,2,"['cable extruder:type:specification', 'wire & cable:usage/application:specification']",cable extruder:type:specification | wire & cable:usage/application:specification,"[""cable extruder:type:specification"", ""wire & cable:usage/application:specification""]",
True,co rotating twin screw extruders polymers,0,[],,"```python
[]
```",
True,thiokol lp-32 alkylen polysulfide,0,[],,[],
True,methico hr,0,[],,"```python
[]
```",
True,water extractor,0,[],,[],
True,10 kg silver refining plant,1,['10 kg:capacity(kg):specification'],10 kg:capacity(kg):specification,"[""10 kg:capacity(kg):specification""]",
True,centrifugal-hydro-extractor,0,[],,"```python
[]
```",
True,vikas industries fully automatic aba blown film extrusion machine,3,"['[""fully automatic:automation grade:specification""', '""aba:model name/number:specification""', '""blown film extrusion machine:machine type:specification""]']","[""fully automatic:automation grade:specification"" | ""aba:model name/number:specification"" | ""blown film extrusion machine:machine type:specification""]","```python
[""fully automatic:automation grade:specification"", ""aba:model name/number:specification"", ""blown film extrusion machine:machine type:specification""]
```",
True,Gold Refining Plan Machine,2,"['gold refining plant:usage/application:specification', 'gold refining plant:product type:specification']",gold refining plant:usage/application:specification | gold refining plant:product type:specification,"[""gold refining plant:usage/application:specification"", ""gold refining plant:product type:specification""]",
True,Vertical Extruders,0,[],,"```python
[]
```",
True,Jockey Extruder,0,[],,"```python
[]
```",
True,Ccv Line,0,[],,"```python
[]
```",
True,masterbatch twin screw extruder,0,[],,[],
True,twin+screw+extruder,1,['twin screw:type:specification'],twin screw:type:specification,"[""twin screw:type:specification""]",
True,Profile Extruder Machine,0,[],,"```python
[]
```",
True,Gold Refinery Consultant,0,[],,[],
True,Nederman BenchTop Extraction Arm FX2  50 Original,0,[],,"```python
[]
```",
True,waluj,0,[],,[],
True,CARNIFORCYL LIQUID (,0,[],,[],
True,twin-screw extruder,2,"['twin screw:screw design:specification', 'twin screw:type of extruder:specification']",twin screw:screw design:specification | twin screw:type of extruder:specification,"[""twin screw:screw design:specification"", ""twin screw:type of extruder:specification""]",
True,gold processing machine,0,[],,[],
True,cleaning ingre,0,[],,[],
True,Zinc Recovery Systems,0,[],,"```python
[]
```",
True,100 no table top extruders,0,[],,[],
True,100 table top extruders,0,[],,[],
True,cable extruder for strip linning,0,[],,"```python
[]
```",
True,concrete mixer patiala hammerman engg co,0,[],,"```python
[]
```",
True,Milacron TC 80 Conical Screw Extrusion System,0,[],,"```python
[]
```",
True,silver refinery bangalore,3,"['silver:metal:specification', 'india:country of origin:specification', 'new:i deal in:specification']",silver:metal:specification | india:country of origin:specification | new:i deal in:specification,"[""silver:metal:specification"", ""india:country of origin:specification"", ""new:i deal in:specification""]",
