success,query,gemini_attr_count,gemini_isq_list,gemini_isq_pipe,gemini_raw_output
True,automatic centrifuge extractor 220v,3,"['[""centrifuge extractor:product:specification""', '""automatic:feature:specification""', '""220v:voltage:specification""]']","[""centrifuge extractor:product:specification"" | ""automatic:feature:specification"" | ""220v:voltage:specification""]","```
[""centrifuge extractor:product:specification"", ""automatic:feature:specification"", ""220v:voltage:specification""]
```"
True,aimil bitumen centrifuge extractor,2,"['bitumen:material:specification', 'centrifuge extractor:type:specification']",bitumen:material:specification | centrifuge extractor:type:specification,"[""bitumen:material:specification"", ""centrifuge extractor:type:specification""]"
True,aurangabad	mh	431136,3,"['aurangabad:location:specification', 'mh:location:specification', '431136:pincode:specification']",aurangabad:location:specification | mh:location:specification | 431136:pincode:specification,"[""aurangabad:location:specification"", ""mh:location:specification"", ""431136:pincode:specification""]"
True,AURANGABAD MH 431136,3,"['aurangabad:location:specification', 'mh:location:specification', '431136:zip_code:specification']",aurangabad:location:specification | mh:location:specification | 431136:zip_code:specification,"[""aurangabad:location:specification"", ""mh:location:specification"", ""431136:zip_code:specification""]"
True,6545 extrusion,1,['extrusion:type:specification'],extrusion:type:specification,"[""extrusion:type:specification""]"
True,6545 extrusion cable machine,2,"['extrusion:machine type:specification', 'cable:product:specification']",extrusion:machine type:specification | cable:product:specification,"[""extrusion:machine type:specification"", ""cable:product:specification""]"
True,Triple Line Cable Extruder Machine,2,"['cable:product:specification', 'extruder:type:specification']",cable:product:specification | extruder:type:specification,"[""cable:product:specification"", ""extruder:type:specification""]"
True,Extruder Machinery,1,['extruder:type:specification'],extruder:type:specification,"[""extruder:type:specification""]"
True,100Mm Extruder Machine,2,"['100mm:size:specification', 'extruder:type:specification']",100mm:size:specification | extruder:type:specification,"[""100mm:size:specification"", ""extruder:type:specification""]"
True,90Mm Extruder Machine,2,"['90mm:size:specification', 'extruder:type:specification']",90mm:size:specification | extruder:type:specification,"[""90mm:size:specification"", ""extruder:type:specification""]"
True,multilayer extrusion machine,2,"['multilayer:type:specification', 'extrusion:machine type:specification']",multilayer:type:specification | extrusion:machine type:specification,"[""multilayer:type:specification"", ""extrusion:machine type:specification""]"
True,automated solvent (soxhlet) extraction system,3,"['automated:feature:specification', 'solvent extraction:usage:specification', 'soxhlet:type:specification']",automated:feature:specification | solvent extraction:usage:specification | soxhlet:type:specification,"[""automated:feature:specification"", ""solvent extraction:usage:specification"", ""soxhlet:type:specification""]"
True,Extruder Dana Machine,2,"['extruder:type:specification', 'dana:usage:specification']",extruder:type:specification | dana:usage:specification,"[""extruder:type:specification"", ""dana:usage:specification""]"
True,"""aloe vera gel extraction machine",3,"['aloe vera gel:material:specification', 'extraction:type:specification', 'machine:type:specification']",aloe vera gel:material:specification | extraction:type:specification | machine:type:specification,"[""aloe vera gel:material:specification"", ""extraction:type:specification"", ""machine:type:specification""]"
True,Centex,1,['centex:product:specification'],centex:product:specification,"[""centex:product:specification""]"
True,double screw pipe making machine,3,"['double screw:type:specification', 'pipe:product:specification', 'making:usage:specification']",double screw:type:specification | pipe:product:specification | making:usage:specification,"[""double screw:type:specification"", ""pipe:product:specification"", ""making:usage:specification""]"
True,100  kg%2 fhr manual co rotating twin screw extruders,4,"['[""100 kg/hr:capacity:specification""', '""manual:control:specification""', '""co rotating twin screw:type:specification""', '""extruders:product:specification""]']","[""100 kg/hr:capacity:specification"" | ""manual:control:specification"" | ""co rotating twin screw:type:specification"" | ""extruders:product:specification""]","```
[""100 kg/hr:capacity:specification"", ""manual:control:specification"", ""co rotating twin screw:type:specification"", ""extruders:product:specification""]
```"
True,100  kg%2 fhr co rotating twin screw extruders,3,"['[""100 kg/hr:capacity:specification""', '""co rotating twin screw:type:specification""', '""extruders:product:specification""]']","[""100 kg/hr:capacity:specification"" | ""co rotating twin screw:type:specification"" | ""extruders:product:specification""]","```
[""100 kg/hr:capacity:specification"", ""co rotating twin screw:type:specification"", ""extruders:product:specification""]
```"
True,manual co rotating twin screw extruders,3,"['manual:operation:specification', 'co rotating twin screw:type:specification', 'extruders:product:specification']",manual:operation:specification | co rotating twin screw:type:specification | extruders:product:specification,"[""manual:operation:specification"", ""co rotating twin screw:type:specification"", ""extruders:product:specification""]"
True,automatic co rotating twin screw extruders,2,"['co rotating twin screw extruders:type:specification', 'automatic:feature:specification']",co rotating twin screw extruders:type:specification | automatic:feature:specification,"[""co rotating twin screw extruders:type:specification"", ""automatic:feature:specification""]"
True,Tamarind Extruder Machine,2,"['tamarind:usage:specification', 'extruder:type:specification']",tamarind:usage:specification | extruder:type:specification,"[""tamarind:usage:specification"", ""extruder:type:specification""]"
True,100mm+extruder+pvc+xlpe+hopper,5,"['[""100mm:size:specification""', '""extruder:type:specification""', '""pvc:material:specification""', '""xlpe:material:specification""', '""hopper:component:specification""]']","[""100mm:size:specification"" | ""extruder:type:specification"" | ""pvc:material:specification"" | ""xlpe:material:specification"" | ""hopper:component:specification""]","```
[""100mm:size:specification"", ""extruder:type:specification"", ""pvc:material:specification"", ""xlpe:material:specification"", ""hopper:component:specification""]
```"
True,100mm extruder pvcxlpe hopper,4,"['[""100mm:size:specification""', '""extruder:type:specification""', '""pvcxlpe:material:specification""', '""hopper:component:specification""]']","[""100mm:size:specification"" | ""extruder:type:specification"" | ""pvcxlpe:material:specification"" | ""hopper:component:specification""]","```
[""100mm:size:specification"", ""extruder:type:specification"", ""pvcxlpe:material:specification"", ""hopper:component:specification""]
```"
True,Gold Refining Machine Capacity 100gms 1 Kg,4,"['[""gold:material:specification""', '""refining:type:specification""', '""100gms:capacity:numeric""', '""1 kg:capacity:numeric""]']","[""gold:material:specification"" | ""refining:type:specification"" | ""100gms:capacity:numeric"" | ""1 kg:capacity:numeric""]","```
[""gold:material:specification"", ""refining:type:specification"", ""100gms:capacity:numeric"", ""1 kg:capacity:numeric""]
```"
True,hdpe twin screw extruder,2,"['hdpe:material:specification', 'twin screw extruder:type:specification']",hdpe:material:specification | twin screw extruder:type:specification,"[""hdpe:material:specification"", ""twin screw extruder:type:specification""]"
True,hdpvc twin screw extruder near azamgarh,3,"['[""hdpvc:material:specification""', '""twin screw extruder:type:specification""', '""azamgarh:location:specification""]']","[""hdpvc:material:specification"" | ""twin screw extruder:type:specification"" | ""azamgarh:location:specification""]","```
[""hdpvc:material:specification"", ""twin screw extruder:type:specification"", ""azamgarh:location:specification""]
```"
True,1 solvent  based  coating 250  gm perylene red,3,"['solvent based coating:product:specification', '250 gm:size:specification', 'perylene red:color:specification']",solvent based coating:product:specification | 250 gm:size:specification | perylene red:color:specification,"[""solvent based coating:product:specification"", ""250 gm:size:specification"", ""perylene red:color:specification""]"
True,gold refining service,2,"['gold:material:specification', 'refining:service:specification']",gold:material:specification | refining:service:specification,"[""gold:material:specification"", ""refining:service:specification""]"
True,silver refining plant 50 kg,3,"['silver:usage:specification', 'refining:type:specification', '50 kg:capacity:numeric']",silver:usage:specification | refining:type:specification | 50 kg:capacity:numeric,"[""silver:usage:specification"", ""refining:type:specification"", ""50 kg:capacity:numeric""]"
True,groundnuts solvent extraction plant,2,"['groundnuts:material:specification', 'solvent extraction:usage:specification']",groundnuts:material:specification | solvent extraction:usage:specification,"[""groundnuts:material:specification"", ""solvent extraction:usage:specification""]"
True,electrolytic gold refining plant,2,"['electrolytic:process:specification', 'gold refining:usage:specification']",electrolytic:process:specification | gold refining:usage:specification,"[""electrolytic:process:specification"", ""gold refining:usage:specification""]"
True,10 TPD herbal extraction plant,3,"['10 TPD:capacity:specification', 'herbal:usage:specification', 'extraction:type:specification']",10 TPD:capacity:specification | herbal:usage:specification | extraction:type:specification,"[""10 TPD:capacity:specification"", ""herbal:usage:specification"", ""extraction:type:specification""]"
True,2 kg automatic gold refinery machine,2,"['2 kg:capacity:specification', 'gold refinery:product:specification']",2 kg:capacity:specification | gold refinery:product:specification,"[""2 kg:capacity:specification"", ""gold refinery:product:specification""]"
True,yes solvent extraction systems,2,"['solvent extraction:usage:specification', 'systems:type:specification']",solvent extraction:usage:specification | systems:type:specification,"[""solvent extraction:usage:specification"", ""systems:type:specification""]"
True,soybean seed solvent extraction plant,2,"['soybean seed:material:specification', 'solvent extraction:usage:specification']",soybean seed:material:specification | solvent extraction:usage:specification,"[""soybean seed:material:specification"", ""solvent extraction:usage:specification""]"
True,oryza sativa extract (rice bran),2,"['oryza sativa:product:specification', 'rice bran:material:specification']",oryza sativa:product:specification | rice bran:material:specification,"[""oryza sativa:product:specification"", ""rice bran:material:specification""]"
True,solvent extraction,1,['solvent extraction:usage:specification'],solvent extraction:usage:specification,"[""solvent extraction:usage:specification""]"
True,no Silver Recovery Unit,2,"['silver:material:specification', 'recovery unit:type:specification']",silver:material:specification | recovery unit:type:specification,"[""silver:material:specification"", ""recovery unit:type:specification""]"
True,teflon wire extruder,3,"['teflon:material:specification', 'wire:product:specification', 'extruder:type:specification']",teflon:material:specification | wire:product:specification | extruder:type:specification,"[""teflon:material:specification"", ""wire:product:specification"", ""extruder:type:specification""]"
True,chili oleoresins extraction plants,4,"['chili:usage:specification', 'oleoresins:product:specification', 'extraction:type:specification', 'plants:type:specification']",chili:usage:specification | oleoresins:product:specification | extraction:type:specification | plants:type:specification,"[""chili:usage:specification"", ""oleoresins:product:specification"", ""extraction:type:specification"", ""plants:type:specification""]"
True,Used Gold Necklace Refining Service,3,"['gold necklace:product:specification', 'refining:service:specification', 'used:condition:specification']",gold necklace:product:specification | refining:service:specification | used:condition:specification,"[""gold necklace:product:specification"", ""refining:service:specification"", ""used:condition:specification""]"
True,Lava Spray Extraction Machine,2,"['lava:usage:specification', 'spray extraction:type:specification']",lava:usage:specification | spray extraction:type:specification,"[""lava:usage:specification"", ""spray extraction:type:specification""]"
True,yes no 5 kg Gold Refining Plant,3,"['gold:material:specification', 'refining:type:specification', '5 kg:capacity:specification']",gold:material:specification | refining:type:specification | 5 kg:capacity:specification,"[""gold:material:specification"", ""refining:type:specification"", ""5 kg:capacity:specification""]"
True,building wire/ jacketing extrusion lines,4,"['building:usage:specification', 'wire:product:specification', 'jacketing:usage:specification', 'extrusion lines:type:specification']",building:usage:specification | wire:product:specification | jacketing:usage:specification | extrusion lines:type:specification,"[""building:usage:specification"", ""wire:product:specification"", ""jacketing:usage:specification"", ""extrusion lines:type:specification""]"
True,Solid Phase Extraction Manifold,2,"['solid phase extraction:type:specification', 'manifold:product:specification']",solid phase extraction:type:specification | manifold:product:specification,"[""solid phase extraction:type:specification"", ""manifold:product:specification""]"
True,pvc profile twin screw extruders,3,"['pvc:material:specification', 'profile:product:specification', 'twin screw extruders:type:specification']",pvc:material:specification | profile:product:specification | twin screw extruders:type:specification,"[""pvc:material:specification"", ""profile:product:specification"", ""twin screw extruders:type:specification""]"
True,Twin Screw Profile Extruder,3,"['twin screw:type:specification', 'extruder:type:specification', 'profile:usage:specification']",twin screw:type:specification | extruder:type:specification | profile:usage:specification,"[""twin screw:type:specification"", ""extruder:type:specification"", ""profile:usage:specification""]"
True,Three Layers Co Extrusion Blown Film Machine,3,"['three layers:layers:specification', 'co extrusion:type:specification', 'blown film:usage:specification']",three layers:layers:specification | co extrusion:type:specification | blown film:usage:specification,"[""three layers:layers:specification"", ""co extrusion:type:specification"", ""blown film:usage:specification""]"
True,compostable blown film extruder,3,"['compostable:material:specification', 'film:usage:specification', 'extruder:type:specification']",compostable:material:specification | film:usage:specification | extruder:type:specification,"[""compostable:material:specification"", ""film:usage:specification"", ""extruder:type:specification""]"
True,TPU tubing extrusion,3,"['tpu:material:specification', 'tubing:product:specification', 'extrusion:machine type:specification']",tpu:material:specification | tubing:product:specification | extrusion:machine type:specification,"[""tpu:material:specification"", ""tubing:product:specification"", ""extrusion:machine type:specification""]"
True,3 layer aba blown film machine,2,"['3 layer aba:configuration:specification', 'blown film:type:specification']",3 layer aba:configuration:specification | blown film:type:specification,"[""3 layer aba:configuration:specification"", ""blown film:type:specification""]"
True,Cable Extrusion Plant,2,"['cable:product:specification', 'extrusion:machine type:specification']",cable:product:specification | extrusion:machine type:specification,"[""cable:product:specification"", ""extrusion:machine type:specification""]"
True,twin screw extruder pelletzing line machine,2,"['twin screw extruder:type:specification', 'pelletzing:process:specification']",twin screw extruder:type:specification | pelletzing:process:specification,"[""twin screw extruder:type:specification"", ""pelletzing:process:specification""]"
True,Industrial Cable Extrusion Machine,3,"['cable:product:specification', 'extrusion:machine type:specification', 'industrial:usage:specification']",cable:product:specification | extrusion:machine type:specification | industrial:usage:specification,"[""cable:product:specification"", ""extrusion:machine type:specification"", ""industrial:usage:specification""]"
True,no extrusion-plant,1,['extrusion:machine type:specification'],extrusion:machine type:specification,"[""extrusion:machine type:specification""]"
True,brass extrusion plant,2,"['brass:material:specification', 'extrusion:machine type:specification']",brass:material:specification | extrusion:machine type:specification,"[""brass:material:specification"", ""extrusion:machine type:specification""]"
True,Soybean Extract Daidzein Powder 98% CAS 486-66-8,5,"['[""soybean:source:specification""', '""daidzein:chemical_compound:specification""', '""powder:form:specification""', '""98%:purity:specification""', '""486-66-8:cas_number:specification""]']","[""soybean:source:specification"" | ""daidzein:chemical_compound:specification"" | ""powder:form:specification"" | ""98%:purity:specification"" | ""486-66-8:cas_number:specification""]","```
[""soybean:source:specification"", ""daidzein:chemical_compound:specification"", ""powder:form:specification"", ""98%:purity:specification"", ""486-66-8:cas_number:specification""]
```"
True,solvant plant,1,['solvant:usage:specification'],solvant:usage:specification,"[""solvant:usage:specification""]"
True,Gold and Silver Combined Refining Machin,3,"['gold:material:specification', 'silver:material:specification', 'refining:type:specification']",gold:material:specification | silver:material:specification | refining:type:specification,"[""gold:material:specification"", ""silver:material:specification"", ""refining:type:specification""]"
True,sulica extraction plant,2,"['sulica:usage:specification', 'extraction:type:specification']",sulica:usage:specification | extraction:type:specification,"[""sulica:usage:specification"", ""extraction:type:specification""]"
True,Herbal Essential Oil Extraction Plant,3,"['herbal:usage:specification', 'essential oil:product:specification', 'extraction:type:specification']",herbal:usage:specification | essential oil:product:specification | extraction:type:specification,"[""herbal:usage:specification"", ""essential oil:product:specification"", ""extraction:type:specification""]"
True,beetle bakr,2,"['beetle:product:specification', 'bakr:product:specification']",beetle:product:specification | bakr:product:specification,"[""beetle:product:specification"", ""bakr:product:specification""]"
True,farsan excruder die,3,"['farsan:food:specification', 'excruder:type:specification', 'die:part:specification']",farsan:food:specification | excruder:type:specification | die:part:specification,"[""farsan:food:specification"", ""excruder:type:specification"", ""die:part:specification""]"
True,पानी से बाजरी निकालने का मशीन,2,"['[""bajri:material:specification""', '""extracting:type:specification""]']","[""bajri:material:specification"" | ""extracting:type:specification""]","Here""s the breakdown of the query ""पानी से बाजरी निकालने का मशीन"" and the extracted attributes in ISQ format:

*   **पानी से (pani se)** - This translates to ""from water"" or ""with water"". It indicates the material being processed or the environment.
*   **बाजरी (bajri)** - This is the Hindi word for pearl millet, the material being processed.
*   **निकालने का मशीन (nikalne ka machine)** - This translates to ""extracting machine"" or ""machine for extracting"". It indicates the type of product.

Therefore, the output is:

```
[""bajri:material:specification"", ""extracting:type:specification""]
```"
True,Aluminium Extrusion Press Line Handling System,3,"['[""aluminium:material:specification""', '""extrusion:machine type:specification""', '""press line handling:system:specification""]']","[""aluminium:material:specification"" | ""extrusion:machine type:specification"" | ""press line handling:system:specification""]","```
[""aluminium:material:specification"", ""extrusion:machine type:specification"", ""press line handling:system:specification""]
```"
True,single die extruder for hot melt adhesive,3,"['single die:type:specification', 'extruder:type:specification', 'hot melt adhesive:usage:specification']",single die:type:specification | extruder:type:specification | hot melt adhesive:usage:specification,"[""single die:type:specification"", ""extruder:type:specification"", ""hot melt adhesive:usage:specification""]"
True,titanium Refinery Machine Container,3,"['titanium:material:specification', 'refinery:type:specification', 'container:product:specification']",titanium:material:specification | refinery:type:specification | container:product:specification,"[""titanium:material:specification"", ""refinery:type:specification"", ""container:product:specification""]"
True,T Die Nylon Extruder Machine,2,"['nylon:material:specification', 'extruder:type:specification']",nylon:material:specification | extruder:type:specification,"[""nylon:material:specification"", ""extruder:type:specification""]"
True,lldpe blown film extrusion plant,2,"['lldpe:material:specification', 'film extrusion:machine type:specification']",lldpe:material:specification | film extrusion:machine type:specification,"[""lldpe:material:specification"", ""film extrusion:machine type:specification""]"
True,dye gold plant,2,"['gold:usage:specification', 'dye:usage:specification']",gold:usage:specification | dye:usage:specification,"[""gold:usage:specification"", ""dye:usage:specification""]"
True,gold refining plant in bengaluru,3,"['gold:usage:specification', 'refining:type:specification', 'bengaluru:location:specification']",gold:usage:specification | refining:type:specification | bengaluru:location:specification,"[""gold:usage:specification"", ""refining:type:specification"", ""bengaluru:location:specification""]"
True,Automatic Twin Screw Extruders,3,"['twin screw:type:specification', 'automatic:feature:specification', 'extruders:type:specification']",twin screw:type:specification | automatic:feature:specification | extruders:type:specification,"[""twin screw:type:specification"", ""automatic:feature:specification"", ""extruders:type:specification""]"
True,toyota prado 2.7l vt twin-screw supercharger kit  40% hp,6,"['[""toyota prado:model:specification""', '""2.7l:engine_size:specification""', '""vt:model:specification""', '""twin-screw supercharger:type:specification""', '""kit:product:specification""', '""40% hp:performance:specification""]']","[""toyota prado:model:specification"" | ""2.7l:engine_size:specification"" | ""vt:model:specification"" | ""twin-screw supercharger:type:specification"" | ""kit:product:specification"" | ""40% hp:performance:specification""]","```
[""toyota prado:model:specification"", ""2.7l:engine_size:specification"", ""vt:model:specification"", ""twin-screw supercharger:type:specification"", ""kit:product:specification"", ""40% hp:performance:specification""]
```"
True,Extruder PSCE-100,2,"['PSCE-100:model:specification', 'extruder:type:specification']",PSCE-100:model:specification | extruder:type:specification,"[""PSCE-100:model:specification"", ""extruder:type:specification""]"
True,beta scrow,1,['scrow:type:specification'],scrow:type:specification,"[""scrow:type:specification""]"
True,65 mm mono layer extruder,3,"['65 mm:size:specification', 'mono layer:layer:specification', 'extruder:type:specification']",65 mm:size:specification | mono layer:layer:specification | extruder:type:specification,"[""65 mm:size:specification"", ""mono layer:layer:specification"", ""extruder:type:specification""]"
True,cutter compactor extruders,3,"['cutter:type:specification', 'compactor:type:specification', 'extruder:type:specification']",cutter:type:specification | compactor:type:specification | extruder:type:specification,"[""cutter:type:specification"", ""compactor:type:specification"", ""extruder:type:specification""]"
True,fat extraction machine,2,"['fat:usage:specification', 'extraction:type:specification']",fat:usage:specification | extraction:type:specification,"[""fat:usage:specification"", ""extraction:type:specification""]"
True,hopper required for 100mm extruder,3,"['100mm:size:specification', 'extruder:type:specification', 'hopper:product:specification']",100mm:size:specification | extruder:type:specification | hopper:product:specification,"[""100mm:size:specification"", ""extruder:type:specification"", ""hopper:product:specification""]"
True,Twin Screw Extruder For PVC Pipe Production Capacity: 180 Kg/HR,3,"['[""twin screw extruder:type:specification""', '""pvc pipe:product:specification""', '""180 kg/hr:capacity:numeric""]']","[""twin screw extruder:type:specification"" | ""pvc pipe:product:specification"" | ""180 kg/hr:capacity:numeric""]","```
[""twin screw extruder:type:specification"", ""pvc pipe:product:specification"", ""180 kg/hr:capacity:numeric""]
```"
True,blown film extrusion machine two layer,3,"['film:usage:specification', 'extrusion:machine type:specification', 'two layer:configuration:specification']",film:usage:specification | extrusion:machine type:specification | two layer:configuration:specification,"[""film:usage:specification"", ""extrusion:machine type:specification"", ""two layer:configuration:specification""]"
True,Stomastar Liquid,1,['liquid:form:specification'],liquid:form:specification,"[""liquid:form:specification""]"
True,stevia extraction machinery,3,"['stevia:usage:specification', 'extraction:type:specification', 'machinery:type:specification']",stevia:usage:specification | extraction:type:specification | machinery:type:specification,"[""stevia:usage:specification"", ""extraction:type:specification"", ""machinery:type:specification""]"
True,yash bitumen extractor,2,"['bitumen:material:specification', 'extractor:product:specification']",bitumen:material:specification | extractor:product:specification,"[""bitumen:material:specification"", ""extractor:product:specification""]"
True,aba filme machine,2,"['aba:type:specification', 'filme:type:specification']",aba:type:specification | filme:type:specification,"[""aba:type:specification"", ""filme:type:specification""]"
True,no cable extruder machine,2,"['extruder:type:specification', 'cable:material:exclusion']",extruder:type:specification | cable:material:exclusion,"[""extruder:type:specification"", ""cable:material:exclusion""]"
True,prefenofs luqued,0,[],,"Here""s the output for the query ""prefenofs luqued"" in ISQ format:

Output: [""luqued:product:specification""]"
True,PVC Blown Film Machine - 60kg/hr Capacity,3,"['[""pvc:material:specification""', '""blown film:usage:specification""', '""60kg/hr:capacity:specification""]']","[""pvc:material:specification"" | ""blown film:usage:specification"" | ""60kg/hr:capacity:specification""]","```
[""pvc:material:specification"", ""blown film:usage:specification"", ""60kg/hr:capacity:specification""]
```"
True,Automatic Twin Screw Corn Puffed Stick Extruder,5,"['automatic:feature:specification', 'twin screw:type:specification', 'corn:material:specification', 'puffed stick:form:specification', 'extruder:type:specification']",automatic:feature:specification | twin screw:type:specification | corn:material:specification | puffed stick:form:specification | extruder:type:specification,"[""automatic:feature:specification"", ""twin screw:type:specification"", ""corn:material:specification"", ""puffed stick:form:specification"", ""extruder:type:specification""]"
True,BL Series Of High Quality Double Screw Extruder,2,"['double screw extruder:type:specification', 'high quality:quality:specification']",double screw extruder:type:specification | high quality:quality:specification,"[""double screw extruder:type:specification"", ""high quality:quality:specification""]"
True,Automatic Twin Screw Corn Pola Bamboo Extruder,6,"['[""automatic:feature:specification""', '""twin screw:type:specification""', '""corn:material:specification""', '""pola:material:specification""', '""bamboo:material:specification""', '""extruder:type:specification""]']","[""automatic:feature:specification"" | ""twin screw:type:specification"" | ""corn:material:specification"" | ""pola:material:specification"" | ""bamboo:material:specification"" | ""extruder:type:specification""]","```
[""automatic:feature:specification"", ""twin screw:type:specification"", ""corn:material:specification"", ""pola:material:specification"", ""bamboo:material:specification"", ""extruder:type:specification""]
```"
True,Twin Screw Corn Ring Production Line,3,"['twin screw:type:specification', 'corn ring:product:specification', 'production line:type:specification']",twin screw:type:specification | corn ring:product:specification | production line:type:specification,"[""twin screw:type:specification"", ""corn ring:product:specification"", ""production line:type:specification""]"
True,Twin Screw Murmure Extruder,3,"['twin screw:type:specification', 'murmure:product:specification', 'extruder:type:specification']",twin screw:type:specification | murmure:product:specification | extruder:type:specification,"[""twin screw:type:specification"", ""murmure:product:specification"", ""extruder:type:specification""]"
True,Automatic Twin Screw Corn Puffed Ring Extruder,5,"['[""automatic:feature:specification""', '""twin screw:type:specification""', '""corn:material:specification""', '""puffed ring:shape:specification""', '""extruder:type:specification""]']","[""automatic:feature:specification"" | ""twin screw:type:specification"" | ""corn:material:specification"" | ""puffed ring:shape:specification"" | ""extruder:type:specification""]","```
[""automatic:feature:specification"", ""twin screw:type:specification"", ""corn:material:specification"", ""puffed ring:shape:specification"", ""extruder:type:specification""]
```"
True,Centrifuge Hydro Extractor,2,"['centrifuge:type:specification', 'hydro extractor:type:specification']",centrifuge:type:specification | hydro extractor:type:specification,"[""centrifuge:type:specification"", ""hydro extractor:type:specification""]"
True,Herbal_Extraction_Plant,2,"['herbal:usage:specification', 'extraction:type:specification']",herbal:usage:specification | extraction:type:specification,"[""herbal:usage:specification"", ""extraction:type:specification""]"
True,italian gold filter,3,"['gold:material:specification', 'filter:type:specification', 'italian:origin:specification']",gold:material:specification | filter:type:specification | italian:origin:specification,"[""gold:material:specification"", ""filter:type:specification"", ""italian:origin:specification""]"
True,herbal extraction and distillation plants,3,"['herbal:usage:specification', 'extraction:type:specification', 'distillation:type:specification']",herbal:usage:specification | extraction:type:specification | distillation:type:specification,"[""herbal:usage:specification"", ""extraction:type:specification"", ""distillation:type:specification""]"
True,Jockey Extruder Machine Capacity: 10 to 60 Kg/hr,2,"['[""extruder:type:specification""', '""10 to 60 kg/hr:capacity:numeric""]']","[""extruder:type:specification"" | ""10 to 60 kg/hr:capacity:numeric""]","```
[""extruder:type:specification"", ""10 to 60 kg/hr:capacity:numeric""]
```"
True,kattha manufacturing plant,2,"['kattha:product:specification', 'manufacturing:process:specification']",kattha:product:specification | manufacturing:process:specification,"[""kattha:product:specification"", ""manufacturing:process:specification""]"
True,kattha or catecheu manufacturing plant  capacity: 10 tpd,4,"['[""kattha:product:specification""', '""catecheu:product:specification""', '""manufacturing plant:type:specification""', '""10 tpd:capacity:numeric""]']","[""kattha:product:specification"" | ""catecheu:product:specification"" | ""manufacturing plant:type:specification"" | ""10 tpd:capacity:numeric""]","```
[""kattha:product:specification"", ""catecheu:product:specification"", ""manufacturing plant:type:specification"", ""10 tpd:capacity:numeric""]
```"
True,"Kattha Or Catecheu Manufacturing Plant, Capacity: 10 TPD",4,"['[""kattha:product:specification""', '""catecheu:product:specification""', '""manufacturing plant:type:specification""', '""10 TPD:capacity:numeric""]']","[""kattha:product:specification"" | ""catecheu:product:specification"" | ""manufacturing plant:type:specification"" | ""10 TPD:capacity:numeric""]","```
[""kattha:product:specification"", ""catecheu:product:specification"", ""manufacturing plant:type:specification"", ""10 TPD:capacity:numeric""]
```"
True,Stainless Steel Catechu Extract Manufacturing Solvent Extraction Plant (100 TPD),5,"['[""stainless steel:material:specification""', '""catechu extract:product:specification""', '""manufacturing:usage:specification""', '""solvent extraction:usage:specification""', '""100 TPD:capacity:specification""]']","[""stainless steel:material:specification"" | ""catechu extract:product:specification"" | ""manufacturing:usage:specification"" | ""solvent extraction:usage:specification"" | ""100 TPD:capacity:specification""]","```
[""stainless steel:material:specification"", ""catechu extract:product:specification"", ""manufacturing:usage:specification"", ""solvent extraction:usage:specification"", ""100 TPD:capacity:specification""]
```"
True,Cable Extrusion Machine,2,"['cable:usage:specification', 'extrusion:machine type:specification']",cable:usage:specification | extrusion:machine type:specification,"[""cable:usage:specification"", ""extrusion:machine type:specification""]"
True,250 micron twin screw extruder,3,"['250 micron:size:specification', 'twin screw:type:specification', 'extruder:type:specification']",250 micron:size:specification | twin screw:type:specification | extruder:type:specification,"[""250 micron:size:specification"", ""twin screw:type:specification"", ""extruder:type:specification""]"
True,cable wire extruder machine,2,"['cable wire:product:specification', 'extruder:type:specification']",cable wire:product:specification | extruder:type:specification,"[""cable wire:product:specification"", ""extruder:type:specification""]"
True,co rotating twin screw extruders polymers,2,"['co rotating twin screw:type:specification', 'polymers:material:specification']",co rotating twin screw:type:specification | polymers:material:specification,"[""co rotating twin screw:type:specification"", ""polymers:material:specification""]"
True,thiokol lp-32 alkylen polysulfide,2,"['thiokol lp-32:product:specification', 'alkylen polysulfide:material:specification']",thiokol lp-32:product:specification | alkylen polysulfide:material:specification,"[""thiokol lp-32:product:specification"", ""alkylen polysulfide:material:specification""]"
True,methico hr,2,"['hr:product:specification', 'methico:brand:specification']",hr:product:specification | methico:brand:specification,"[""hr:product:specification"", ""methico:brand:specification""]"
True,water extractor,2,"['extractor:type:specification', 'water:usage:specification']",extractor:type:specification | water:usage:specification,"[""extractor:type:specification"", ""water:usage:specification""]"
True,10 kg silver refining plant,3,"['10 kg:capacity:specification', 'silver:material:specification', 'refining:type:specification']",10 kg:capacity:specification | silver:material:specification | refining:type:specification,"[""10 kg:capacity:specification"", ""silver:material:specification"", ""refining:type:specification""]"
True,centrifugal-hydro-extractor,1,['extractor:type:specification'],extractor:type:specification,"[""extractor:type:specification""]"
True,vikas industries fully automatic aba blown film extrusion machine,4,"['vikas industries:brand:specification', 'fully automatic:feature:specification', 'aba:type:specification', 'blown film extrusion:type:specification']",vikas industries:brand:specification | fully automatic:feature:specification | aba:type:specification | blown film extrusion:type:specification,"[""vikas industries:brand:specification"", ""fully automatic:feature:specification"", ""aba:type:specification"", ""blown film extrusion:type:specification""]"
True,Gold Refining Plan Machine,2,"['gold refining:usage:specification', 'machine:type:specification']",gold refining:usage:specification | machine:type:specification,"[""gold refining:usage:specification"", ""machine:type:specification""]"
True,Vertical Extruders,2,"['extruder:type:specification', 'vertical:type:specification']",extruder:type:specification | vertical:type:specification,"[""extruder:type:specification"", ""vertical:type:specification""]"
