pc_item_name,glcat_mcat_id,glcat_mcat_name
Ordinary Delhi Fitting Mixi Motor Half Copper (Hybrid Motor),84526,Mixer Grinder Motor
Lead Shine 3 Phase Stepper Motor,18794,Stepper Motor
Single Phase Control Starter,226793,Single Phase Motor Starter
Havells Inverter Duty Motor,189725,Havells Electric Motor
Hydraulic Pump Bell Housing,136623,Bell Housing
Hydraulic Pump Bell Housing,136623,Bell Housing
Hydraulic Pump Bell Housing,136623,Bell Housing
,7863,Stators
,7863,Stators
Flange Mounted Electric Motors,6408,Flange Motors
Flange Mounted Electric Motors,6408,Flange Motors
,184089,Siemens Electric Motor
,184089,Siemens Electric Motor
,184089,Siemens Electric Motor
1.5HP Crompton  Industrial Motor,193884,Crompton Greaves Industrial Motors
Single Phase Control Starter,226793,Single Phase Motor Starter
Submersible Starters,27659,Electronic Starter
Havells Inverter Duty Motor,189725,Havells Electric Motor
Havells Inverter Duty Motor,189725,Havells Electric Motor
FHP Electric Motor 27111 Voltas,446,FHP Motor
FHP Electric Motor 27111 Voltas,446,FHP Motor
Samarth GSM Mobile Starter,161896,Mobile Starter
Motor For Vacuum Cleaner,40749,Vacuum Cleaner Motors
Motor For Vacuum Cleaner,40749,Vacuum Cleaner Motors
,99725,Aluminum Motor Housing
,99725,Aluminum Motor Housing
,99725,Aluminum Motor Housing
Double Side BI-Direction Shaft BO Motor 100 RPM- MR075 DOUBLE SIDE BI-DIRECTION SHAFT MOTOR 100 RPM-,139590,Double Shaft Motor
Double Side BI-Direction Shaft BO Motor 100 RPM- MR075 DOUBLE SIDE BI-DIRECTION SHAFT MOTOR 100 RPM-,139590,Double Shaft Motor
Orbit OHH Hydraulic Motor,205464,Orbit Hydraulic Motor
Orbit OHH Hydraulic Motor,205464,Orbit Hydraulic Motor
,150022,Motor Parts
Aluminum Cooler Motor,52897,Cooler Motor
Aluminum Cooler Motor,52897,Cooler Motor
,150022,Motor Parts
,150022,Motor Parts
,43309,Inline Geared Motor
,43309,Inline Geared Motor
,52897,Cooler Motor
,52897,Cooler Motor
Copper Die Cast Rotor,120951,Die Cast Rotors
Siemens Electric Motor,184089,Siemens Electric Motor
,3148,Actuators
,220182,ABB Soft Starters
,184089,Siemens Electric Motor
Samarth GSM Mobile Starter,161896,Mobile Starter
,184089,Siemens Electric Motor
,137795,Electric Motor Body
Compage BRL-340/3 400 Volts Torque Motor,448,Servo Motor
,52897,Cooler Motor
Moog Ec3848 High Speed Slip Ring,37229,Slip Rings
,7863,Stators
FHP Electric Motor 27111 Voltas,446,FHP Motor
FHP Electric Motor 27111 Voltas,446,FHP Motor
FHP Electric Motor 27111 Voltas,446,FHP Motor
FHP Electric Motor 27111 Voltas,446,FHP Motor
Double Side BI-Direction Shaft BO Motor 100 RPM- MR075 DOUBLE SIDE BI-DIRECTION SHAFT MOTOR 100 RPM-,139590,Double Shaft Motor
,137795,Electric Motor Body
,137795,Electric Motor Body
,137795,Electric Motor Body
Spectrum Electric Motor Terminal Plate,137749,Motor Terminal Plate
Spectrum Electric Motor Terminal Plate,137749,Motor Terminal Plate
Spectrum Electric Motor Terminal Plate,137749,Motor Terminal Plate
Spectrum Electric Motor Terminal Plate,137749,Motor Terminal Plate
Aluminum Cooler Motor,52897,Cooler Motor
,150022,Motor Parts
,150022,Motor Parts
,226793,Single Phase Motor Starter
40W PMDC Gear Motor,183437,PMDC Geared Motor
,3148,Actuators
,43309,Inline Geared Motor
,43309,Inline Geared Motor
,43309,Inline Geared Motor
,43309,Inline Geared Motor
Smoke Extraction HVAC Motor,177394,HVAC Motors
,220182,ABB Soft Starters
,220182,ABB Soft Starters
40W PMDC Gear Motor,183437,PMDC Geared Motor
,52897,Cooler Motor
Yaskawa Ac Servo Motor,194002,Yaskawa Servo Motors
Yaskawa Ac Servo Motor,194002,Yaskawa Servo Motors
Nord Geared Motors,206076,Nord Geared Motors
Nord Geared Motors,206076,Nord Geared Motors
,1274,Electric Motor
Copper Die Cast Rotor,120951,Die Cast Rotors
0.5 HP IE2 High Efficiency Motor,184340,Energy Efficient Motor
,33566,Motor Starter Switch
,21079,Flame Proof Motors
,21079,Flame Proof Motors
,21079,Flame Proof Motors
Single Phase Induction Motor,9483,Single Phase Induction Motor
Single Phase Induction Motor,9483,Single Phase Induction Motor
Single Phase Induction Motor,9483,Single Phase Induction Motor
Fan Winding Tools Stators,7863,Stators
Fan Winding Tools Stators,7863,Stators
Single Phase Induction Motor,9483,Single Phase Induction Motor
Single Phase Induction Motor,9483,Single Phase Induction Motor
55mm Mixer Grinder Motor,84526,Mixer Grinder Motor
Lead Shine 3 Phase Stepper Motor,18794,Stepper Motor
Crompton Flame Proof electric motor,193884,Crompton Greaves Industrial Motors
Crompton Flame Proof electric motor,193884,Crompton Greaves Industrial Motors
Crompton Flame Proof electric motor,193884,Crompton Greaves Industrial Motors
Crompton Flame Proof electric motor,193884,Crompton Greaves Industrial Motors
Submersible Starters,27659,Electronic Starter
,1274,Electric Motor
,1274,Electric Motor
Spectrum Electric Motor Terminal Plate,137749,Motor Terminal Plate
Havells Inverter Duty Motor,189725,Havells Electric Motor
Havells Inverter Duty Motor,189725,Havells Electric Motor
Havells Inverter Duty Motor,189725,Havells Electric Motor
,1274,Electric Motor
,1274,Electric Motor
Single Phase Control Starter,226793,Single Phase Motor Starter
Single Phase Control Starter,226793,Single Phase Motor Starter
Single Phase Control Starter,226793,Single Phase Motor Starter
,21079,Flame Proof Motors
Ordinary Delhi Fitting Mixi Motor Half Copper (Hybrid Motor),84526,Mixer Grinder Motor
,15240,Brushless DC Motor
Havells Inverter Duty Motor,189725,Havells Electric Motor
Captain Three Phase Motor Starter,226794,3 Phase Motor Starter
,15240,Brushless DC Motor
,1274,Electric Motor
,1274,Electric Motor
Orbit OHH Hydraulic Motor,205464,Orbit Hydraulic Motor
Hydraulic Pump Bell Housing,136623,Bell Housing
Hydraulic Pump Bell Housing,136623,Bell Housing
18 Way Electric Enclosure Terminal Plate,137749,Motor Terminal Plate
,3148,Actuators
,3148,Actuators
,15240,Brushless DC Motor
,15240,Brushless DC Motor
YZR  Series Frame Motor Slip Rings,37229,Slip Rings
YZR  Series Frame Motor Slip Rings,37229,Slip Rings
YZR  Series Frame Motor Slip Rings,37229,Slip Rings
1.5HP Crompton  Industrial Motor,193884,Crompton Greaves Industrial Motors
1.5HP Crompton  Industrial Motor,193884,Crompton Greaves Industrial Motors
Aluminium Moter Body,137795,Electric Motor Body
,220182,ABB Soft Starters
Aluminium Moter Body,137795,Electric Motor Body
Aluminium Moter Body,137795,Electric Motor Body
Smoke Extraction HVAC Motor,177394,HVAC Motors
,29373,Gear Motor
,29373,Gear Motor
,29373,Gear Motor
,29373,Gear Motor
,15240,Brushless DC Motor
Induction Motor,131725,Three Phase Induction Motor
Nord Geared Motors,206076,Nord Geared Motors
750 Watt Servo Motor,14970,AC Servo Motor
750 Watt Servo Motor,14970,AC Servo Motor
0.5 HP IE2 High Efficiency Motor,184340,Energy Efficient Motor
0.5 HP IE2 High Efficiency Motor,184340,Energy Efficient Motor
Carbon Brushes,903,Carbon Brush
Carbon Brushes,903,Carbon Brush
750 Watt Servo Motor,14970,AC Servo Motor
Single Phase AC Induction Motor,9483,Single Phase Induction Motor
Single Phase AC Induction Motor,9483,Single Phase Induction Motor
Motor For Vacuum Cleaner,40749,Vacuum Cleaner Motors
Motor For Vacuum Cleaner,40749,Vacuum Cleaner Motors
Motor For Vacuum Cleaner,40749,Vacuum Cleaner Motors
Copper Die Cast Rotor,120951,Die Cast Rotors
Siemens Electric Motor,184089,Siemens Electric Motor
HEE MOTOR,186009,Air Conditioner Motor
Crompton Flame Proof electric motor,193884,Crompton Greaves Industrial Motors
CROMTECH Aluminium Cooler Motor,52897,Cooler Motor
Low Speed Motors,9484,Single Phase Motors
1.5HP Crompton  Industrial Motor,193884,Crompton Greaves Industrial Motors
Crompton Flame Proof electric motor,193884,Crompton Greaves Industrial Motors
Crompton Flame Proof electric motor,193884,Crompton Greaves Industrial Motors
Worm Geared Brake Motor,44652,Geared Brake Motors
Worm Geared Brake Motor,44652,Geared Brake Motors
Low Speed Motors,9484,Single Phase Motors
Low Speed Motors,9484,Single Phase Motors
,445,DC Motor
,445,DC Motor
Electric Cooler Fan Motor,52897,Cooler Motor
DOL Motor Starter,226793,Single Phase Motor Starter
DOL Motor Starter,226793,Single Phase Motor Starter
Crompton Flameproof 20hp Motor 6 Pole,203369,Crompton Induction Motors
Crompton Flameproof 20hp Motor 6 Pole,203369,Crompton Induction Motors
CROMTECH Aluminium Cooler Motor,52897,Cooler Motor
CROMTECH Aluminium Cooler Motor,52897,Cooler Motor
,1274,Electric Motor
,7863,Stators
Rotary Actuator,36873,Rotary Actuators
Slip Ring Unit,37229,Slip Rings
HEE MOTOR,186009,Air Conditioner Motor
HEE MOTOR,186009,Air Conditioner Motor
Single Phase Cooler Motor,52897,Cooler Motor
,1274,Electric Motor
,177266,Foot Mounted Motor
Rolling Shutter Motor,77612,Rolling Shutter Motor
,43309,Inline Geared Motor
Crompton Flame Proof electric motor,193884,Crompton Greaves Industrial Motors
Crompton Flameproof 20hp Motor 6 Pole,203369,Crompton Induction Motors
Crompton Flameproof 20hp Motor 6 Pole,203369,Crompton Induction Motors
HEE MOTOR,186009,Air Conditioner Motor
Low Speed Motors,9484,Single Phase Motors
Electric Three Phase Motors,52930,Three Phase Electric Motor
,26266,DOL Starter
,26266,DOL Starter
Moog Ec3848 High Speed Slip Ring,37229,Slip Rings
,10834,Hydraulic Motor
,33567,Motor Starter
HEE MOTOR,186009,Air Conditioner Motor
Slip Ring Unit,37229,Slip Rings
Slip Ring Unit,37229,Slip Rings
HEE MOTOR,186009,Air Conditioner Motor
HEE MOTOR,186009,Air Conditioner Motor
Crompton Flame Proof electric motor,193884,Crompton Greaves Industrial Motors
Crompton Flame Proof electric motor,193884,Crompton Greaves Industrial Motors
Crompton Flame Proof electric motor,193884,Crompton Greaves Industrial Motors
Crompton Flame Proof electric motor,193884,Crompton Greaves Industrial Motors
DC Motor Commutator,106204,Commutator
Auto-Switch,140407,Motor Automatic Switch
Slip Ring Unit,37229,Slip Rings
,33566,Motor Starter Switch
,33566,Motor Starter Switch
,43309,Inline Geared Motor
YZR  Series Frame Motor Slip Rings,37229,Slip Rings
Fan Winding Tools Stators,7863,Stators
55mm Mixer Grinder Motor,84526,Mixer Grinder Motor
CROMTECH Aluminium Cooler Motor,52897,Cooler Motor
,15240,Brushless DC Motor
Pneumatic Rotary Actuator,183587,Pneumatic Rotary Actuators
,32106,Low Voltage Motor
,32106,Low Voltage Motor
Smoke Extraction HVAC Motor,177394,HVAC Motors
Smoke Extraction HVAC Motor,177394,HVAC Motors
18 Way Electric Enclosure Terminal Plate,137749,Motor Terminal Plate
18 Way Electric Enclosure Terminal Plate,137749,Motor Terminal Plate
Single Phase AC Induction Motor,9483,Single Phase Induction Motor
Single Phase AC Induction Motor,9483,Single Phase Induction Motor
18 Way Electric Enclosure Terminal Plate,137749,Motor Terminal Plate
Pneumatic Motor,18228,Pneumatic Motor
40W PMDC Gear Motor,183437,PMDC Geared Motor
40W PMDC Gear Motor,183437,PMDC Geared Motor
Captain Three Phase Motor Starter,226794,3 Phase Motor Starter
Captain Three Phase Motor Starter,226794,3 Phase Motor Starter
Captain Three Phase Motor Starter,226794,3 Phase Motor Starter
PERMCO Hydraulic Motor,10834,Hydraulic Motor
High Voltage Ac Motor,177165,High Voltage Motor
,33566,Motor Starter Switch
Aluminium Moter Body,137795,Electric Motor Body
Pneumatic Motor,18228,Pneumatic Motor
PERMCO Hydraulic Motor,10834,Hydraulic Motor
Ordinary Delhi Fitting Mixi Motor Half Copper (Hybrid Motor),84526,Mixer Grinder Motor
Ordinary Delhi Fitting Mixi Motor Half Copper (Hybrid Motor),84526,Mixer Grinder Motor
Lead Shine 3 Phase Stepper Motor,18794,Stepper Motor
DOL Motor Starter,226793,Single Phase Motor Starter
Servo Motors,184101,Mitsubishi Servo Motors
Crompton Flameproof 20hp Motor 6 Pole,203369,Crompton Induction Motors
Crompton Flameproof 20hp Motor 6 Pole,203369,Crompton Induction Motors
Crompton Flameproof 20hp Motor 6 Pole,203369,Crompton Induction Motors
Crompton Flameproof 20hp Motor 6 Pole,203369,Crompton Induction Motors
Crompton Flameproof 20hp Motor 6 Pole,203369,Crompton Induction Motors
Crompton Flameproof 20hp Motor 6 Pole,203369,Crompton Induction Motors
Crompton Flameproof 20hp Motor 6 Pole,203369,Crompton Induction Motors
Crompton Flameproof 20hp Motor 6 Pole,203369,Crompton Induction Motors
Crompton Flameproof 20hp Motor 6 Pole,203369,Crompton Induction Motors
Three Phase Electric Motor 1 HP,52930,Three Phase Electric Motor
Compage BRL-340/3 400 Volts Torque Motor,448,Servo Motor
Three Phase Electric Motor 1 HP,52930,Three Phase Electric Motor
Flange Mounted Electric Motors,6408,Flange Motors
Flange Mounted Electric Motors,6408,Flange Motors
Compage BRL-340/3 400 Volts Torque Motor,448,Servo Motor
,445,DC Motor
Flange Mounted Electric Motors,6408,Flange Motors
Flange Mounted Electric Motors,6408,Flange Motors
Crompton Flameproof 20hp Motor 6 Pole,203369,Crompton Induction Motors
Crompton Flameproof 20hp Motor 6 Pole,203369,Crompton Induction Motors
Crompton Flameproof 20hp Motor 6 Pole,203369,Crompton Induction Motors
Crompton Flameproof 20hp Motor 6 Pole,203369,Crompton Induction Motors
Crompton Flameproof 20hp Motor 6 Pole,203369,Crompton Induction Motors
Copper Die Cast Rotor,120951,Die Cast Rotors
Siemens Electric Motor,184089,Siemens Electric Motor
Siemens Electric Motor,184089,Siemens Electric Motor
,445,DC Motor
,177266,Foot Mounted Motor
Lead Shine 3 Phase Stepper Motor,18794,Stepper Motor
Lead Shine 3 Phase Stepper Motor,18794,Stepper Motor
Lead Shine 3 Phase Stepper Motor,18794,Stepper Motor
,26266,DOL Starter
Havells Inverter Duty Motor,189725,Havells Electric Motor
Havells Inverter Duty Motor,189725,Havells Electric Motor
Havells Inverter Duty Motor,189725,Havells Electric Motor
Havells Inverter Duty Motor,189725,Havells Electric Motor
,33567,Motor Starter
Quarter Turn Flame Proof Electrical Actuators,183590,Electric Rotary Actuators
Quarter Turn Flame Proof Electrical Actuators,183590,Electric Rotary Actuators
Orbit OHH Hydraulic Motor,205464,Orbit Hydraulic Motor
Hydraulic Pump Bell Housing,136623,Bell Housing
,1274,Electric Motor
Ordinary Delhi Fitting Mixi Motor Half Copper (Hybrid Motor),84526,Mixer Grinder Motor
Ordinary Delhi Fitting Mixi Motor Half Copper (Hybrid Motor),84526,Mixer Grinder Motor
Ordinary Delhi Fitting Mixi Motor Half Copper (Hybrid Motor),84526,Mixer Grinder Motor
Aluminum Cooler Motor,52897,Cooler Motor
1.5HP Crompton  Industrial Motor,193884,Crompton Greaves Industrial Motors
Aluminum Cooler Motor,52897,Cooler Motor
,3148,Actuators
,1274,Electric Motor
,1274,Electric Motor
Orbit OHH Hydraulic Motor,205464,Orbit Hydraulic Motor
Orbit OHH Hydraulic Motor,205464,Orbit Hydraulic Motor
Havells Inverter Duty Motor,189725,Havells Electric Motor
Siemens Electric Motor,184089,Siemens Electric Motor
Siemens Electric Motor,184089,Siemens Electric Motor
Hydraulic Pump Bell Housing,136623,Bell Housing
Hydraulic Pump Bell Housing,136623,Bell Housing
1.5HP Crompton  Industrial Motor,193884,Crompton Greaves Industrial Motors
1.5HP Crompton  Industrial Motor,193884,Crompton Greaves Industrial Motors
Havells Inverter Duty Motor,189725,Havells Electric Motor
Havells Inverter Duty Motor,189725,Havells Electric Motor
Havells Inverter Duty Motor,189725,Havells Electric Motor
Havells Inverter Duty Motor,189725,Havells Electric Motor
Spectrum Electric Motor Terminal Plate,137749,Motor Terminal Plate
Aluminum Cooler Motor,52897,Cooler Motor
Aluminum Cooler Motor,52897,Cooler Motor
,226793,Single Phase Motor Starter
PERMCO Hydraulic Motor,10834,Hydraulic Motor
PERMCO Hydraulic Motor,10834,Hydraulic Motor
PERMCO Hydraulic Motor,10834,Hydraulic Motor
40W PMDC Gear Motor,183437,PMDC Geared Motor
,43309,Inline Geared Motor
Hydraulic Pump Bell Housing,136623,Bell Housing
,220182,ABB Soft Starters
Copper Die Cast Rotor,120951,Die Cast Rotors
Siemens Electric Motor,184089,Siemens Electric Motor
Fan Winding Tools Stators,7863,Stators
Fan Winding Tools Stators,7863,Stators
55mm Mixer Grinder Motor,84526,Mixer Grinder Motor
Electric Three Phase Motors,52930,Three Phase Electric Motor
,32106,Low Voltage Motor
,55772,Carbon Brush Holder
Moog Ec3848 High Speed Slip Ring,37229,Slip Rings
Moog Ec3848 High Speed Slip Ring,37229,Slip Rings
,55772,Carbon Brush Holder
,55772,Carbon Brush Holder
Pneumatic Rotary Actuator,183587,Pneumatic Rotary Actuators
Copper Die Cast Rotor,120951,Die Cast Rotors
,29373,Gear Motor
Havells Inverter Duty Motor,189725,Havells Electric Motor
Havells Inverter Duty Motor,189725,Havells Electric Motor
Havells Inverter Duty Motor,189725,Havells Electric Motor
,3148,Actuators
,3148,Actuators
,15240,Brushless DC Motor
,15240,Brushless DC Motor
Captain Three Phase Motor Starter,226794,3 Phase Motor Starter
750 Watt Servo Motor,14970,AC Servo Motor
High Voltage Ac Motor,177165,High Voltage Motor
750 Watt Servo Motor,14970,AC Servo Motor
LT & HT MOTOR,52914,HT Motor
Lead Shine 3 Phase Stepper Motor,18794,Stepper Motor
Pneumatic Rotary Actuator,183587,Pneumatic Rotary Actuators
Pneumatic Rotary Actuator,183587,Pneumatic Rotary Actuators
Slip Ring Unit,37229,Slip Rings
,99725,Aluminum Motor Housing
,99725,Aluminum Motor Housing
Aluminum Cooler Motor,52897,Cooler Motor
40W PMDC Gear Motor,183437,PMDC Geared Motor
0.5 HP IE2 High Efficiency Motor,184340,Energy Efficient Motor
55mm Mixer Grinder Motor,84526,Mixer Grinder Motor
Electric Three Phase Motors,52930,Three Phase Electric Motor
Electric Three Phase Motors,52930,Three Phase Electric Motor
Electric Three Phase Motors,52930,Three Phase Electric Motor
Electric Three Phase Motors,52930,Three Phase Electric Motor
Maxon RE 13 11300 RPM 5 Volt Precious Metal Brushed 1.2 Watt DC Motor,445,DC Motor
Maxon RE 13 11300 RPM 5 Volt Precious Metal Brushed 1.2 Watt DC Motor,445,DC Motor
Maxon RE 13 11300 RPM 5 Volt Precious Metal Brushed 1.2 Watt DC Motor,445,DC Motor
Maxon RE 13 11300 RPM 5 Volt Precious Metal Brushed 1.2 Watt DC Motor,445,DC Motor
Maxon RE 13 11300 RPM 5 Volt Precious Metal Brushed 1.2 Watt DC Motor,445,DC Motor
,32106,Low Voltage Motor
,32106,Low Voltage Motor
,444,AC Motor
,444,AC Motor
Moog Ec3848 High Speed Slip Ring,37229,Slip Rings
Moog Ec3848 High Speed Slip Ring,37229,Slip Rings
Pneumatic Rotary Actuator,183587,Pneumatic Rotary Actuators
Aluminum Cooler Motor,52897,Cooler Motor
Aluminum Cooler Motor,52897,Cooler Motor
,32106,Low Voltage Motor
,32106,Low Voltage Motor
,32106,Low Voltage Motor
18 Way Electric Enclosure Terminal Plate,137749,Motor Terminal Plate
,15240,Brushless DC Motor
Plate Type Terminal,137749,Motor Terminal Plate
Plate Type Terminal,137749,Motor Terminal Plate
Pneumatic Rotary Actuator,183587,Pneumatic Rotary Actuators
18 Way Electric Enclosure Terminal Plate,137749,Motor Terminal Plate
High Voltage Ac Motor,177165,High Voltage Motor
Maxon RE 13 11300 RPM 5 Volt Precious Metal Brushed 1.2 Watt DC Motor,445,DC Motor
Maxon RE 13 11300 RPM 5 Volt Precious Metal Brushed 1.2 Watt DC Motor,445,DC Motor
Maxon RE 13 11300 RPM 5 Volt Precious Metal Brushed 1.2 Watt DC Motor,445,DC Motor
Maxon RE 13 11300 RPM 5 Volt Precious Metal Brushed 1.2 Watt DC Motor,445,DC Motor
Maxon RE 13 11300 RPM 5 Volt Precious Metal Brushed 1.2 Watt DC Motor,445,DC Motor
Maxon RE 13 11300 RPM 5 Volt Precious Metal Brushed 1.2 Watt DC Motor,445,DC Motor
Maxon RE 13 11300 RPM 5 Volt Precious Metal Brushed 1.2 Watt DC Motor,445,DC Motor
Maxon RE 13 11300 RPM 5 Volt Precious Metal Brushed 1.2 Watt DC Motor,445,DC Motor
Maxon RE 13 11300 RPM 5 Volt Precious Metal Brushed 1.2 Watt DC Motor,445,DC Motor
Maxon RE 13 11300 RPM 5 Volt Precious Metal Brushed 1.2 Watt DC Motor,445,DC Motor
C&S Electric DOL Starter,26266,DOL Starter
Hindustan Multi Speed Motor,203386,Hindustan AC Motor
Hindustan Multi Speed Motor,203386,Hindustan AC Motor
5 Star 3 Hp Single Phase Ganna Ras Machine Motor,9483,Single Phase Induction Motor
Rocer Carbon Holder,55772,Carbon Brush Holder
Carbon Brush Holder,55772,Carbon Brush Holder
Rocer Carbon Holder,55772,Carbon Brush Holder
Ac Worm Geared Motor,41500,Worm Geared Motor
Ac Worm Geared Motor,41500,Worm Geared Motor
5 Star 3 Hp Single Phase Ganna Ras Machine Motor,9483,Single Phase Induction Motor
Carbon Brush Holder,55772,Carbon Brush Holder
Electric DC Motor,205722,Leadshine Dc Motors
Electric DC Motor,205722,Leadshine Dc Motors
Electric DC Motor,205722,Leadshine Dc Motors
EF-8/6 ADJ  Terminal Plate,137749,Motor Terminal Plate
Hindustan Multi Speed Motor,203386,Hindustan AC Motor
Hindustan Multi Speed Motor,203386,Hindustan AC Motor
Hindustan Multi Speed Motor,203386,Hindustan AC Motor
Hindustan Multi Speed Motor,203386,Hindustan AC Motor
Hindustan Multi Speed Motor,203386,Hindustan AC Motor
Hindustan Multi Speed Motor,203386,Hindustan AC Motor
5 Star 3 Hp Single Phase Ganna Ras Machine Motor,9483,Single Phase Induction Motor
Hindustan Multi Speed Motor,203386,Hindustan AC Motor
Ac Worm Geared Motor,41500,Worm Geared Motor
Ac Worm Geared Motor,41500,Worm Geared Motor
Ac Worm Geared Motor,41500,Worm Geared Motor
Ac Worm Geared Motor,41500,Worm Geared Motor
Ac Worm Geared Motor,41500,Worm Geared Motor
Ac Worm Geared Motor,41500,Worm Geared Motor
Ac Worm Geared Motor,41500,Worm Geared Motor
Ac Worm Geared Motor,41500,Worm Geared Motor
Ac Worm Geared Motor,41500,Worm Geared Motor
Rocer Carbon Holder,55772,Carbon Brush Holder
Carbon Brush Holder,55772,Carbon Brush Holder
Carbon Brush Holder,55772,Carbon Brush Holder
Carbon Brush Holder,55772,Carbon Brush Holder
Carbon Brush Holder,55772,Carbon Brush Holder
Carbon Brush Holder,55772,Carbon Brush Holder
Carbon Brush Holder,55772,Carbon Brush Holder
Rocer Carbon Holder,55772,Carbon Brush Holder
Rocer Carbon Holder,55772,Carbon Brush Holder
Hindustan Multi Speed Motor,203386,Hindustan AC Motor
DOL Motor Starter,226793,Single Phase Motor Starter
Rolling Mill Motors,138045,Rolling Mill Motor
Rolling Mill Motors,138045,Rolling Mill Motor
Rolling Mill Motors,138045,Rolling Mill Motor
Rolling Mill Motors,138045,Rolling Mill Motor
Rolling Mill Motors,138045,Rolling Mill Motor
,52911,Gear Head Motor
,7863,Stators
Electric Cooler Fan Motor,52897,Cooler Motor
,1274,Electric Motor
,1274,Electric Motor
,1274,Electric Motor
Crompton Flameproof 20hp Motor 6 Pole,203369,Crompton Induction Motors
Crompton Flameproof 20hp Motor 6 Pole,203369,Crompton Induction Motors
Ie3 And Ie2 Brake Motors,21078,Brake Motors
Ie3 And Ie2 Brake Motors,21078,Brake Motors
Ie3 And Ie2 Brake Motors,21078,Brake Motors
Ie3 And Ie2 Brake Motors,21078,Brake Motors
Ie3 And Ie2 Brake Motors,21078,Brake Motors
DOL Motor Starter,226793,Single Phase Motor Starter
Crompton Flameproof 20hp Motor 6 Pole,203369,Crompton Induction Motors
Crompton Flameproof 20hp Motor 6 Pole,203369,Crompton Induction Motors
Crompton Flameproof 20hp Motor 6 Pole,203369,Crompton Induction Motors
Three Phase Electric Motor 1 HP,52930,Three Phase Electric Motor
Compage BRL-340/3 400 Volts Torque Motor,448,Servo Motor
Compage BRL-340/3 400 Volts Torque Motor,448,Servo Motor
Maxon ECX Speed 13M 66700 RPM 36 Volt 25 Watt Brushless Sensorless Motor,23616,Brushless Motors
Maxon ECX Speed 13M 66700 RPM 36 Volt 25 Watt Brushless Sensorless Motor,23616,Brushless Motors
Maxon ECX Speed 13M 66700 RPM 36 Volt 25 Watt Brushless Sensorless Motor,23616,Brushless Motors
Maxon ECX Speed 13M 66700 RPM 36 Volt 25 Watt Brushless Sensorless Motor,23616,Brushless Motors
Maxon ECX Speed 13M 66700 RPM 36 Volt 25 Watt Brushless Sensorless Motor,23616,Brushless Motors
Maxon ECX Speed 13M 66700 RPM 36 Volt 25 Watt Brushless Sensorless Motor,23616,Brushless Motors
Maxon ECX Speed 13M 66700 RPM 36 Volt 25 Watt Brushless Sensorless Motor,23616,Brushless Motors
Maxon ECX Speed 13M 66700 RPM 36 Volt 25 Watt Brushless Sensorless Motor,23616,Brushless Motors
Maxon ECX Speed 13M 66700 RPM 36 Volt 25 Watt Brushless Sensorless Motor,23616,Brushless Motors
Three Phase Electric Motor 1 HP,52930,Three Phase Electric Motor
,137795,Electric Motor Body
,1274,Electric Motor
,7863,Stators
Maxon ECX Speed 13M 66700 RPM 36 Volt 25 Watt Brushless Sensorless Motor,23616,Brushless Motors
Maxon ECX Speed 13M 66700 RPM 36 Volt 25 Watt Brushless Sensorless Motor,23616,Brushless Motors
Maxon ECX Speed 13M 66700 RPM 36 Volt 25 Watt Brushless Sensorless Motor,23616,Brushless Motors
Maxon ECX Speed 13M 66700 RPM 36 Volt 25 Watt Brushless Sensorless Motor,23616,Brushless Motors
Maxon ECX Speed 13M 66700 RPM 36 Volt 25 Watt Brushless Sensorless Motor,23616,Brushless Motors
Maxon ECX Speed 13M 66700 RPM 36 Volt 25 Watt Brushless Sensorless Motor,23616,Brushless Motors
Swing Cooler Motor,52897,Cooler Motor
Swing Cooler Motor,52897,Cooler Motor
,1274,Electric Motor
,1274,Electric Motor
,1274,Electric Motor
,1274,Electric Motor
,181114,ABB Electric Motor
,181114,ABB Electric Motor
Compage BRL-340/3 400 Volts Torque Motor,448,Servo Motor
Compage BRL-340/3 400 Volts Torque Motor,448,Servo Motor
Compage BRL-340/3 400 Volts Torque Motor,448,Servo Motor
,181114,ABB Electric Motor
,181114,ABB Electric Motor
,181114,ABB Electric Motor
Compage BRL-340/3 400 Volts Torque Motor,448,Servo Motor
Compage BRL-340/3 400 Volts Torque Motor,448,Servo Motor
,177266,Foot Mounted Motor
Rolling Shutter Motor,77612,Rolling Shutter Motor
Flange Mounted Electric Motors,6408,Flange Motors
Flange Mounted Electric Motors,6408,Flange Motors
,184089,Siemens Electric Motor
Maxon ECX Speed 13M 66700 RPM 36 Volt 25 Watt Brushless Sensorless Motor,23616,Brushless Motors
Maxon ECX Speed 13M 66700 RPM 36 Volt 25 Watt Brushless Sensorless Motor,23616,Brushless Motors
Maxon ECX Speed 13M 66700 RPM 36 Volt 25 Watt Brushless Sensorless Motor,23616,Brushless Motors
Maxon ECX Speed 13M 66700 RPM 36 Volt 25 Watt Brushless Sensorless Motor,23616,Brushless Motors
Maxon ECX Speed 13M 66700 RPM 36 Volt 25 Watt Brushless Sensorless Motor,23616,Brushless Motors
Maxon ECX Speed 13M 66700 RPM 36 Volt 25 Watt Brushless Sensorless Motor,23616,Brushless Motors
Maxon ECX Speed 13M 66700 RPM 36 Volt 25 Watt Brushless Sensorless Motor,23616,Brushless Motors
Maxon ECX Speed 13M 66700 RPM 36 Volt 25 Watt Brushless Sensorless Motor,23616,Brushless Motors
