success,query,attr_count,isq_list,isq_pipe,error,request_number,raw_output
False,industrial silver refinery machine laxmi 25 kg 380 v manual,0,[],,HTTP 400,619,
False,liquid extraction system 240 v 3 phase,0,[],,HTTP 400,620,
False,"manual conical twin screw extruder for chemical industries applications, 10 ton capacity, 240 v voltage rating, single phase power supply, cast iron body",0,[],,HTTP 400,621,
False,hdpe extruder 440 v,0,[],,HTTP 400,622,
False,industrial gold refinery plant mahindra 100 ton 240 v automatic,0,[],,HTTP 400,623,
False,centrifuge extractor 480 v,0,[],,HTTP 400,624,
False,"tube extrusion machine - labh group make, 10 ton, cast iron, 3 phase",0,[],,HTTP 400,625,
False,"popular manual aluminium extrusion plant, 25 kg/hr, 400 v, 3 phase",0,[],,HTTP 400,626,
False,ms bitumen extractor,0,[],,HTTP 400,627,
False,"manual pvc extruder machine, capacity: 200 kg, voltage: 415 v, phase: 3 phase",0,[],,HTTP 400,628,
False,fully automatic bitumen extractor 440 v,0,[],,HTTP 400,629,
False,sheet extruder 10 kw motor 750 kg/hr,0,[],,HTTP 400,630,
False,single die extruder for pharmaceutical,0,[],,HTTP 400,631,
False,labh group automatic pet extruder,0,[],,HTTP 400,632,
False,turbo manual mother baby extruder,0,[],,HTTP 400,633,
False,automatic pvc pipe extruder,0,[],,HTTP 400,634,
False,"fully automatic zinc recovery unit for food processing applications, 500 liter capacity, 230 v voltage rating, 3 phase power supply, ms body",0,[],,HTTP 400,635,
False,semi-automatic ss 316 metal recovery plant,0,[],,HTTP 400,636,
False,plastic recycling extruder 440 v three phase,0,[],,HTTP 400,637,
False,"sheet extruder - co-rotating design, 50 kg/hr output, 415 v, three phase, ss 304 construction, prism brand, manual operation",0,[],,HTTP 400,638,
False,bitumen extractor with 10 hp power 440 v,0,[],,HTTP 400,639,
False,epe foam extruder 415 v,0,[],,HTTP 400,640,
False,swaraj plastic recycling extruder,0,[],,HTTP 400,641,
False,"swaraj fully automatic single die extruder machine with 50 kg/hr capacity, 380 v voltage, three phase, ss 316 body, suitable for plastic processing",0,[],,HTTP 400,642,
False,"industrial grade automatic silver refining plant with co-rotating design, 5 ton capacity, operating voltage 220 v, single phase, aluminium body material",0,[],,HTTP 400,643,
False,metal recovery plant machine 250 kg/hr output 400 v three phase pp,0,[],,HTTP 400,644,
False,"industrial grade automatic silver refinery machine with parallel design, 750 kg/hr capacity, operating voltage 220 v, 3 phase, ss 316 body material",0,[],,HTTP 400,645,
False,oil extraction plant,0,[],,HTTP 400,646,
False,manual silver refining plant,0,[],,HTTP 400,647,
False,"teknik make fully automatic pet extruder, production capacity: 100 kg, voltage: 380 v, phase: three phase, material: pvc, power: 2 hp",0,[],,HTTP 400,648,
False,used jockey extruder,0,[],,HTTP 400,649,
False,silver refining plant 240 v,0,[],,HTTP 400,650,
False,"looking for semi-automatic aba blown film machine with specifications: capacity 5 tpd, voltage 415 v, phase 3 phase, body material mild steel, application plastic processing",0,[],,HTTP 400,651,
False,fully automatic ss wire extruder,0,[],,HTTP 400,652,
False,"popular make semi-automatic ldpe blown film machine, production capacity: 1000 kg/hr, voltage: 220 v, phase: 1 phase, material: cast iron, power: 10 kw",0,[],,HTTP 400,653,
False,"film extrusion machine for pharmaceutical use, 5 tpd, 380 v, eureka brand",0,[],,HTTP 400,654,
False,"semi-automatic pvc silver refinery machine, capacity: 25 kg, voltage: 480 v, phase: single phase",0,[],,HTTP 400,655,
False,100 tpd single phase gold refinery plant,0,[],,HTTP 400,656,
False,250 kg/hr manual twin screw extruder 220 v 1 phase ms body,0,[],,HTTP 400,657,
False,"high quality automatic metal refining plant twin screw type, 200 kg, 220 v supply, three phase, stainless steel body, turbo brand for wire & cable",0,[],,HTTP 400,658,
False,fully automatic pp foam extruder,0,[],,HTTP 400,659,
False,unique twin screw extruder,0,[],,HTTP 400,660,
False,300 kg/hr semi-automatic epe foam extruder,0,[],,HTTP 400,661,
False,10 kg/hr fully automatic hydro extractor,0,[],,HTTP 400,662,
False,1000 liter 3 phase epe foam extruder,0,[],,HTTP 400,663,
False,ss 316 rice bran extraction plant,0,[],,HTTP 400,664,
False,5 ton three phase film extrusion machine,0,[],,HTTP 400,665,
False,pvc extruder 220 v 1 phase,0,[],,HTTP 400,666,
False,500 kg aluminium extrusion plant ms body,0,[],,HTTP 400,667,
False,multi layer extruder 7.5 kw motor 500 ton,0,[],,HTTP 400,668,
False,co-rotating jockey extruder 10 kg/hr manual 440 v,0,[],,HTTP 400,669,
False,"industrial grade fully automatic oleoresin extraction plant with co-rotating design, 750 kg/hr capacity, operating voltage 380 v, 1 phase, ss 304 body material",0,[],,HTTP 400,670,
False,10 tpd fully automatic silver refinery machine,0,[],,HTTP 400,671,
False,copper extraction plant 415 v single phase,0,[],,HTTP 400,672,
False,stainless steel body co-rotating twin screw extruder 5 kg/hr,0,[],,HTTP 400,673,
False,plastic recycling extruder,0,[],,HTTP 400,674,
False,"hdpe extruder - laxmi make, 50 kg/hr, stainless steel, single phase",0,[],,HTTP 400,675,
False,"laxmi automatic blown film extrusion machine, 500 tpd, 220 v, 1 phase",0,[],,HTTP 400,676,
False,"rice bran extraction plant - kabra make, 500 tpd, ss 304, 1 phase",0,[],,HTTP 400,677,
False,refurbished gold refinery plant,0,[],,HTTP 400,678,
False,ss 316 extruder machine 25 kg capacity,0,[],,HTTP 400,679,
False,200 kg/hr semi-automatic xlpe cable extruder 480 v 3 phase aluminium body,0,[],,HTTP 400,680,
False,200 kg/hr oil extraction plant,0,[],,HTTP 400,681,
False,"high quality automatic gold refining machine parallel type, 50 kg/hr, 440 v supply, single phase, ss body, gold star brand for chemical industries",0,[],,HTTP 400,682,
False,kabra gold refinery plant,0,[],,HTTP 400,683,
False,industrial jockey extruder mahindra 5 ton 440 v semi-automatic,0,[],,HTTP 400,684,
False,double die extruder,0,[],,HTTP 400,685,
False,"cable extruder for research use, 100 liter, 230 v, popular brand",0,[],,HTTP 400,686,
False,"herbal extraction plant - twin screw design, 200 kg output, 230 v, three phase, cast iron construction, gold star brand, semi-automatic operation",0,[],,HTTP 400,687,
False,"automatic cable extruder for laboratory, capacity: 500 liter, power: 50 hp",0,[],,HTTP 400,688,
False,1 ton herbal extraction plant hdpe body,0,[],,HTTP 400,689,
False,mild steel body twin screw extruder with 5 ton capacity and 415 v voltage,0,[],,HTTP 400,690,
False,epe foam extruder for research,0,[],,HTTP 400,691,
False,teknik automatic gold refinery plant,0,[],,HTTP 400,692,
False,stainless steel aluminium extrusion plant,0,[],,HTTP 400,693,
False,"semi-automatic ss 304 xlpe cable extruder, capacity: 100 kg/hr, voltage: 230 v, phase: single phase",0,[],,HTTP 400,694,
False,lab extruder for chemical industries 5 ton,0,[],,HTTP 400,695,
False,"conical twin screw extruder - teknik make, 50 ton, ss 304, three phase",0,[],,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))",696,
False,ms ldpe blown film machine,0,[],,HTTP 400,697,
False,rajco silver refinery machine,0,[],,HTTP 400,698,
False,semi-automatic foam extruder 440 v,0,[],,HTTP 400,699,
False,"labh group make fully automatic cable extruder, production capacity: 5 tpd, voltage: 240 v, phase: three phase, material: pp, power: 2 hp",0,[],,HTTP 400,700,
False,conical twin screw extruder for agricultural,0,[],,HTTP 400,701,
False,ss 304 monolayer extruder,0,[],,HTTP 400,702,
False,aba blown film machine 15 kw motor 25 kg,0,[],,HTTP 400,703,
False,kabra plastic recycling extruder,0,[],,HTTP 400,704,
False,"rajco fully automatic multi layer extruder machine with 200 liter capacity, 230 v voltage, three phase, ss 316 body, suitable for wire & cable",0,[],,HTTP 400,705,
False,10 tpd automatic plastic recycling extruder,0,[],,HTTP 400,706,
False,"mahindra semi-automatic aluminium extrusion plant, 20 tpd, 380 v, 1 phase",0,[],,HTTP 400,707,
False,200 kg single phase double die extruder,0,[],,HTTP 400,708,
False,liquid extraction system 380 v,0,[],,HTTP 400,709,
False,"plastic recycling extruder for wire & cable use, 200 liter, 220 v, unique brand",0,[],,HTTP 400,710,
False,lab extruder 10 kw motor 200 kg,0,[],,HTTP 400,711,
False,used foam extruder,0,[],,HTTP 400,712,
False,single screw silver refinery machine 5 kg automatic 480 v,0,[],,HTTP 400,713,
False,sheet extruder for wire & cable,0,[],,HTTP 400,714,
False,cast iron centrifuge extractor 1000 kg/hr capacity,0,[],,HTTP 400,715,
False,"automatic blown film extrusion machine for recycling applications, 200 tpd capacity, 220 v voltage rating, single phase power supply, pp body",0,[],,HTTP 400,716,
False,"looking for automatic pp extruder with specifications: capacity 50 tpd, voltage 480 v, phase 1 phase, body material titanium, application recycling",0,[],,HTTP 400,717,
False,hdpe body xlpe cable extruder 750 kg/hr,0,[],,HTTP 400,718,
False,"rajco make fully automatic cable extruder, production capacity: 200 kg/hr, voltage: 230 v, phase: 1 phase, material: hdpe, power: 15 hp",0,[],,HTTP 400,719,
False,semi-automatic copper extraction plant 230 v,0,[],,HTTP 400,720,
False,aluminium extrusion plant 440 v,0,[],,HTTP 400,721,
False,150 kg/hr curcumin extraction plant,0,[],,HTTP 400,722,
False,"looking for automatic plastic extruder with specifications: capacity 100 kg, voltage 230 v, phase three phase, body material mild steel, application plastic processing",0,[],,HTTP 400,723,
False,labh group foam extruder,0,[],,HTTP 400,724,
False,manual mother baby extruder,0,[],,HTTP 400,725,
False,mild steel body bitumen extractor with 100 kg capacity and 415 v voltage,0,[],,HTTP 400,726,
False,foam extruder 10 hp motor 100 kg,0,[],,HTTP 400,727,
False,industrial oleoresin extraction plant swaraj 50 tpd 380 v automatic,0,[],,HTTP 400,728,
False,"double die extruder for food processing use, 10 tpd, 240 v, eureka brand",0,[],,HTTP 400,729,
False,industrial mother baby extruder prism 10 kg/hr 400 v semi-automatic,0,[],,HTTP 400,730,
False,single die extruder 440 v 1 phase,0,[],,HTTP 400,731,
False,conical gold refining machine 10 tpd fully automatic 400 v,0,[],,HTTP 400,732,
False,popular pvc pipe extruder 5 kg,0,[],,HTTP 400,733,
False,co-rotating rice bran extraction plant 100 liter automatic 220 v,0,[],,HTTP 400,734,
False,"pipe extrusion machine for packaging use, 100 tpd, 230 v, prism brand",0,[],,HTTP 400,735,
False,"polymer extruder - twin screw design, 100 ton output, 230 v, 1 phase, hdpe construction, labh group brand, automatic operation",0,[],,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))",736,
False,monolayer extruder,0,[],,HTTP 400,737,
False,"looking for fully automatic silver refinery machine with specifications: capacity 30 kg, voltage 415 v, phase 3 phase, body material mild steel, application wire & cable",0,[],,HTTP 400,738,
False,film extrusion machine machine 750 kg/hr output 480 v 3 phase hdpe,0,[],,HTTP 400,739,
False,wire extruder 440 v 3 phase,0,[],,HTTP 400,740,
False,"gold star make fully automatic metal recovery plant, production capacity: 100 liter, voltage: 240 v, phase: 3 phase, material: cast iron, power: 3 kw",0,[],,HTTP 400,741,
False,turbo fully automatic silver refining plant,0,[],,HTTP 400,742,
False,turbo fully automatic twin screw extruder,0,[],,HTTP 400,743,
False,automatic centrifuge extractor,0,[],,HTTP 400,744,
False,epe foam extruder 440 v single phase,0,[],,HTTP 400,745,
False,cast iron body pvc extruder 250 kg/hr,0,[],,HTTP 400,746,
False,manual solid phase extraction system,0,[],,HTTP 400,747,
False,500 liter manual ldpe blown film machine 230 v 3 phase ss 316 body,0,[],,HTTP 400,748,
False,solvent extraction plant,0,[],,HTTP 400,749,
False,"metal recovery plant - single screw design, 50 tpd output, 240 v, single phase, ss 316 construction, laxmi brand, fully automatic operation",0,[],,HTTP 400,750,
False,"gold refining machine for pharmaceutical use, 1000 kg/hr, 415 v, eureka brand",0,[],,HTTP 400,751,
False,"automatic hdpe film extrusion machine, capacity: 100 kg/hr, voltage: 230 v, phase: 3 phase",0,[],,HTTP 400,752,
False,50 ton plastic recycling extruder,0,[],,HTTP 400,753,
False,double die extruder for plastic processing 1 tpd,0,[],,HTTP 400,754,
False,herbal extraction plant 240 v single phase,0,[],,HTTP 400,755,
False,"solid phase extraction system machine specifications - brand: kabra, capacity: 20 kg, voltage: 220 v, phase: 1 phase, body material: stainless steel, automation: fully automatic",0,[],,HTTP 400,756,
False,mild steel gold refining machine 100 kg capacity,0,[],,HTTP 400,757,
False,"semi-automatic solid phase extraction system for food processing, capacity: 5 ton, power: 15 kw",0,[],,HTTP 400,758,
False,"multi layer extruder machine specifications - brand: rajco, capacity: 50 kg, voltage: 480 v, phase: single phase, body material: pvc, automation: automatic",0,[],,HTTP 400,759,
False,ss body metal recovery plant 1000 kg/hr,0,[],,HTTP 400,760,
False,"fully automatic ss 304 liquid extraction system, capacity: 100 ton, voltage: 415 v, phase: single phase",0,[],,HTTP 400,761,
False,mother baby extruder for laboratory,0,[],,HTTP 400,762,
False,100 liter 1 phase centrifuge extractor,0,[],,HTTP 400,763,
False,hdpe extruder 400 v,0,[],,HTTP 400,764,
False,"polymer extruder - mahindra make, 100 tpd, cast iron, 3 phase",0,[],,HTTP 400,765,
False,twin screw extruder 240 v,0,[],,HTTP 400,766,
False,swaraj fully automatic wire extruder,0,[],,HTTP 400,767,
False,multi layer extruder,0,[],,HTTP 400,768,
False,"rajco semi-automatic tube extrusion machine, 5 tpd, 240 v, single phase",0,[],,HTTP 400,769,
False,single screw aluminium extrusion plant 50 kg fully automatic 400 v,0,[],,HTTP 400,770,
False,pvc body solvent extraction plant with 100 tpd capacity and 440 v voltage,0,[],,HTTP 400,771,
False,epe foam extruder,0,[],,HTTP 400,772,
False,parallel oleoresin extraction plant 10 kg manual 230 v,0,[],,HTTP 400,773,
False,20 tpd semi-automatic gold refinery plant,0,[],,HTTP 400,774,
False,mild steel body herbal extraction plant with 1 ton capacity and 415 v voltage,0,[],,HTTP 400,775,
False,rice bran extraction plant 480 v single phase,0,[],,HTTP 400,776,
False,mother baby extruder for plastic processing,0,[],,HTTP 400,777,
False,titanium body plastic recycling extruder 10 tpd,0,[],,HTTP 400,778,
False,200 kg jockey extruder,0,[],,HTTP 400,779,
False,ms body double die extruder with 200 liter capacity and 220 v voltage,0,[],,HTTP 400,780,
False,cable extruder 230 v 50/60 hz,0,[],,HTTP 400,781,
False,single die extruder 230 v 60 hz,0,[],,HTTP 400,782,
False,eureka fully automatic film extrusion machine,0,[],,HTTP 400,783,
False,pvc extruder 20 hp motor 5 ton,0,[],,HTTP 400,784,
False,50 kg/hr fully automatic blown film extrusion machine 440 v 1 phase aluminium body,0,[],,HTTP 400,785,
False,parallel hdpe extruder 200 kg automatic 230 v,0,[],,HTTP 400,786,
False,"cable extruder - labh group make, 20 tpd, ss 304, single phase",0,[],,HTTP 400,787,
False,semi-automatic tube extrusion machine,0,[],,HTTP 400,788,
False,metal recovery plant 240 v 1 phase,0,[],,HTTP 400,789,
False,polymer extruder with 25 hp power 440 v,0,[],,HTTP 400,790,
False,hydro extractor 220 v single phase,0,[],,HTTP 400,791,
False,mother baby extruder,0,[],,HTTP 400,792,
False,silver refinery machine,0,[],,HTTP 400,793,
False,aluminium foam extruder,0,[],,HTTP 400,794,
False,titanium solvent extraction plant,0,[],,HTTP 400,795,
False,"popular semi-automatic pvc extruder machine with 200 liter capacity, 480 v voltage, 3 phase, cast iron body, suitable for laboratory",0,[],,HTTP 400,796,
False,"oil extraction plant for pharmaceutical use, 500 kg/hr, 415 v, prism brand",0,[],,HTTP 400,797,
False,manual rice bran extraction plant,0,[],,HTTP 400,798,
False,turbo epe foam extruder 100 kg,0,[],,HTTP 400,799,
False,100 liter pvc extruder,0,[],,HTTP 400,800,
False,50 kg/hr three phase solvent extraction plant,0,[],,HTTP 400,801,
False,"laxmi semi-automatic metal refining plant, 10 kg/hr, 480 v, three phase",0,[],,HTTP 400,802,
False,sheet extruder 240 v single phase,0,[],,HTTP 400,803,
False,"hydro extractor machine specifications - brand: labh group, capacity: 5 tpd, voltage: 230 v, phase: 1 phase, body material: hdpe, automation: fully automatic",0,[],,HTTP 400,804,
False,"industrial grade fully automatic solvent extraction plant with co-rotating design, 100 tpd capacity, operating voltage 440 v, 3 phase, aluminium body material",0,[],,HTTP 400,805,
False,oil extraction plant conical design 1 ton,0,[],,HTTP 400,806,
False,single screw double die extruder 30 kg fully automatic 400 v,0,[],,HTTP 400,807,
False,silver refinery machine for packaging,0,[],,HTTP 400,808,
False,basket extruder parallel design 5 kg/hr,0,[],,HTTP 400,809,
False,5 kg/hr three phase oleoresin extraction plant,0,[],,HTTP 400,810,
False,labh group fully automatic blown film extrusion machine,0,[],,HTTP 400,811,
False,"automatic aba blown film machine for plastic processing, capacity: 10 tpd, power: 3 kw",0,[],,HTTP 400,812,
False,"gold star manual plastic extruder, 1 tpd, 415 v, three phase",0,[],,"HTTPSConnectionPool(host='imllm.intermesh.net', port=443): Max retries exceeded with url: /v1/chat/completions (Caused by NameResolutionError(""HTTPSConnection(host='imllm.intermesh.net', port=443): Failed to resolve 'imllm.intermesh.net' ([Errno 11001] getaddrinfo failed)""))",813,
False,liquid extraction system for laboratory,0,[],,HTTP 400,814,
False,industrial solvent extraction plant teknik 100 liter 230 v manual,0,[],,HTTP 400,815,
False,"pvc extruder for food processing use, 1000 liter, 440 v, popular brand",0,[],,HTTP 400,816,
False,herbal extraction plant 415 v,0,[],,HTTP 400,817,
False,"wpc extruder for chemical industries use, 100 liter, 220 v, eureka brand",0,[],,HTTP 400,818,
False,aluminium body basket extruder with 50 tpd capacity and 415 v voltage,0,[],,HTTP 400,819,
False,"prism fully automatic zinc recovery unit, 500 kg, 440 v, 1 phase",0,[],,HTTP 400,820,
False,20 kg single phase oleoresin extraction plant,0,[],,HTTP 400,821,
False,cast iron body curcumin extraction plant 100 tpd,0,[],,HTTP 400,822,
False,popular semi-automatic aba blown film machine,0,[],,HTTP 400,823,
False,turbo automatic foam extruder,0,[],,HTTP 400,824,
False,"looking for manual curcumin extraction plant with specifications: capacity 10 kg, voltage 440 v, phase 3 phase, body material ss, application research",0,[],,HTTP 400,825,
False,industrial solid phase extraction system unique 500 kg/hr 220 v manual,0,[],,HTTP 400,826,
False,copper extraction plant 440 v 50 hz,0,[],,HTTP 400,827,
False,pvc polymer extruder 100 kg/hr capacity,0,[],,HTTP 400,828,
False,200 liter gold refinery plant,0,[],,HTTP 400,829,
False,20 kg ldpe blown film machine mild steel body,0,[],,HTTP 400,830,
False,manual ss 316 aba blown film machine,0,[],,HTTP 400,831,
False,ss 316 film extrusion machine 1000 liter capacity,0,[],,HTTP 400,832,
False,mild steel body cable extruder 100 kg/hr,0,[],,HTTP 400,833,
False,mahindra automatic single die extruder,0,[],,HTTP 400,834,
False,25 kg cable extruder ss body,0,[],,HTTP 400,835,
False,oleoresin extraction plant 400 v 50 hz,0,[],,HTTP 400,836,
False,100 kg manual conical twin screw extruder,0,[],,HTTP 400,837,
False,unique solid phase extraction system 200 tpd,0,[],,HTTP 400,838,
False,hdpe extruder 7.5 hp motor 100 liter,0,[],,HTTP 400,839,
False,rajco oleoresin extraction plant 30 kg,0,[],,HTTP 400,840,
False,solid phase extraction system 2 kw motor 10 tpd,0,[],,HTTP 400,841,
False,co-rotating solid phase extraction system 20 kg semi-automatic 400 v,0,[],,HTTP 400,842,
False,pvc extruder with 15 kw power 230 v,0,[],,HTTP 400,843,
False,metal recovery plant 5 hp motor 500 liter,0,[],,HTTP 400,844,
False,automatic ss 316 curcumin extraction plant,0,[],,HTTP 400,845,
False,pvc body bitumen extractor 500 tpd,0,[],,HTTP 400,846,
False,plastic extruder co-rotating design 50 tpd,0,[],,HTTP 400,847,
False,monolayer extruder co-rotating design 250 kg/hr,0,[],,HTTP 400,848,
False,manual pp bitumen extractor,0,[],,HTTP 400,849,
False,stainless steel body monolayer extruder 200 kg,0,[],,HTTP 400,850,
False,50 kg/hr 3 phase conical twin screw extruder,0,[],,HTTP 400,851,
False,gold refinery plant machine 50 ton output 440 v three phase ss,0,[],,HTTP 400,852,
False,"fully automatic pp hdpe extruder, capacity: 5 ton, voltage: 380 v, phase: 3 phase",0,[],,HTTP 400,853,
False,"hydro extractor machine specifications - brand: prism, capacity: 50 kg, voltage: 440 v, phase: 1 phase, body material: hdpe, automation: semi-automatic",0,[],,HTTP 400,854,
False,ss 304 mother baby extruder,0,[],,HTTP 400,855,
False,gold star semi-automatic epe foam extruder,0,[],,HTTP 400,856,
False,aluminium extrusion plant for plastic processing,0,[],,HTTP 400,857,
False,"metal recovery plant - conical design, 30 kg output, 415 v, single phase, mild steel construction, labh group brand, manual operation",0,[],,HTTP 400,858,
False,plastic recycling extruder for plastic processing,0,[],,HTTP 400,859,
False,stainless steel body curcumin extraction plant 50 kg,0,[],,HTTP 400,860,
False,cast iron body pet extruder with 750 kg/hr capacity and 415 v voltage,0,[],,HTTP 400,861,
False,5 kg/hr curcumin extraction plant ms body,0,[],,HTTP 400,862,
False,"turbo automatic herbal extraction plant machine with 500 ton capacity, 400 v voltage, 3 phase, pp body, suitable for chemical industries",0,[],,HTTP 400,863,
False,"double die extruder for laboratory use, 25 kg/hr, 230 v, rajco brand",0,[],,HTTP 400,864,
False,"automatic film extrusion machine for food processing, capacity: 100 liter, power: 5 kw",0,[],,HTTP 400,865,
False,pp body centrifuge extractor 50 tpd,0,[],,HTTP 400,866,
False,kabra foam extruder 500 kg,0,[],,HTTP 400,867,
False,"solid phase extraction system - parallel design, 150 kg/hr output, 220 v, single phase, ss 304 construction, teknik brand, semi-automatic operation",0,[],,HTTP 400,868,
False,"rice bran extraction plant for recycling use, 20 kg, 415 v, eureka brand",0,[],,HTTP 400,869,
False,rajco extruder machine 10 ton,0,[],,HTTP 400,870,
False,mild steel body solvent extraction plant 1 tpd,0,[],,HTTP 400,871,
False,pp body rice bran extraction plant with 200 liter capacity and 400 v voltage,0,[],,HTTP 400,872,
False,pp pipe extrusion machine,0,[],,HTTP 400,873,
False,"zinc recovery unit for research use, 500 liter, 220 v, unique brand",0,[],,HTTP 400,874,
False,pet extruder 440 v,0,[],,HTTP 400,875,
False,ss 304 body pvc extruder 100 kg,0,[],,HTTP 400,876,
False,"laxmi make manual aluminium extrusion plant, production capacity: 200 kg, voltage: 480 v, phase: 3 phase, material: cast iron, power: 15 hp",0,[],,HTTP 400,877,
False,wire extruder for chemical industries 500 kg/hr,0,[],,HTTP 400,878,
False,solid phase extraction system 220 v 50 hz,0,[],,HTTP 400,879,
False,200 kg/hr pvc pipe extruder stainless steel body,0,[],,HTTP 400,880,
False,ss 316 body pvc extruder 100 tpd,0,[],,HTTP 400,881,
False,"pvc pipe extruder machine specifications - brand: labh group, capacity: 5 kg, voltage: 440 v, phase: 1 phase, body material: titanium, automation: manual",0,[],,HTTP 400,882,
False,"centrifuge extractor - labh group make, 100 liter, aluminium, three phase",0,[],,HTTP 400,883,
False,aba blown film machine 220 v,0,[],,HTTP 400,884,
False,fully automatic pet extruder,0,[],,HTTP 400,885,
False,teknik metal refining plant 500 kg/hr,0,[],,HTTP 400,886,
False,"polymer extruder - single screw design, 500 ton output, 240 v, three phase, stainless steel construction, gold star brand, semi-automatic operation",0,[],,HTTP 400,887,
False,wire extruder,0,[],,HTTP 400,888,
False,new gold refining machine,0,[],,HTTP 400,889,
False,"looking for automatic solvent extraction plant with specifications: capacity 750 kg/hr, voltage 480 v, phase three phase, body material ss 304, application pharmaceutical",0,[],,HTTP 400,890,
False,hdpe extruder 240 v,0,[],,HTTP 400,891,
False,hdpe body lab extruder 1000 liter,0,[],,HTTP 400,892,
False,"semi-automatic solid phase extraction system for packaging, capacity: 25 kg, power: 10 kw",0,[],,HTTP 400,893,
False,100 tpd double die extruder,0,[],,HTTP 400,894,
False,500 kg/hr metal refining plant,0,[],,HTTP 400,895,
False,10 tpd pvc extruder cast iron body,0,[],,HTTP 400,896,
False,popular pet extruder 500 kg,0,[],,HTTP 400,897,
False,pvc body metal recovery plant 500 kg,0,[],,HTTP 400,898,
False,"high quality fully automatic pp extruder parallel type, 200 kg, 230 v supply, single phase, ss 304 body, labh group brand for food processing",0,[],,HTTP 400,899,
False,"industrial grade semi-automatic aba blown film machine with twin screw design, 10 tpd capacity, operating voltage 480 v, 1 phase, ss body material",0,[],,HTTP 400,900,
False,metal recovery plant co-rotating design 50 ton,0,[],,HTTP 400,901,
False,"teknik make manual liquid extraction system, production capacity: 10 tpd, voltage: 230 v, phase: 3 phase, material: stainless steel, power: 7.5 hp",0,[],,HTTP 400,902,
False,unique plastic extruder,0,[],,HTTP 400,903,
False,ss 304 pipe extrusion machine,0,[],,HTTP 400,904,
False,pet extruder machine 750 kg/hr output 230 v three phase mild steel,0,[],,HTTP 400,905,
False,200 kg 1 phase aluminium extrusion plant,0,[],,HTTP 400,906,
False,parallel ldpe blown film machine 150 kg/hr manual 480 v,0,[],,HTTP 400,907,
False,"cable extruder for food processing use, 1 tpd, 415 v, teknik brand",0,[],,HTTP 400,908,
False,double die extruder conical design 200 kg,0,[],,HTTP 400,909,
False,epe foam extruder,0,[],,HTTP 400,910,
False,semi-automatic co-rotating twin screw extruder 480 v,0,[],,HTTP 400,911,
False,curcumin extraction plant 400 v 3 phase,0,[],,HTTP 400,912,
False,"teknik fully automatic gold refining machine machine with 100 ton capacity, 240 v voltage, three phase, ms body, suitable for laboratory",0,[],,HTTP 400,913,
False,"bitumen extractor - parallel design, 5 tpd output, 240 v, single phase, ss construction, mahindra brand, automatic operation",0,[],,HTTP 400,914,
False,30 kg metal refining plant ss 304 body,0,[],,HTTP 400,915,
False,kabra centrifuge extractor,0,[],,HTTP 400,916,
False,pp zinc recovery unit 100 kg/hr capacity,0,[],,HTTP 400,917,
False,liquid extraction system for laboratory,0,[],,HTTP 400,918,
False,kabra semi-automatic gold refinery plant,0,[],,HTTP 400,919,
False,ss body curcumin extraction plant 10 kg,0,[],,HTTP 400,920,
False,"rajco fully automatic pet extruder, 150 kg/hr, 415 v, three phase",0,[],,HTTP 400,921,
False,"prism make automatic rice bran extraction plant, production capacity: 200 kg, voltage: 230 v, phase: 3 phase, material: stainless steel, power: 2 kw",0,[],,HTTP 400,922,
False,mild steel single die extruder 5 tpd capacity,0,[],,HTTP 400,923,
False,50 tpd herbal extraction plant pp body,0,[],,HTTP 400,924,
False,"teknik semi-automatic copper extraction plant, 25 kg, 415 v, single phase",0,[],,HTTP 400,925,
False,semi-automatic pet extruder,0,[],,HTTP 400,926,
False,metal refining plant,0,[],,HTTP 400,927,
False,"gold refining machine - twin screw design, 200 kg/hr output, 480 v, single phase, aluminium construction, turbo brand, semi-automatic operation",0,[],,HTTP 400,928,
False,popular tube extrusion machine,0,[],,HTTP 400,929,
False,monolayer extruder for wire & cable 200 liter,0,[],,HTTP 400,930,
False,manual ms tube extrusion machine,0,[],,HTTP 400,931,
False,ss 304 sheet extruder 10 tpd capacity,0,[],,HTTP 400,932,
False,ss twin screw extruder 100 ton capacity,0,[],,HTTP 400,933,
False,semi-automatic extruder machine,0,[],,HTTP 400,934,
False,twin screw extruder for pharmaceutical 500 kg,0,[],,HTTP 400,935,
False,unique zinc recovery unit 25 kg/hr,0,[],,HTTP 400,936,
False,50 kg/hr fully automatic pvc extruder 480 v 1 phase mild steel body,0,[],,HTTP 400,937,
False,pp body hdpe extruder 30 kg,0,[],,HTTP 400,938,
False,"gold star fully automatic monolayer extruder machine with 1 tpd capacity, 415 v voltage, 3 phase, cast iron body, suitable for agricultural",0,[],,HTTP 400,939,
False,used co-rotating twin screw extruder,0,[],,HTTP 400,940,
False,"automatic xlpe cable extruder for wire & cable, capacity: 10 kg/hr, power: 25 hp",0,[],,HTTP 400,941,
False,industrial single die extruder teknik 25 kg/hr 440 v automatic,0,[],,HTTP 400,942,
False,1 ton single phase silver refining plant,0,[],,HTTP 400,943,
False,used mother baby extruder,0,[],,HTTP 400,944,
False,"fully automatic ss 316 liquid extraction system, capacity: 1000 kg/hr, voltage: 415 v, phase: three phase",0,[],,HTTP 400,945,
