query,ground_truth_count,qmeans_count,gemini_count,gemma_count,ground_truth_attrs,qmeans_attrs,gemini_attrs,gemma_attrs,GT_ATTR1_KEY,GT_ATTR1_VAL,QM_ATTR1_KEY,QM_ATTR1_VAL,GM_ATTR1_KEY,GM_ATTR1_VAL,GM_ATTR2_KEY,GM_ATTR2_VAL,QM_vs_GN_ATTR1_KEY_FOUND,QM_vs_GN_ATTR1_VAL_MATCH,QM_vs_GN_ATTR2_KEY_FOUND,QM_vs_GN_ATTR2_VAL_MATCH,QM_vs_GN_ATTR3_KEY_FOUND,QM_vs_GN_ATTR3_VAL_MATCH,QM_vs_GN_ATTR4_KEY_FOUND,QM_vs_GN_ATTR4_VAL_MATCH,QM_vs_GN_ATTR5_KEY_FOUND,QM_vs_GN_ATTR5_VAL_MATCH,QM_vs_GN_ATTR6_KEY_FOUND,QM_vs_GN_ATTR6_VAL_MATCH,QM_vs_GN_ATTR7_KEY_FOUND,QM_vs_GN_ATTR7_VAL_MATCH,QM_vs_GN_ATTR8_KEY_FOUND,QM_vs_GN_ATTR8_VAL_MATCH,QM_vs_GN_ATTR9_KEY_FOUND,QM_vs_GN_ATTR9_VAL_MATCH,GN_vs_QM_ATTR1_KEY_FOUND,GN_vs_QM_ATTR1_VAL_MATCH,GN_vs_QM_ATTR2_KEY_FOUND,GN_vs_QM_ATTR2_VAL_MATCH,GN_vs_QM_ATTR3_KEY_FOUND,GN_vs_QM_ATTR3_VAL_MATCH,GN_vs_QM_ATTR4_KEY_FOUND,GN_vs_QM_ATTR4_VAL_MATCH,GN_vs_QM_ATTR5_KEY_FOUND,GN_vs_QM_ATTR5_VAL_MATCH,GN_vs_QM_ATTR6_KEY_FOUND,GN_vs_QM_ATTR6_VAL_MATCH,GN_vs_QM_ATTR7_KEY_FOUND,GN_vs_QM_ATTR7_VAL_MATCH,GN_vs_QM_ATTR8_KEY_FOUND,GN_vs_QM_ATTR8_VAL_MATCH,GN_vs_QM_ATTR9_KEY_FOUND,GN_vs_QM_ATTR9_VAL_MATCH,QM_vs_GM_ATTR1_KEY_FOUND,QM_vs_GM_ATTR1_VAL_MATCH,QM_vs_GM_ATTR2_KEY_FOUND,QM_vs_GM_ATTR2_VAL_MATCH,QM_vs_GM_ATTR3_KEY_FOUND,QM_vs_GM_ATTR3_VAL_MATCH,QM_vs_GM_ATTR4_KEY_FOUND,QM_vs_GM_ATTR4_VAL_MATCH,QM_vs_GM_ATTR5_KEY_FOUND,QM_vs_GM_ATTR5_VAL_MATCH,QM_vs_GM_ATTR6_KEY_FOUND,QM_vs_GM_ATTR6_VAL_MATCH,QM_vs_GM_ATTR7_KEY_FOUND,QM_vs_GM_ATTR7_VAL_MATCH,QM_vs_GM_ATTR8_KEY_FOUND,QM_vs_GM_ATTR8_VAL_MATCH,QM_vs_GM_ATTR9_KEY_FOUND,QM_vs_GM_ATTR9_VAL_MATCH,GM_vs_QM_ATTR1_KEY_FOUND,GM_vs_QM_ATTR1_VAL_MATCH,GM_vs_QM_ATTR2_KEY_FOUND,GM_vs_QM_ATTR2_VAL_MATCH,GM_vs_QM_ATTR3_KEY_FOUND,GM_vs_QM_ATTR3_VAL_MATCH,GM_vs_QM_ATTR4_KEY_FOUND,GM_vs_QM_ATTR4_VAL_MATCH,GM_vs_QM_ATTR5_KEY_FOUND,GM_vs_QM_ATTR5_VAL_MATCH,GM_vs_QM_ATTR6_KEY_FOUND,GM_vs_QM_ATTR6_VAL_MATCH,GM_vs_QM_ATTR7_KEY_FOUND,GM_vs_QM_ATTR7_VAL_MATCH,GM_vs_QM_ATTR8_KEY_FOUND,GM_vs_QM_ATTR8_VAL_MATCH,GM_vs_QM_ATTR9_KEY_FOUND,GM_vs_QM_ATTR9_VAL_MATCH,GN_vs_GM_ATTR1_KEY_FOUND,GN_vs_GM_ATTR1_VAL_MATCH,GN_vs_GM_ATTR2_KEY_FOUND,GN_vs_GM_ATTR2_VAL_MATCH,GN_vs_GM_ATTR3_KEY_FOUND,GN_vs_GM_ATTR3_VAL_MATCH,GN_vs_GM_ATTR4_KEY_FOUND,GN_vs_GM_ATTR4_VAL_MATCH,GN_vs_GM_ATTR5_KEY_FOUND,GN_vs_GM_ATTR5_VAL_MATCH,GN_vs_GM_ATTR6_KEY_FOUND,GN_vs_GM_ATTR6_VAL_MATCH,GN_vs_GM_ATTR7_KEY_FOUND,GN_vs_GM_ATTR7_VAL_MATCH,GN_vs_GM_ATTR8_KEY_FOUND,GN_vs_GM_ATTR8_VAL_MATCH,GN_vs_GM_ATTR9_KEY_FOUND,GN_vs_GM_ATTR9_VAL_MATCH,GM_vs_GN_ATTR1_KEY_FOUND,GM_vs_GN_ATTR1_VAL_MATCH,GM_vs_GN_ATTR2_KEY_FOUND,GM_vs_GN_ATTR2_VAL_MATCH,GM_vs_GN_ATTR3_KEY_FOUND,GM_vs_GN_ATTR3_VAL_MATCH,GM_vs_GN_ATTR4_KEY_FOUND,GM_vs_GN_ATTR4_VAL_MATCH,GM_vs_GN_ATTR5_KEY_FOUND,GM_vs_GN_ATTR5_VAL_MATCH,GM_vs_GN_ATTR6_KEY_FOUND,GM_vs_GN_ATTR6_VAL_MATCH,GM_vs_GN_ATTR7_KEY_FOUND,GM_vs_GN_ATTR7_VAL_MATCH,GM_vs_GN_ATTR8_KEY_FOUND,GM_vs_GN_ATTR8_VAL_MATCH,GM_vs_GN_ATTR9_KEY_FOUND,GM_vs_GN_ATTR9_VAL_MATCH,GT_vs_QM_ATTR1_KEY_FOUND,GT_vs_QM_ATTR1_VAL_MATCH,GT_vs_QM_ATTR2_KEY_FOUND,GT_vs_QM_ATTR2_VAL_MATCH,GT_vs_QM_ATTR3_KEY_FOUND,GT_vs_QM_ATTR3_VAL_MATCH,GT_vs_QM_ATTR4_KEY_FOUND,GT_vs_QM_ATTR4_VAL_MATCH,GT_vs_QM_ATTR5_KEY_FOUND,GT_vs_QM_ATTR5_VAL_MATCH,GT_vs_QM_ATTR6_KEY_FOUND,GT_vs_QM_ATTR6_VAL_MATCH,GT_vs_QM_ATTR7_KEY_FOUND,GT_vs_QM_ATTR7_VAL_MATCH,GT_vs_QM_ATTR8_KEY_FOUND,GT_vs_QM_ATTR8_VAL_MATCH,GT_vs_QM_ATTR9_KEY_FOUND,GT_vs_QM_ATTR9_VAL_MATCH,GT_vs_GN_ATTR1_KEY_FOUND,GT_vs_GN_ATTR1_VAL_MATCH,GT_vs_GN_ATTR2_KEY_FOUND,GT_vs_GN_ATTR2_VAL_MATCH,GT_vs_GN_ATTR3_KEY_FOUND,GT_vs_GN_ATTR3_VAL_MATCH,GT_vs_GN_ATTR4_KEY_FOUND,GT_vs_GN_ATTR4_VAL_MATCH,GT_vs_GN_ATTR5_KEY_FOUND,GT_vs_GN_ATTR5_VAL_MATCH,GT_vs_GN_ATTR6_KEY_FOUND,GT_vs_GN_ATTR6_VAL_MATCH,GT_vs_GN_ATTR7_KEY_FOUND,GT_vs_GN_ATTR7_VAL_MATCH,GT_vs_GN_ATTR8_KEY_FOUND,GT_vs_GN_ATTR8_VAL_MATCH,GT_vs_GN_ATTR9_KEY_FOUND,GT_vs_GN_ATTR9_VAL_MATCH,GT_vs_GM_ATTR1_KEY_FOUND,GT_vs_GM_ATTR1_VAL_MATCH,GT_vs_GM_ATTR2_KEY_FOUND,GT_vs_GM_ATTR2_VAL_MATCH,GT_vs_GM_ATTR3_KEY_FOUND,GT_vs_GM_ATTR3_VAL_MATCH,GT_vs_GM_ATTR4_KEY_FOUND,GT_vs_GM_ATTR4_VAL_MATCH,GT_vs_GM_ATTR5_KEY_FOUND,GT_vs_GM_ATTR5_VAL_MATCH,GT_vs_GM_ATTR6_KEY_FOUND,GT_vs_GM_ATTR6_VAL_MATCH,GT_vs_GM_ATTR7_KEY_FOUND,GT_vs_GM_ATTR7_VAL_MATCH,GT_vs_GM_ATTR8_KEY_FOUND,GT_vs_GM_ATTR8_VAL_MATCH,GT_vs_GM_ATTR9_KEY_FOUND,GT_vs_GM_ATTR9_VAL_MATCH,GT_ATTR2_KEY,GT_ATTR2_VAL,QM_ATTR2_KEY,QM_ATTR2_VAL,GN_ATTR1_KEY,GN_ATTR1_VAL,GM_ATTR3_KEY,GM_ATTR3_VAL,GN_ATTR2_KEY,GN_ATTR2_VAL,GN_ATTR3_KEY,GN_ATTR3_VAL,GT_ATTR3_KEY,GT_ATTR3_VAL,QM_ATTR3_KEY,QM_ATTR3_VAL,GM_ATTR4_KEY,GM_ATTR4_VAL,QM_ATTR4_KEY,QM_ATTR4_VAL,GM_ATTR5_KEY,GM_ATTR5_VAL,GT_ATTR4_KEY,GT_ATTR4_VAL,GN_ATTR4_KEY,GN_ATTR4_VAL,GN_ATTR5_KEY,GN_ATTR5_VAL,GN_ATTR6_KEY,GN_ATTR6_VAL,GN_ATTR7_KEY,GN_ATTR7_VAL,GM_ATTR6_KEY,GM_ATTR6_VAL,GM_ATTR7_KEY,GM_ATTR7_VAL,GM_ATTR8_KEY,GM_ATTR8_VAL,GN_ATTR8_KEY,GN_ATTR8_VAL,GN_ATTR9_KEY,GN_ATTR9_VAL,QM_ATTR5_KEY,QM_ATTR5_VAL
10 kg gold refinery machine,3,2,2,3,"{'type': 'refining machine', 'material': 'gold', 'capacity': '10kg'}","{'capacity': '10 kg', 'usage': 'gold refinery'}","{'capacity(kg)': '10 kg', 'metal': 'gold'}","{'capacity': '10 kg', 'usage': 'gold refinery', 'type of testing machines': 'machine'}",type,refining machine,capacity,10 kg,capacity,10 kg,usage,gold refinery,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,material,gold,usage,gold refinery,capacity(kg),10 kg,type of testing machines,machine,metal,gold,,,capacity,10kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 kg gold refining filter,3,3,0,3,"{'type': 'refining', 'material': 'gold', 'capacity': '10kg'}","{'capacity': '10 kg', 'usage': 'gold', 'filter type': 'refining filter'}",,"{'capacity': '10 kg', 'usage': 'gold refining', 'type': 'filter'}",type,refining,capacity,10 kg,capacity,10 kg,usage,gold refining,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,material,gold,usage,gold,,,type,filter,,,,,capacity,10kg,filter type,refining filter,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 kg silver refining plant,3,3,1,2,"{'type': 'refining plant', 'material': 'silver', 'capacity': '10kg'}","{'capacity': '10 kg', 'type': 'refining plant', 'refining material': 'silver'}",{'capacity(kg)': '10 kg'},"{'capacity': '10 kg', 'heating range': 'silver refining plant'}",type,refining plant,capacity,10 kg,capacity,10 kg,heating range,silver refining plant,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,material,silver,type,refining plant,capacity(kg),10 kg,,,,,,,capacity,10kg,refining material,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100  kg%2 fhr co rotating twin screw extruders,2,1,2,2,"{'type': 'twin screw extruder', 'capacity': '100kg'}",{'capacity': '100 kg%2 fhr'},"{'capacity': '[""100 kg/hr', 'screw design': 'twin screw'}","{'capacity': '100', 'power source': 'kg%2 fhr co rotating twin screw extruders'}",type,twin screw extruder,capacity,100 kg%2 fhr,capacity,100,power source,kg%2 fhr co rotating twin screw extruders,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,capacity,100kg,,,capacity,"[""100 kg/hr",,,screw design,twin screw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100  kg%2 fhr manual co rotating twin screw extruders,3,2,4,4,"{'type': 'twin screw extruder', 'automation': 'manual', 'capacity': '100kg'}","{'capacity': '100 kg%2 fhr', 'automation': 'manual'}","{'capacity': '[""100 kg/hr', 'automation': 'manual', 'screw design': 'co rotating', 'type': 'twin screw'}","{'capacity': '100', 'speed': 'kg%2 fhr', 'work type': 'manual', 'design': 'co rotating twin screw extruders'}",type,twin screw extruder,capacity,100 kg%2 fhr,capacity,100,speed,kg%2 fhr,TRUE,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,TRUE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,automation,manual,automation,manual,capacity,"[""100 kg/hr",work type,manual,automation,manual,screw design,co rotating,capacity,100kg,,,design,co rotating twin screw extruders,,,,,,,type,twin screw,,,,,,,,,,,,,,,,,,
100 Kg Silver Refining Plant,3,3,2,2,"{'type': 'refining plant', 'material': 'silver', 'capacity': '100kg'}","{'capacity': '100 kg', 'type': 'refining plant', 'refining material': 'silver'}","{'capacity(kg)': '100 kg', 'usage': 'silver refining plant'}","{'production': '100 kg', 'usage': 'silver refining plant'}",type,refining plant,capacity,100 kg,production,100 kg,usage,silver refining plant,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,material,silver,type,refining plant,capacity(kg),100 kg,,,usage,silver refining plant,,,capacity,100kg,refining material,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100 kg Basket Extruder Machine,2,2,1,2,"{'type': 'extruder', 'capacity': '100kg'}","{'capacity': '100 kg', 'type': 'extruder'}",{'capacity(kg)': '100 kg'},"{'capacity': '100 kg', 'type': 'basket extruder machine'}",type,extruder,capacity,100 kg,capacity,100 kg,type,basket extruder machine,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,capacity,100kg,type,extruder,capacity(kg),100 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100 kg/hr Extruder Machine,2,2,1,2,"{'type': 'extruder', 'capacity': '100kg/hr'}","{'capacity': '100 kg/hr', 'type': 'extruder'}","{'capacity': '[""100 kg/hr'}","{'min capacity': '100 kg/hr', 'type': 'extruder machine'}",type,extruder,capacity,100 kg/hr,min capacity,100 kg/hr,type,extruder machine,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,capacity,100kg/hr,type,extruder,capacity,"[""100 kg/hr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100 kg/hr automatic twin screw extruder,3,2,4,2,"{'type': 'twin screw extruder', 'automation': 'automatic', 'capacity': '100kg/hr'}","{'capacity': '100 kg/hr', 'automation': 'automatic'}","{'capacity': '[""100 kg/hr', 'automation': 'automatic', 'screw design': 'twin screw', 'material': 'extruder'}","{'min capacity': '100 kg/hr', 'machine name': 'automatic twin screw extruder'}",type,twin screw extruder,capacity,100 kg/hr,min capacity,100 kg/hr,machine name,automatic twin screw extruder,TRUE,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,TRUE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,automation,automatic,automation,automatic,capacity,"[""100 kg/hr",,,automation,automatic,screw design,twin screw,capacity,100kg/hr,,,,,,,,,,,material,extruder,,,,,,,,,,,,,,,,,,
100 kg/hr ceramic extruder machine,2,3,1,2,"{'type': 'extruder', 'capacity': '100kg/hr'}","{'capacity': '100 kg/hr', 'material': 'ceramic', 'type': 'extruder'}",{'capacity': '100 kg/hr'},"{'min capacity': '100 kg/hr', 'type': 'ceramic extruder machine'}",type,extruder,capacity,100 kg/hr,min capacity,100 kg/hr,type,ceramic extruder machine,TRUE,TRUE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,capacity,100kg/hr,material,ceramic,capacity,100 kg/hr,,,,,,,,,type,extruder,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100 kg/hr manual twin screw extruder machine,3,2,3,3,"{'type': 'twin screw extruder', 'automation': 'manual', 'capacity': '100kg/hr'}","{'capacity': '100 kg/hr', 'automation': 'manual'}","{'capacity': '[""100 kg/hr', 'automation': 'manual', 'screw design': 'twin screw'}","{'min capacity': '100 kg/hr', 'work type': 'manual', 'type': 'twin screw extruder machine'}",type,twin screw extruder,capacity,100 kg/hr,min capacity,100 kg/hr,work type,manual,TRUE,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,automation,manual,automation,manual,capacity,"[""100 kg/hr",type,twin screw extruder machine,automation,manual,screw design,twin screw,capacity,100kg/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
