success,query,qmeans_attr_count,qmeans_isq_list,qmeans_isq_pipe,response_time
True,monolayer extruder,1,['extruder:type:specification'],extruder:type:specification,34.24
True,Corn Starch Extruder Machine,1,['extruder:type:specification'],extruder:type:specification,19.34
True,scent extraction,0,[],,16.49
True,5 KGPH Lab Sheet Extruder Machine,3,"['5 kgph:capacity:specification', 'extruder:type:specification', 'lab:usage:specification']",5 kgph:capacity:specification | extruder:type:specification | lab:usage:specification,17.96
True,bitumen extractor electrically operated,2,"['bitumen extractor:machine type:specification', 'electrically:operation:specification']",bitumen extractor:machine type:specification | electrically:operation:specification,17.0
True,extruder dies,1,['extruder:usage:specification'],extruder:usage:specification,16.73
True,extruder dies kanpur,1,['kanpur:place of origin:specification'],kanpur:place of origin:specification,16.32
True,Power Cable Extrusion Line,1,['power cable:usage:specification'],power cable:usage:specification,16.32
True,40KW Basket Extruder Machine,2,"['40kw:power consumption:specification', 'extruder:type:specification']",40kw:power consumption:specification | extruder:type:specification,16.51
True,Automatic  Blown Film Extrusion Machine,1,['automatic:machine type:specification'],automatic:machine type:specification,17.04
True,silver refinery machine per day purity 97 to 98 tonch,2,"['97:purity:specification', 'silver:usage:specification']",97:purity:specification | silver:usage:specification,17.59
True,GMS-Extruder eTrim,0,[],,17.72
True,GMS-Extruder,0,[],,17.53
True,silver refinery machine 150 kg per day 10lackh rupees wali purity 97 to 98 tonch wali,1,['150 kg per day:capacity:specification'],150 kg per day:capacity:specification,17.38
True,GMS-Extruder_ETrim,0,[],,16.01
True,Bio-degradable / Compostable Film Extrusion Machine,1,['film:usage:specification'],film:usage:specification,14.28
True,Mulch Film Machine,1,['mulch:type:specification'],mulch:type:specification,16.29
True,Washing Machine Tumbler,2,"['tumbler:part type:specification', 'washing machine:usage:specification']",tumbler:part type:specification | washing machine:usage:specification,16.75
True,Bulpower Twin Screw Extruder Gearbox Counter Rotating,2,"['bulpower:brand:specification', 'twin screw extruder gearbox:product:specification']",bulpower:brand:specification | twin screw extruder gearbox:product:specification,17.19
True,Gold Refinery Tank,2,"['gold:storage material:specification', 'refinery tank:type:specification']",gold:storage material:specification | refinery tank:type:specification,17.68
True,Wpc Extruder Die,1,['wpc:material:specification'],wpc:material:specification,16.94
True,Solvent Extractor Model: SPE-96,2,"['solvent extractor:type:specification', 'spe-96:model/type:specification']",solvent extractor:type:specification | spe-96:model/type:specification,19.15
True,Extruder Machines .,1,['extruder:type:specification'],extruder:type:specification,16.09
True,Lab Extruder Machine Production Capacity: 50 Kg/hr,3,"['50 kg/hr:capacity:specification', 'extruder:type:specification', 'lab:usage:specification']",50 kg/hr:capacity:specification | extruder:type:specification | lab:usage:specification,17.32
True,Gold Refining Plant parts,1,['refining:usage:specification'],refining:usage:specification,16.02
True,extruder machine in madhyapradesh,1,['extruder:model name/number:specification'],extruder:model name/number:specification,16.69
True,Gold Refinery Service,0,[],,26.77
True,Cabbage Liquid Extract,2,"['cabbage:name of extract:specification', 'liquid:form:specification']",cabbage:name of extract:specification | liquid:form:specification,21.79
True,100 kg/hr no tube extrusion machine Extruder Machine,1,['100 kg/hr:capacity:specification'],100 kg/hr:capacity:specification,17.18
True,herbal and ayurvedic Extraction pant,1,['ayurvedic:medicine type:specification'],ayurvedic:medicine type:specification,17.65
True,twin screw extruder 50 kg/hr lab extruder machine,4,"['50 kg/hr:capacity:specification', 'extruder:type:specification', 'lab:usage:specification', 'screw:machine type:specification']",50 kg/hr:capacity:specification | extruder:type:specification | lab:usage:specification | screw:machine type:specification,17.91
True,twin screw lab extruder,3,"['extruder:type:specification', 'lab:usage:specification', 'twin screw:screw type:specification']",extruder:type:specification | lab:usage:specification | twin screw:screw type:specification,18.39
True,millstim liqid,0,[],,16.29
True,10 kg automatic gold refining machine,3,"['10 kg:capacity:specification', 'automatic:automation grade:specification', 'gold refining:usage:specification']",10 kg:capacity:specification | automatic:automation grade:specification | gold refining:usage:specification,18.49
True,10 kg gold refinery machine,2,"['10 kg:capacity:specification', 'gold refinery:usage:specification']",10 kg:capacity:specification | gold refinery:usage:specification,16.82
True,spice oil and oleoresins extraction plant,2,"['extraction:machine type:specification', 'spice oil:usage:specification']",extraction:machine type:specification | spice oil:usage:specification,18.5
True,aluminium extrusion plant gujarat,2,"['aluminium:material:specification', 'gujarat:place of origin:specification']",aluminium:material:specification | gujarat:place of origin:specification,18.27
True,alluminium extrusion plant in surat gujrat,1,['alluminium:material:specification'],alluminium:material:specification,18.57
True,Jockey Extruder For Pen Plant,2,"['extruder:type:specification', 'jockey:brand:specification']",extruder:type:specification | jockey:brand:specification,17.18
True,200 kg/hr Semi Automatic Extruder Machine,3,"['200 kg/hr:capacity:specification', 'extruder:type:specification', 'semi automatic:automation grade:specification']",200 kg/hr:capacity:specification | extruder:type:specification | semi automatic:automation grade:specification,18.23
True,slanty extruder,1,['extruder:type:specification'],extruder:type:specification,17.94
True,Extrusion Process,1,['extrusion:process:specification'],extrusion:process:specification,16.12
True,automatic 500 kg/hr no Twin Screw Extruder Machine Production Capacity: 180KG/H,2,"['500 kg/hr:capacity:specification', 'automatic:automation grade:specification']",500 kg/hr:capacity:specification | automatic:automation grade:specification,25.45
True,automatic 1000 kg/hr yes Twin Screw Extruder,3,"['1000 kg/hr:capacity:specification', 'automatic:automation grade:specification', 'yes:brand:specification']",1000 kg/hr:capacity:specification | automatic:automation grade:specification | yes:brand:specification,18.3
True,Silo Extraction System,1,['extraction:product:specification'],extraction:product:specification,18.67
True,"High Speed Mono Layer Blown Film Extrusion Plant for LDPE Packaging Film (1200mm, 75kg/hr)",3,"['75kg/hr):capacity:specification', 'ldpe:material:specification', 'mono layer blown film extrusion plant:machine name:specification']",75kg/hr):capacity:specification | ldpe:material:specification | mono layer blown film extrusion plant:machine name:specification,19.46
True,monolayer highspeed blown film machine,1,['blown film:product:specification'],blown film:product:specification,17.14
True,extruders with standard accessories,0,[],,26.66
True,blown film extrusion machine abc,0,[],,17.11
True,blown film extrusion machine 3 layers,0,[],,21.28
True,rag gold regind 670g pack of 10 near delhi,1,['670g:packaging size:specification'],670g:packaging size:specification,18.69
True,rag gold refined 670g,2,"['670g:packaging size:specification', 'refined:processing type:specification']",670g:packaging size:specification | refined:processing type:specification,18.33
True,gold directors machine,1,['machine:products included:specification'],machine:products included:specification,16.78
True,gold refining case,1,['refining case:type:specification'],refining case:type:specification,17.16
True,挤出机,0,[],,16.78
True,pvcx,1,['pvcx:material:specification'],pvcx:material:specification,25.47
True,cow metal extraction machine,1,['metal extraction:usage:specification'],metal extraction:usage:specification,17.5
True,65/132 conical extruder,3,"['65/132:model name/number:specification', 'conical:shape:specification', 'extruder:type:specification']",65/132:model name/number:specification | conical:shape:specification | extruder:type:specification,27.92
True,packan,0,[],,16.62
True,gold silver refinery machine,0,[],,17.65
True,Double lock die box extruder,1,['box:packaging type:specification'],box:packaging type:specification,29.75
True,semi-automatic 100 kg/hr yes Twin Screw Extruder,3,"['100 kg/hr:capacity:specification', 'screw:machine type:specification', 'yes:brand:specification']",100 kg/hr:capacity:specification | screw:machine type:specification | yes:brand:specification,17.23
True,gold refining plant small machine,2,"['refining:type:specification', 'small:size:specification']",refining:type:specification | small:size:specification,17.05
True,spent earth solvent extraction plant,0,[],,22.08
True,oil cake solvent extraction plant,2,"['oil cake:usage:specification', 'solvent extraction:type:specification']",oil cake:usage:specification | solvent extraction:type:specification,17.41
True,soyabean seed solvent extraction plant,2,"['solvent extraction:type:specification', 'soyabean seed:usage:specification']",solvent extraction:type:specification | soyabean seed:usage:specification,20.45
True,Wire Extruder Machine,1,['extruder:type:specification'],extruder:type:specification,24.47
True,Wire Extration Machine,0,[],,17.58
True,Refined Gold,1,['refined:processing type:specification'],refined:processing type:specification,17.38
True,Teflon Cable Extrusion Line,1,['teflon:material:specification'],teflon:material:specification,40.16
True,SPM Extrusion Plant Equipments,2,"['extrusion plant:product:specification', 'spm:brand:specification']",extrusion plant:product:specification | spm:brand:specification,29.15
True,रिफाइन,1,['रिफाइन:composition:specification'],रिफाइन:composition:specification,18.09
True,SPHEGETTI EXTRUDER,1,['extruder:type:specification'],extruder:type:specification,17.87
True,120 MM Main GHE-250 Extruder Machine,3,"['120 mm:screw diameter:specification', 'extruder:type:specification', 'ghe-250:model name/number:specification']",120 mm:screw diameter:specification | extruder:type:specification | ghe-250:model name/number:specification,24.04
True,complete datong automatic inverter control centrifugal hydroextractor with all standard accessoreies,1,['automatic:automation grade:specification'],automatic:automation grade:specification,17.74
True,700bak,0,[],,17.1
True,btb15-700bak,0,[],,18.05
True,100mm extruder pvc/xlpe hopper,3,"['100mm:diameter:specification', 'extruder:type:specification', 'pvc/xlpe:material:specification']",100mm:diameter:specification | extruder:type:specification | pvc/xlpe:material:specification,17.4
True,v3 extruder,1,['v3:model name/number:specification'],v3:model name/number:specification,17.2
True,centrifuge extractor 220v,2,"['220v:voltage:specification', 'centrifuge extractor:product:specification']",220v:voltage:specification | centrifuge extractor:product:specification,17.38
True,Liquid Extraction Service in Mixer Settler Apparatus Laboratory Type,1,['liquid extraction service:service:specification'],liquid extraction service:service:specification,21.43
True,Tomato Seed Extraction Machine,1,['extraction:machine type:specification'],extraction:machine type:specification,17.5
True,imli extruder machine,1,['extruder:type:specification'],extruder:type:specification,17.35
True,1 kg Automatic Gold Refining Plant(aqua regia process),2,"['1 kg:capacity:specification', 'automatic:automation grade:specification']",1 kg:capacity:specification | automatic:automation grade:specification,17.06
True,refinery gold bar,2,"['bar:type:specification', 'gold:plating:specification']",bar:type:specification | gold:plating:specification,17.55
True,Cognitive Health,0,[],,16.76
True,extruder tape line spare parts name,1,['extruder:usage:specification'],extruder:usage:specification,16.67
True,granular extruder machine,1,['extruder:type:specification'],extruder:type:specification,16.71
True,semi-automatic Twin Screw Extruder,2,"['screw extruder:type:specification', 'semi-automatic:automation grade:specification']",screw extruder:type:specification | semi-automatic:automation grade:specification,17.99
True,Diversified Metal Recovery,1,['metal recovery:usage:specification'],metal recovery:usage:specification,28.0
True,yara 1 0:52:34 1 kg touch water soluble organic extracts formulation services,2,"['0:52:34:npk ratio:specification', 'yara:brand:specification']",0:52:34:npk ratio:specification | yara:brand:specification,17.8
True,500 no Aluminium Extrusion Plant,2,"['500 no:model name/number:specification', 'aluminium:material:specification']",500 no:model name/number:specification | aluminium:material:specification,23.74
True,1000 no Aluminium Extrusion Plant,2,"['1000 no:model name/number:specification', 'aluminium:material:specification']",1000 no:model name/number:specification | aluminium:material:specification,17.24
True,Epe Foam Fruit Net Extruder Machine,3,"['epe foam:material:specification', 'extruder:type:specification', 'fruit:usage:specification']",epe foam:material:specification | extruder:type:specification | fruit:usage:specification,16.79
True,rag gold full package,0,[],,16.92
True,Extruder Machine For Medical,1,['medical:usage:specification'],medical:usage:specification,17.84
True,Extruder Machine For Silicone Cables,1,['extruder machine:machine name:specification'],extruder machine:machine name:specification,20.3
True,Extruder Machine For Industrial,2,"['extruder:machine name:specification', 'industrial:usage:specification']",extruder:machine name:specification | industrial:usage:specification,16.92
True,एक्सट्रूडर मशीन,1,['एक्सट्रूडर:composition:specification'],एक्सट्रूडर:composition:specification,16.75
True,30mm jockey extruder machine,3,"['30mm:screw diameter:specification', 'extruder:type:specification', 'jockey:brand:specification']",30mm:screw diameter:specification | extruder:type:specification | jockey:brand:specification,16.78
True,aqua regia,0,[],,19.56
True,Lab Twin Screw Extruder,2,"['lab:usage:specification', 'screw extruder:type:specification']",lab:usage:specification | screw extruder:type:specification,23.02
True,100 kg/hr automatic twin screw extruder,2,"['100 kg/hr:capacity:specification', 'automatic:automation grade:specification']",100 kg/hr:capacity:specification | automatic:automation grade:specification,17.3
True,Hydro Centrifuge,1,['centrifuge:product:specification'],centrifuge:product:specification,16.2
True,solid phase extraction quick trace4,1,['solid phase extraction:usage:specification'],solid phase extraction:usage:specification,16.86
True,300 kg/hr Monolayer Blown Film Machine,2,"['300 kg/hr:capacity:specification', 'monolayer blown film machine:product:specification']",300 kg/hr:capacity:specification | monolayer blown film machine:product:specification,24.25
True,Marigold Solvent Extraction Plant Manufacturers In India,0,[],,19.21
True,cloths water extractor,1,['water:usage:specification'],water:usage:specification,27.23
True,Silver Extractoin Plant B,1,['silver:color:specification'],silver:color:specification,20.86
True,Kumar Solvent Extraction Plant,2,"['kumar:brand:specification', 'solvent extraction plant:product:specification']",kumar:brand:specification | solvent extraction plant:product:specification,17.19
True,gold silver processing machines,1,['processing:product:specification'],processing:product:specification,17.16
True,oil solvent extraction plant,2,"['extraction:type:specification', 'oil solvent:usage:specification']",extraction:type:specification | oil solvent:usage:specification,17.35
True,solid-phase-extraction-system,0,[],,17.88
True,Gems Gold Refined,1,['refined:processing type:specification'],refined:processing type:specification,17.9
True,aloe vera extraction manual machine,1,['aloe vera extraction:usage:specification'],aloe vera extraction:usage:specification,19.27
True,bioplastic film extrusion machine,0,[],,17.04
True,120mm Extruder Machine,1,['extruder:type:specification'],extruder:type:specification,17.69
True,SISISISISISIN liquid,1,['liquid:form:specification'],liquid:form:specification,26.26
True,solvent+extraction+plant,0,[],,18.64
True,curcumin extraction plant manufacturer in hyderabad,2,"['curcumin extraction plant:model name/number:specification', 'manufacturer:business type:specification']",curcumin extraction plant:model name/number:specification | manufacturer:business type:specification,17.85
True,Monolayer Extruder Machines,0,[],,17.67
True,Extruder plastic die,2,"['extruder:usage:specification', 'plastic:material:specification']",extruder:usage:specification | plastic:material:specification,17.6
True,15000 RPM Centrifuge Extractor,2,"['15000 rpm:speed:specification', 'centrifuge extractor:product:specification']",15000 rpm:speed:specification | centrifuge extractor:product:specification,17.59
True,chocolate extrude,1,['chocolate:flavour:specification'],chocolate:flavour:specification,18.0
True,Silicon Cable Extrusion Line,1,['silicon:material:specification'],silicon:material:specification,18.66
True,"Automatic Soybean Solvent Extraction Plant, 100 ton/day, 100 kW",1,"['100 ton/day, 100 kw:capacity:specification']","100 ton/day, 100 kw:capacity:specification",18.27
True,Silver Refinery Machines,2,"['refinery:product:specification', 'silver:melting material:specification']",refinery:product:specification | silver:melting material:specification,22.21
True,tube puncture pakane wali heater,0,[],,16.37
True,tube extrusion machine 50 kg/hr extruder machine,1,['50 kg/hr:capacity:specification'],50 kg/hr:capacity:specification,16.95
True,100 kg/hr Extruder Machine,2,"['100 kg/hr:capacity:specification', 'extruder:type:specification']",100 kg/hr:capacity:specification | extruder:type:specification,32.4
True,extruder180 sqmm,0,[],,16.73
True,catalyst extruder,1,['extruder:type:specification'],extruder:type:specification,17.21
True,Catalyst Extruder In Ahmedabad,1,['catalyst extruder:type:specification'],catalyst extruder:type:specification,20.77
True,Extruder  Machine,1,['extruder:type:specification'],extruder:type:specification,16.78
True,Co Rotating Twin Screw Extruder Gearbox,0,[],,28.47
True,Twin Screw Co Rotating Extruder Gearbox,2,"['extruder:usage:specification', 'twin:screw type:specification']",extruder:usage:specification | twin:screw type:specification,25.91
True,Jockey Extruder Machine Production Capacity: 50 kg/hr,3,"['50 kg/hr:capacity:specification', 'extruder:type:specification', 'jockey:brand:specification']",50 kg/hr:capacity:specification | extruder:type:specification | jockey:brand:specification,29.23
True,300 kg/hr no twin screw extruder Wire extruder machine Production Capacity: 300 kg/hr,1,['300 kg/hr:capacity:specification'],300 kg/hr:capacity:specification,18.31
True,automatic 100 kg/hr no Two Stage Extruder Machine,4,"['100 kg/hr:capacity:specification', 'automatic:automation grade:specification', 'extruder:type:specification', 'two stage:number of stages:specification']",100 kg/hr:capacity:specification | automatic:automation grade:specification | extruder:type:specification | two stage:number of stages:specification,17.93
True,silver refinery works,1,['refinery:service:specification'],refinery:service:specification,26.74
True,Extruder Machine ( Sheet Line ),0,[],,17.68
True,Acco Gold T606,1,['t606:model number:specification'],t606:model number:specification,16.11
True,Pp extruder machine rings,3,"['extruder machine:usage:specification', 'pp:material:specification', 'rings:type:specification']",extruder machine:usage:specification | pp:material:specification | rings:type:specification,21.24
True,Used Cable Extruder Machine,2,"['extruder:machine type:specification', 'used:condition:specification']",extruder:machine type:specification | used:condition:specification,20.98
True,no Cable Extruder,1,['extruder:type:specification'],extruder:type:specification,16.73
True,Hand Held Extruder Exon 1 (ACP11),2,"['exon 1 (acp11):model name/number:specification', 'hand held extruder:type:specification']",exon 1 (acp11):model name/number:specification | hand held extruder:type:specification,16.8
True,naphtha plant,2,"['naphtha:fruit type:specification', 'plant:product:specification']",naphtha:fruit type:specification | plant:product:specification,18.61
True,naptha plant,2,"['naptha:fruit type:specification', 'plant:product:specification']",naptha:fruit type:specification | plant:product:specification,17.86
True,Extru,0,[],,18.0
True,गोल्ड पिलाने वाली मशीन,1,['पिलाने वाली:book name:specification'],पिलाने वाली:book name:specification,17.87
True,reactive extruder machine,1,['extruder:type:specification'],extruder:type:specification,19.05
True,100 tpd solvent extraction plants manufacturer,3,"['100 tpd:capacity:specification', 'manufacturer:business type:specification', 'solvent extraction:product:specification']",100 tpd:capacity:specification | manufacturer:business type:specification | solvent extraction:product:specification,18.49
True,pp granules extruder machine,2,"['extruder:type:specification', 'pp:material:specification']",extruder:type:specification | pp:material:specification,16.35
True,1kg gold refinery,2,"['1kg:capacity:specification', 'gold:usage:specification']",1kg:capacity:specification | gold:usage:specification,27.2
True,Schneider LAD9V6  Downstream Bus Bar Screw,2,"['bus bar screw:product or component type:specification', 'schneider:brand:specification']",bus bar screw:product or component type:specification | schneider:brand:specification,17.26
True,flower extraction machine,1,['flower extraction:usage:specification'],flower extraction:usage:specification,16.83
True,solvent extraction machine,0,[],,35.46
True,Conical extruder heaters,2,"['conical:shape:specification', 'extruder:type:specification']",conical:shape:specification | extruder:type:specification,18.27
True,300 kg/hr no continuous extrusion machine Extruder Machine,2,"['300 kg/hr:capacity:specification', 'extrusion:machine type:specification']",300 kg/hr:capacity:specification | extrusion:machine type:specification,23.01
True,TCLP%20EXTRACTOR%20ROTARY%20AGITATOR(8%20SAMPLES),1,['tclp%20extractor%20rotary%20agitator(8%20samples):technical name:specification'],tclp%20extractor%20rotary%20agitator(8%20samples):technical name:specification,17.95
True,Twin Screw Extruder for Polymer Chips,2,"['polymer chips:usage:specification', 'screw extruder:type:specification']",polymer chips:usage:specification | screw extruder:type:specification,17.71
True,golf refining machine,2,"['golf:brand:specification', 'refining machine:product:specification']",golf:brand:specification | refining machine:product:specification,18.85
True,no for aluminium handles adizing plant,1,['aluminium handles adizing:usage:specification'],aluminium handles adizing:usage:specification,17.0
True,soyabean solvent extraction plant,2,"['solvent extraction:type:specification', 'soyabean:usage:specification']",solvent extraction:type:specification | soyabean:usage:specification,17.27
True,Oxygen tube  Extrusion Machines,1,['oxygen:gas type:specification'],oxygen:gas type:specification,17.44
True,Automatic Two Layer Blown Film Extrusion Machine,2,"['automatic:machine type:specification', 'two layer:layer:specification']",automatic:machine type:specification | two layer:layer:specification,18.14
True,Extruders & Mixers,0,[],,23.8
True,45x35 Aba Blown Film Extrusion Machine,2,"['45x35:size:specification', 'aba:brand:specification']",45x35:size:specification | aba:brand:specification,19.64
True,shrink rolls no Blown Film Extrusion Machine,0,[],,16.66
True,Extruder Gun,0,[],,17.87
True,automatic centrifuge extractor motorised,2,"['automatic:automation grade:specification', 'centrifuge extractor:product:specification']",automatic:automation grade:specification | centrifuge extractor:product:specification,17.8
True,centrifuge extractor motorised,2,"['centrifuge extractor:product:specification', 'motorised:type:specification']",centrifuge extractor:product:specification | motorised:type:specification,18.39
True,"Blown Film Extrusion Machine - 40mm Screw, 700mm Film Width, 50kg/hr Capacity",1,['40mm:capacity:specification'],40mm:capacity:specification,17.87
True,aluminum extrusions plant,1,['aluminum:material:specification'],aluminum:material:specification,23.08
True,200 kg/hr Three Layer Blown Film Extrusion Machine,2,"['200 kg/hr:capacity:specification', 'three layer:layer:specification']",200 kg/hr:capacity:specification | three layer:layer:specification,17.54
True,Gold Jewellery Refinery Service Provider,1,['jewellery refinery:service:specification'],jewellery refinery:service:specification,18.13
True,Solvent Extraction System,0,[],,16.51
True,rag refined,1,['refined:processing type:specification'],refined:processing type:specification,16.36
True,Gold Refining Machine Tumbler Model 10kg,2,"['10kg:capacity:specification', 'gold refining:usage:specification']",10kg:capacity:specification | gold refining:usage:specification,30.25
True,Calendula Liquid Extracts,2,"['calendula:name of extract:specification', 'liquid:form:specification']",calendula:name of extract:specification | liquid:form:specification,17.5
True,silicon extruder machine,2,"['extruder:type:specification', 'silicon:material to be extruded:specification']",extruder:type:specification | silicon:material to be extruded:specification,18.55
True,lab twin screw extruders,1,['lab:usage:specification'],lab:usage:specification,17.63
True,lab tube extruders,2,"['extruders:type:specification', 'lab:usage:specification']",extruders:type:specification | lab:usage:specification,16.84
True,lab pipe extruders,2,"['extruders:type:specification', 'lab:usage:specification']",extruders:type:specification | lab:usage:specification,16.47
True,lab extruders,1,['lab:usage:specification'],lab:usage:specification,16.7
True,Electrically Operated Bitumen Extractor,1,['bitumen extractor:machine type:specification'],bitumen extractor:machine type:specification,18.54
True,lab blown film extruders,2,"['extruders:type:specification', 'lab:usage:specification']",extruders:type:specification | lab:usage:specification,18.94
True,extruder machine 500kg/hr,2,"['500kg/hr:capacity:specification', 'extruder:type:specification']",500kg/hr:capacity:specification | extruder:type:specification,17.92
True,aluminium extrusion fully automatic machine,2,"['aluminium:material:specification', 'automatic:automation grade:specification']",aluminium:material:specification | automatic:automation grade:specification,18.54
True,Co- Extruder Machine,1,['extruder:type:specification'],extruder:type:specification,17.83
True,Twin Screw Extruder Spares,0,[],,17.69
True,Mini Twin Screw Extruder,1,['screw extruder:type:specification'],screw extruder:type:specification,22.21
True,copper wire extruder machine,2,"['copper:types of metal:specification', 'extruder:type:specification']",copper:types of metal:specification | extruder:type:specification,19.78
True,sand extracting machine,1,['sand extracting:usage:specification'],sand extracting:usage:specification,14.57
True,windsor kts 110 twin screw extruder,3,"['kts 110:model name/number:specification', 'twin screw extruder:type:specification', 'windsor:brand:specification']",kts 110:model name/number:specification | twin screw extruder:type:specification | windsor:brand:specification,18.95
True,"soap extruder with 2-inch screw""",0,[],,16.95
True,milacron tc 55 conical screw extrusion system,3,"['conical screw extrusion system:product:specification', 'milacron:brand:specification', 'tc 55:series:specification']",conical screw extrusion system:product:specification | milacron:brand:specification | tc 55:series:specification,17.2
True,Extruder Chamber,0,[],,25.97
True,gold refining service companies,1,['refining:service:specification'],refining:service:specification,17.56
True,Extraction plant,0,[],,18.87
True,Curcumin Extraction Industrial Plant,2,"['extraction:machine type:specification', 'industrial:usage:specification']",extraction:machine type:specification | industrial:usage:specification,17.48
True,water extraction system,1,['water extraction:usage:specification'],water extraction:usage:specification,18.31
True,extrusion blown film plant dia,0,[],,17.87
True,Gold Leaching Machine,0,[],,31.76
True,Phytochemicals Extraction Plant,0,[],,17.03
True,45 mm screw extruder,2,"['45 mm:screw diameter:specification', 'screw extruder:type:specification']",45 mm:screw diameter:specification | screw extruder:type:specification,17.33
True,45 mm screw extruder near rajkot,1,['screw extruder:type:specification'],screw extruder:type:specification,18.86
True,46 mm screw extruder,2,"['46 mm:screw diameter:specification', 'screw extruder:type:specification']",46 mm:screw diameter:specification | screw extruder:type:specification,18.63
True,55 mm monolayer extruder machine,1,['55 mm:screw diameter:specification'],55 mm:screw diameter:specification,21.26
True,3LPE Coating Extruder,2,"['3lpe:capacity:specification', 'extruder:type:specification']",3lpe:capacity:specification | extruder:type:specification,16.95
True,old machine extryder for wall panel,1,['old:condition:specification'],old:condition:specification,18.96
True,Industrial Screw Extruder,2,"['industrial:usage:specification', 'screw extruder:type:specification']",industrial:usage:specification | screw extruder:type:specification,17.18
True,1500 centex water,1,['centex:brand:specification'],centex:brand:specification,17.62
True,uco purificationrefining,1,['uco:brand:specification'],uco:brand:specification,17.53
True,Hydromech gearbox,1,['hydromech:brand:specification'],hydromech:brand:specification,15.28
True,Hand Operated Centrifuge Extractor,1,['centrifuge extractor:product:specification'],centrifuge extractor:product:specification,17.78
True,Motorised Centrifuge Extractor,2,"['centrifuge extractor:product:specification', 'motorised:driven type:specification']",centrifuge extractor:product:specification | motorised:driven type:specification,19.64
True,epe extruder,0,[],,17.64
True,gpld refinery,1,['gpld:material:specification'],gpld:material:specification,17.03
True,3-d Printing Rod Cod Wire Filament Lab Extrusion Line,0,[],,17.86
True,silver refining mixer plant,1,['refining mixer:type:specification'],refining mixer:type:specification,17.78
True,no Blown Film Extrusion Machine,0,[],,17.68
True,for plastic gloves yes Blown Film Extrusion Machine,1,['plastic:material:specification'],plastic:material:specification,27.92
True,automatic centrifuge extractor 220v,3,"['220v:voltage:specification', 'automatic:automation grade:specification', 'centrifuge extractor:product:specification']",220v:voltage:specification | automatic:automation grade:specification | centrifuge extractor:product:specification,16.98
True,aimil bitumen centrifuge extractor,1,['aimil:brand/make:specification'],aimil:brand/make:specification,16.85
True,aurangabad	mh	431136,0,[],,16.61
True,AURANGABAD MH 431136,0,[],,16.73
True,6545 extrusion,1,['extrusion:process:specification'],extrusion:process:specification,32.34
True,6545 extrusion cable machine,1,['6545:model name/number:specification'],6545:model name/number:specification,16.41
True,Triple Line Cable Extruder Machine,1,['extruder:type:specification'],extruder:type:specification,18.04
True,Extruder Machinery,1,['extruder:type:specification'],extruder:type:specification,23.79
True,100Mm Extruder Machine,1,['extruder:type:specification'],extruder:type:specification,17.53
True,90Mm Extruder Machine,2,"['90mm:screw diameter:specification', 'extruder:type:specification']",90mm:screw diameter:specification | extruder:type:specification,18.76
True,multilayer extrusion machine,1,['multilayer:layer:specification'],multilayer:layer:specification,17.38
True,automated solvent (soxhlet) extraction system,1,['solvent:product:specification'],solvent:product:specification,17.32
True,Extruder Dana Machine,1,['extruder:type:specification'],extruder:type:specification,17.07
True,"""aloe vera gel extraction machine",0,[],,17.37
True,Centex,1,['centex:brand:specification'],centex:brand:specification,18.84
True,double screw pipe making machine,2,"['double screw:screw type:specification', 'pipe making machine:machine type:specification']",double screw:screw type:specification | pipe making machine:machine type:specification,21.28
True,100  kg%2 fhr manual co rotating twin screw extruders,2,"['100 kg%2 fhr:capacity:specification', 'manual:automation grade:specification']",100 kg%2 fhr:capacity:specification | manual:automation grade:specification,35.07
True,100  kg%2 fhr co rotating twin screw extruders,1,['100 kg%2 fhr:capacity:specification'],100 kg%2 fhr:capacity:specification,17.38
True,manual co rotating twin screw extruders,1,['manual:automation grade:specification'],manual:automation grade:specification,17.34
True,automatic co rotating twin screw extruders,1,['automatic:automation grade:specification'],automatic:automation grade:specification,17.53
True,Tamarind Extruder Machine,2,"['extruder:type:specification', 'tamarind:suitable for:specification']",extruder:type:specification | tamarind:suitable for:specification,17.65
True,100mm+extruder+pvc+xlpe+hopper,1,['100mm+extruder+pvc+xlpe+hopper:size:specification'],100mm+extruder+pvc+xlpe+hopper:size:specification,17.43
True,100mm extruder pvcxlpe hopper,3,"['100mm:diameter:specification', 'extruder:type:specification', 'pvcxlpe:material:specification']",100mm:diameter:specification | extruder:type:specification | pvcxlpe:material:specification,30.56
True,Gold Refining Machine Capacity 100gms 1 Kg,1,['100gms 1 kg:capacity:specification'],100gms 1 kg:capacity:specification,17.19
True,hdpe twin screw extruder,2,"['hdpe:material:specification', 'screw extruder:type:specification']",hdpe:material:specification | screw extruder:type:specification,16.41
True,hdpvc twin screw extruder near azamgarh,2,"['hdpvc:material:specification', 'twin screw extruder:machine type:specification']",hdpvc:material:specification | twin screw extruder:machine type:specification,22.15
True,1 solvent  based  coating 250  gm perylene red,2,"['250 gm:packaging size:specification', 'red:color:specification']",250 gm:packaging size:specification | red:color:specification,16.99
True,gold refining service,2,"['gold:metal:specification', 'refining:service:specification']",gold:metal:specification | refining:service:specification,17.33
True,silver refining plant 50 kg,3,"['50 kg:capacity:specification', 'refining plant:type:specification', 'silver:refining material:specification']",50 kg:capacity:specification | refining plant:type:specification | silver:refining material:specification,23.08
