query,success,unique_value_count,total_key_count,raw_output,attributes_json
brushless dc motor,True,1,4,"{""attributes"":[{""attribute_key"":""type"",""value"":""Brushless DC Motor"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""motor_type"",""value"":""Brushless DC Motor"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""product_type"",""value"":""Brushless DC Motor"",""key_priority"":3,""attribute_priority"":1},{""attribute_key"":""device_type"",""value"":""Brushless DC Motor"",""key_priority"":4,""attribute_priority"":1}]}","{""attributes"": [{""attribute_key"": ""type"", ""value"": ""Brushless DC Motor"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""motor_type"", ""value"": ""Brushless DC Motor"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""product_type"", ""value"": ""Brushless DC Motor"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""device_type"", ""value"": ""Brushless DC Motor"", ""key_priority"": 4, ""attribute_priority"": 1}]}"
ABB Electric Motor,True,2,5,"{""attributes"":[{""attribute_key"":""brand"",""value"":""ABB"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""company"",""value"":""ABB"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""manufacturer"",""value"":""ABB"",""key_priority"":3,""attribute_priority"":1},{""attribute_key"":""make"",""value"":""ABB"",""key_priority"":4,""attribute_priority"":1},{""attribute_key"":""type"",""value"":""Electric Motor"",""key_priority"":1,""attribute_priority"":2}]}","{""attributes"": [{""attribute_key"": ""brand"", ""value"": ""ABB"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""company"", ""value"": ""ABB"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""manufacturer"", ""value"": ""ABB"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""make"", ""value"": ""ABB"", ""key_priority"": 4, ""attribute_priority"": 1}, {""attribute_key"": ""type"", ""value"": ""Electric Motor"", ""key_priority"": 1, ""attribute_priority"": 2}]}"
sensor plate,True,2,6,"{""attributes"":[{""attribute_key"":""type"",""value"":""Plate"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""device_type"",""value"":""Plate"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""product_type"",""value"":""Plate"",""key_priority"":3,""attribute_priority"":1},{""attribute_key"":""material"",""value"":""Sensor"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""body_material"",""value"":""Sensor"",""key_priority"":2,""attribute_priority"":2},{""attribute_key"":""material_type"",""value"":""Sensor"",""key_priority"":3,""attribute_priority"":2}]}","{""attributes"": [{""attribute_key"": ""type"", ""value"": ""Plate"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""device_type"", ""value"": ""Plate"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""product_type"", ""value"": ""Plate"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""material"", ""value"": ""Sensor"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""body_material"", ""value"": ""Sensor"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""material_type"", ""value"": ""Sensor"", ""key_priority"": 3, ""attribute_priority"": 2}]}"
electronic components bo moters,True,2,8,"{""attributes"":[{""attribute_key"":""brand"",""value"":""BO MOTERS"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""company"",""value"":""BO MOTERS"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""manufacturer"",""value"":""BO MOTERS"",""key_priority"":3,""attribute_priority"":1},{""attribute_key"":""make"",""value"":""BO MOTERS"",""key_priority"":4,""attribute_priority"":1},{""attribute_key"":""type"",""value"":""Electronic Components"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""motor_type"",""value"":""Electronic Components"",""key_priority"":2,""attribute_priority"":2},{""attribute_key"":""product_type"",""value"":""Electronic Components"",""key_priority"":3,""attribute_priority"":2},{""attribute_key"":""device_type"",""value"":""Electronic Components"",""key_priority"":4,""attribute_priority"":2}]}","{""attributes"": [{""attribute_key"": ""brand"", ""value"": ""BO MOTERS"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""company"", ""value"": ""BO MOTERS"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""manufacturer"", ""value"": ""BO MOTERS"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""make"", ""value"": ""BO MOTERS"", ""key_priority"": 4, ""attribute_priority"": 1}, {""attribute_key"": ""type"", ""value"": ""Electronic Components"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""motor_type"", ""value"": ""Electronic Components"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""product_type"", ""value"": ""Electronic Components"", ""key_priority"": 3, ""attribute_priority"": 2}, {""attribute_key"": ""device_type"", ""value"": ""Electronic Components"", ""key_priority"": 4, ""attribute_priority"": 2}]}"
1500 kv ccw multirotor motor,True,3,9,"{""attributes"":[{""attribute_key"":""power_source"",""value"":""CCW"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""power_supply"",""value"":""CCW"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""power_type"",""value"":""CCW"",""key_priority"":3,""attribute_priority"":1},{""attribute_key"":""voltage"",""value"":""1500 KV"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""operating_voltage"",""value"":""1500 KV"",""key_priority"":2,""attribute_priority"":2},{""attribute_key"":""supply_voltage"",""value"":""1500 KV"",""key_priority"":3,""attribute_priority"":2},{""attribute_key"":""number_of_poles"",""value"":""Multirotor"",""key_priority"":1,""attribute_priority"":3},{""attribute_key"":""no_of_poles"",""value"":""Multirotor"",""key_priority"":2,""attribute_priority"":3},{""attribute_key"":""poles"",""value"":""Multirotor"",""key_priority"":3,""attribute_priority"":3}]}","{""attributes"": [{""attribute_key"": ""power_source"", ""value"": ""CCW"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""power_supply"", ""value"": ""CCW"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""power_type"", ""value"": ""CCW"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""voltage"", ""value"": ""1500 KV"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""operating_voltage"", ""value"": ""1500 KV"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""supply_voltage"", ""value"": ""1500 KV"", ""key_priority"": 3, ""attribute_priority"": 2}, {""attribute_key"": ""number_of_poles"", ""value"": ""Multirotor"", ""key_priority"": 1, ""attribute_priority"": 3}, {""attribute_key"": ""no_of_poles"", ""value"": ""Multirotor"", ""key_priority"": 2, ""attribute_priority"": 3}, {""attribute_key"": ""poles"", ""value"": ""Multirotor"", ""key_priority"": 3, ""attribute_priority"": 3}]}"
Panasonic Geared Motor,True,2,8,"{""attributes"":[{""attribute_key"":""brand"",""value"":""Panasonic"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""company"",""value"":""Panasonic"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""manufacturer"",""value"":""Panasonic"",""key_priority"":3,""attribute_priority"":1},{""attribute_key"":""make"",""value"":""Panasonic"",""key_priority"":4,""attribute_priority"":1},{""attribute_key"":""type"",""value"":""Geared Motor"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""motor_type"",""value"":""Geared Motor"",""key_priority"":2,""attribute_priority"":2},{""attribute_key"":""product_type"",""value"":""Geared Motor"",""key_priority"":3,""attribute_priority"":2},{""attribute_key"":""device_type"",""value"":""Geared Motor"",""key_priority"":4,""attribute_priority"":2}]}","{""attributes"": [{""attribute_key"": ""brand"", ""value"": ""Panasonic"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""company"", ""value"": ""Panasonic"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""manufacturer"", ""value"": ""Panasonic"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""make"", ""value"": ""Panasonic"", ""key_priority"": 4, ""attribute_priority"": 1}, {""attribute_key"": ""type"", ""value"": ""Geared Motor"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""motor_type"", ""value"": ""Geared Motor"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""product_type"", ""value"": ""Geared Motor"", ""key_priority"": 3, ""attribute_priority"": 2}, {""attribute_key"": ""device_type"", ""value"": ""Geared Motor"", ""key_priority"": 4, ""attribute_priority"": 2}]}"
worm geared brake motor,True,1,4,"{""attributes"":[{""attribute_key"":""type"",""value"":""Worm Geared"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""motor_type"",""value"":""Worm Geared"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""product_type"",""value"":""Worm Geared"",""key_priority"":3,""attribute_priority"":1},{""attribute_key"":""device_type"",""value"":""Worm Geared"",""key_priority"":4,""attribute_priority"":1}]}","{""attributes"": [{""attribute_key"": ""type"", ""value"": ""Worm Geared"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""motor_type"", ""value"": ""Worm Geared"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""product_type"", ""value"": ""Worm Geared"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""device_type"", ""value"": ""Worm Geared"", ""key_priority"": 4, ""attribute_priority"": 1}]}"
eletical motors 40hp,True,2,8,"{""attributes"":[{""attribute_key"":""horsepower"",""value"":""40HP"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""horse_power"",""value"":""40HP"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""hp"",""value"":""40HP"",""key_priority"":3,""attribute_priority"":1},{""attribute_key"":""motor_horsepower"",""value"":""40HP"",""key_priority"":4,""attribute_priority"":1},{""attribute_key"":""power_source"",""value"":""Electical Motors"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""power_supply"",""value"":""Electical Motors"",""key_priority"":2,""attribute_priority"":2},{""attribute_key"":""power_type"",""value"":""Electical Motors"",""key_priority"":3,""attribute_priority"":2},{""attribute_key"":""power_requirement"",""value"":""Electical Motors"",""key_priority"":4,""attribute_priority"":2}]}","{""attributes"": [{""attribute_key"": ""horsepower"", ""value"": ""40HP"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""horse_power"", ""value"": ""40HP"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""hp"", ""value"": ""40HP"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""motor_horsepower"", ""value"": ""40HP"", ""key_priority"": 4, ""attribute_priority"": 1}, {""attribute_key"": ""power_source"", ""value"": ""Electical Motors"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""power_supply"", ""value"": ""Electical Motors"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""power_type"", ""value"": ""Electical Motors"", ""key_priority"": 3, ""attribute_priority"": 2}, {""attribute_key"": ""power_requirement"", ""value"": ""Electical Motors"", ""key_priority"": 4, ""attribute_priority"": 2}]}"
Rotomotive Induction Motor 3 Phase,True,2,8,"{""attributes"":[{""attribute_key"":""phase"",""value"":""3 Phase"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""phase_type"",""value"":""3 Phase"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""number_of_phase"",""value"":""3 Phase"",""key_priority"":3,""attribute_priority"":1},{""attribute_key"":""input_phase"",""value"":""3 Phase"",""key_priority"":4,""attribute_priority"":1},{""attribute_key"":""brand"",""value"":""Rotomotive"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""company"",""value"":""Rotomotive"",""key_priority"":2,""attribute_priority"":2},{""attribute_key"":""manufacturer"",""value"":""Rotomotive"",""key_priority"":3,""attribute_priority"":2},{""attribute_key"":""make"",""value"":""Rotomotive"",""key_priority"":4,""attribute_priority"":2}]}","{""attributes"": [{""attribute_key"": ""phase"", ""value"": ""3 Phase"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""phase_type"", ""value"": ""3 Phase"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""number_of_phase"", ""value"": ""3 Phase"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""input_phase"", ""value"": ""3 Phase"", ""key_priority"": 4, ""attribute_priority"": 1}, {""attribute_key"": ""brand"", ""value"": ""Rotomotive"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""company"", ""value"": ""Rotomotive"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""manufacturer"", ""value"": ""Rotomotive"", ""key_priority"": 3, ""attribute_priority"": 2}, {""attribute_key"": ""make"", ""value"": ""Rotomotive"", ""key_priority"": 4, ""attribute_priority"": 2}]}"
100 W Chimney Motor,True,2,8,"{""attributes"": [{""attribute_key"": ""power_source"", ""value"": ""100 W"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""power_supply"", ""value"": ""100 W"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""power_type"", ""value"": ""100 W"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""power"", ""value"": ""100 W"", ""key_priority"": 4, ""attribute_priority"": 1}, {""attribute_key"": ""usage_application"", ""value"": ""Chimney"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""application"", ""value"": ""Chimney"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""usage"", ""value"": ""Chimney"", ""key_priority"": 3, ""attribute_priority"": 2}, {""attribute_key"": ""suitable_for"", ""value"": ""Chimney"", ""key_priority"": 4, ""attribute_priority"": 2}]}","{""attributes"": [{""attribute_key"": ""power_source"", ""value"": ""100 W"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""power_supply"", ""value"": ""100 W"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""power_type"", ""value"": ""100 W"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""power"", ""value"": ""100 W"", ""key_priority"": 4, ""attribute_priority"": 1}, {""attribute_key"": ""usage_application"", ""value"": ""Chimney"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""application"", ""value"": ""Chimney"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""usage"", ""value"": ""Chimney"", ""key_priority"": 3, ""attribute_priority"": 2}, {""attribute_key"": ""suitable_for"", ""value"": ""Chimney"", ""key_priority"": 4, ""attribute_priority"": 2}]}"
1 for reselling piece Panasonic Geared Motor,True,3,11,"{""attributes"":[{""attribute_key"":""number_of_poles"",""value"":""1"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""no_of_poles"",""value"":""1"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""poles"",""value"":""1"",""key_priority"":3,""attribute_priority"":1},{""attribute_key"":""usage_application"",""value"":""For Reselling"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""application"",""value"":""For Reselling"",""key_priority"":2,""attribute_priority"":2},{""attribute_key"":""usage"",""value"":""For Reselling"",""key_priority"":3,""attribute_priority"":2},{""attribute_key"":""suitable_for"",""value"":""For Reselling"",""key_priority"":4,""attribute_priority"":2},{""attribute_key"":""brand"",""value"":""Panasonic"",""key_priority"":1,""attribute_priority"":3},{""attribute_key"":""company"",""value"":""Panasonic"",""key_priority"":2,""attribute_priority"":3},{""attribute_key"":""manufacturer"",""value"":""Panasonic"",""key_priority"":3,""attribute_priority"":3},{""attribute_key"":""make"",""value"":""Panasonic"",""key_priority"":4,""attribute_priority"":3}]}","{""attributes"": [{""attribute_key"": ""number_of_poles"", ""value"": ""1"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""no_of_poles"", ""value"": ""1"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""poles"", ""value"": ""1"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""usage_application"", ""value"": ""For Reselling"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""application"", ""value"": ""For Reselling"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""usage"", ""value"": ""For Reselling"", ""key_priority"": 3, ""attribute_priority"": 2}, {""attribute_key"": ""suitable_for"", ""value"": ""For Reselling"", ""key_priority"": 4, ""attribute_priority"": 2}, {""attribute_key"": ""brand"", ""value"": ""Panasonic"", ""key_priority"": 1, ""attribute_priority"": 3}, {""attribute_key"": ""company"", ""value"": ""Panasonic"", ""key_priority"": 2, ""attribute_priority"": 3}, {""attribute_key"": ""manufacturer"", ""value"": ""Panasonic"", ""key_priority"": 3, ""attribute_priority"": 3}, {""attribute_key"": ""make"", ""value"": ""Panasonic"", ""key_priority"": 4, ""attribute_priority"": 3}]}"
Motor Cover,True,1,4,"{""attributes"":[{""attribute_key"":""model_number"",""value"":""Motor Cover"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""model_name"",""value"":""Motor Cover"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""model"",""value"":""Motor Cover"",""key_priority"":3,""attribute_priority"":1},{""attribute_key"":""model_no"",""value"":""Motor Cover"",""key_priority"":4,""attribute_priority"":1}]}","{""attributes"": [{""attribute_key"": ""model_number"", ""value"": ""Motor Cover"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""model_name"", ""value"": ""Motor Cover"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""model"", ""value"": ""Motor Cover"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""model_no"", ""value"": ""Motor Cover"", ""key_priority"": 4, ""attribute_priority"": 1}]}"
b04420065,True,1,4,"{""attributes"":[{""attribute_key"":""model_number"",""value"":""B04420065"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""model_name"",""value"":""B04420065"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""model"",""value"":""B04420065"",""key_priority"":3,""attribute_priority"":1},{""attribute_key"":""model_no"",""value"":""B04420065"",""key_priority"":4,""attribute_priority"":1}]}","{""attributes"": [{""attribute_key"": ""model_number"", ""value"": ""B04420065"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""model_name"", ""value"": ""B04420065"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""model"", ""value"": ""B04420065"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""model_no"", ""value"": ""B04420065"", ""key_priority"": 4, ""attribute_priority"": 1}]}"
1 piece Slip Rings,True,2,6,"{""attributes"": [{""attribute_key"": ""number_of_poles"", ""value"": ""1 Piece"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""no_of_poles"", ""value"": ""1 Piece"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""poles"", ""value"": ""1 Piece"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""type"", ""value"": ""Slip Rings"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""motor_type"", ""value"": ""Slip Rings"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""product_type"", ""value"": ""Slip Rings"", ""key_priority"": 3, ""attribute_priority"": 2}]}","{""attributes"": [{""attribute_key"": ""number_of_poles"", ""value"": ""1 Piece"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""no_of_poles"", ""value"": ""1 Piece"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""poles"", ""value"": ""1 Piece"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""type"", ""value"": ""Slip Rings"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""motor_type"", ""value"": ""Slip Rings"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""product_type"", ""value"": ""Slip Rings"", ""key_priority"": 3, ""attribute_priority"": 2}]}"
venex 3 phase dol motor starter,True,3,11,"{""attributes"":[{""attribute_key"":""phase_type"",""value"":""3 Phase"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""phase"",""value"":""3 Phase"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""number_of_phase"",""value"":""3 Phase"",""key_priority"":3,""attribute_priority"":1},{""attribute_key"":""input_phase"",""value"":""3 Phase"",""key_priority"":4,""attribute_priority"":1},{""attribute_key"":""brand_name"",""value"":""Venex"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""company"",""value"":""Venex"",""key_priority"":2,""attribute_priority"":2},{""attribute_key"":""manufacturer"",""value"":""Venex"",""key_priority"":3,""attribute_priority"":2},{""attribute_key"":""make"",""value"":""Venex"",""key_priority"":4,""attribute_priority"":2},{""attribute_key"":""starter_type"",""value"":""DOL"",""key_priority"":1,""attribute_priority"":3},{""attribute_key"":""starting_method"",""value"":""DOL"",""key_priority"":2,""attribute_priority"":3},{""attribute_key"":""starter"",""value"":""DOL"",""key_priority"":3,""attribute_priority"":3}]}","{""attributes"": [{""attribute_key"": ""phase_type"", ""value"": ""3 Phase"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""phase"", ""value"": ""3 Phase"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""number_of_phase"", ""value"": ""3 Phase"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""input_phase"", ""value"": ""3 Phase"", ""key_priority"": 4, ""attribute_priority"": 1}, {""attribute_key"": ""brand_name"", ""value"": ""Venex"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""company"", ""value"": ""Venex"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""manufacturer"", ""value"": ""Venex"", ""key_priority"": 3, ""attribute_priority"": 2}, {""attribute_key"": ""make"", ""value"": ""Venex"", ""key_priority"": 4, ""attribute_priority"": 2}, {""attribute_key"": ""starter_type"", ""value"": ""DOL"", ""key_priority"": 1, ""attribute_priority"": 3}, {""attribute_key"": ""starting_method"", ""value"": ""DOL"", ""key_priority"": 2, ""attribute_priority"": 3}, {""attribute_key"": ""starter"", ""value"": ""DOL"", ""key_priority"": 3, ""attribute_priority"": 3}]}"
Used Crompton Greaves Motor,True,2,7,"{""attributes"":[{""attribute_key"":""brand"",""value"":""Crompton Greaves"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""company"",""value"":""Crompton Greaves"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""manufacturer"",""value"":""Crompton Greaves"",""key_priority"":3,""attribute_priority"":1},{""attribute_key"":""make"",""value"":""Crompton Greaves"",""key_priority"":4,""attribute_priority"":1},{""attribute_key"":""usage_application"",""value"":""Used"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""application"",""value"":""Used"",""key_priority"":2,""attribute_priority"":2},{""attribute_key"":""usage"",""value"":""Used"",""key_priority"":3,""attribute_priority"":2}]}","{""attributes"": [{""attribute_key"": ""brand"", ""value"": ""Crompton Greaves"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""company"", ""value"": ""Crompton Greaves"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""manufacturer"", ""value"": ""Crompton Greaves"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""make"", ""value"": ""Crompton Greaves"", ""key_priority"": 4, ""attribute_priority"": 1}, {""attribute_key"": ""usage_application"", ""value"": ""Used"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""application"", ""value"": ""Used"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""usage"", ""value"": ""Used"", ""key_priority"": 3, ""attribute_priority"": 2}]}"
Mobile Starter Prime,True,2,8,"{""attributes"": [{""attribute_key"": ""brand"", ""value"": ""Prime"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""company"", ""value"": ""Prime"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""manufacturer"", ""value"": ""Prime"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""make"", ""value"": ""Prime"", ""key_priority"": 4, ""attribute_priority"": 1}, {""attribute_key"": ""usage_application"", ""value"": ""Mobile Starter"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""application"", ""value"": ""Mobile Starter"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""usage"", ""value"": ""Mobile Starter"", ""key_priority"": 3, ""attribute_priority"": 2}, {""attribute_key"": ""suitable_for"", ""value"": ""Mobile Starter"", ""key_priority"": 4, ""attribute_priority"": 2}]}","{""attributes"": [{""attribute_key"": ""brand"", ""value"": ""Prime"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""company"", ""value"": ""Prime"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""manufacturer"", ""value"": ""Prime"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""make"", ""value"": ""Prime"", ""key_priority"": 4, ""attribute_priority"": 1}, {""attribute_key"": ""usage_application"", ""value"": ""Mobile Starter"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""application"", ""value"": ""Mobile Starter"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""usage"", ""value"": ""Mobile Starter"", ""key_priority"": 3, ""attribute_priority"": 2}, {""attribute_key"": ""suitable_for"", ""value"": ""Mobile Starter"", ""key_priority"": 4, ""attribute_priority"": 2}]}"
1kw( 1.3hp) bldc motor,True,2,8,"{""attributes"":[{""attribute_key"":""power_source"",""value"":""1KW( 1.3HP)"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""power_supply"",""value"":""1KW( 1.3HP)"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""power_type"",""value"":""1KW( 1.3HP)"",""key_priority"":3,""attribute_priority"":1},{""attribute_key"":""power"",""value"":""1KW( 1.3HP)"",""key_priority"":4,""attribute_priority"":1},{""attribute_key"":""model_number"",""value"":""BLDC"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""model_name"",""value"":""BLDC"",""key_priority"":2,""attribute_priority"":2},{""attribute_key"":""model"",""value"":""BLDC"",""key_priority"":3,""attribute_priority"":2},{""attribute_key"":""model_no"",""value"":""BLDC"",""key_priority"":4,""attribute_priority"":2}]}","{""attributes"": [{""attribute_key"": ""power_source"", ""value"": ""1KW( 1.3HP)"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""power_supply"", ""value"": ""1KW( 1.3HP)"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""power_type"", ""value"": ""1KW( 1.3HP)"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""power"", ""value"": ""1KW( 1.3HP)"", ""key_priority"": 4, ""attribute_priority"": 1}, {""attribute_key"": ""model_number"", ""value"": ""BLDC"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""model_name"", ""value"": ""BLDC"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""model"", ""value"": ""BLDC"", ""key_priority"": 3, ""attribute_priority"": 2}, {""attribute_key"": ""model_no"", ""value"": ""BLDC"", ""key_priority"": 4, ""attribute_priority"": 2}]}"
